"obshtkod","obshtina","godina","nastrw"
"PVN11","Долни Дъбник",2002,15509
"PVN11","Долни Дъбник",2003,15445
"PVN11","Долни Дъбник",2004,15309
"PVN11","Долни Дъбник",2005,15137
"PVN11","Долни Дъбник",2006,14986
"PVN11","Долни Дъбник",2007,14810
"PVN11","Долни Дъбник",2008,14571
"PVN11","Долни Дъбник",2009,14438
"PVN11","Долни Дъбник",2010,14230
"PVN11","Долни Дъбник",2011,11630
"PVN11","Долни Дъбник",2012,11437
"PVN11","Долни Дъбник",2013,11262
"PVN11","Долни Дъбник",2014,11137
"PVN11","Долни Дъбник",2015,11162
"PVN11","Долни Дъбник",2016,11002
"PVN11","Долни Дъбник",2017,10851
"PVN11","Долни Дъбник",2018,10702
"PVN23","Искър",2000,9414
"PVN23","Искър",2001,8976
"PVN23","Искър",2002,8912
"PVN23","Искър",2003,8715
"PVN23","Искър",2004,8505
"PVN23","Искър",2005,8357
"PVN23","Искър",2006,8176
"PVN23","Искър",2007,8052
"PVN23","Искър",2008,7859
"PVN23","Искър",2009,7717
"PVN23","Искър",2010,7569
"PVN23","Искър",2011,6788
"PVN23","Искър",2012,6711
"PVN23","Искър",2013,6574
"PVN23","Искър",2014,6474
"PVN23","Искър",2015,6417
"PVN23","Искър",2016,6287
"PVN23","Искър",2017,6163
"PVN23","Искър",2018,6020
"PVN39","Кнежа",2001,16813
"PVN39","Кнежа",2002,16730
"PVN39","Кнежа",2003,16423
"PVN39","Кнежа",2004,16189
"PVN39","Кнежа",2005,15932
"PVN39","Кнежа",2006,15612
"PVN39","Кнежа",2007,15372
"PVN39","Кнежа",2008,15107
"PVN39","Кнежа",2009,14839
"PVN39","Кнежа",2010,14613
"PVN39","Кнежа",2011,13610
"PVN39","Кнежа",2012,13424
"PVN39","Кнежа",2013,13238
"PVN39","Кнежа",2014,12977
"PVN39","Кнежа",2015,12808
"PVN39","Кнежа",2016,12613
"PVN39","Кнежа",2017,12362
"PVN39","Кнежа",2018,12171
"PVN16","Левски",2000,26483
"PVN16","Левски",2001,25733
"PVN16","Левски",2002,25162
"PVN16","Левски",2003,24527
"PVN16","Левски",2004,23922
"PVN16","Левски",2005,23172
"PVN16","Левски",2006,22776
"PVN16","Левски",2007,22304
"PVN16","Левски",2008,21833
"PVN16","Левски",2009,21487
"PVN16","Левски",2010,21141
"PVN16","Левски",2011,19688
"PVN16","Левски",2012,19427
"PVN16","Левски",2013,19144
"PVN16","Левски",2014,18776
"PVN16","Левски",2015,18447
"PVN16","Левски",2016,18149
"PVN16","Левски",2017,17742
"PVN16","Левски",2018,17455
"PVN21","Никопол",2000,14254
"PVN21","Никопол",2001,13400
"PVN21","Никопол",2002,12983
"PVN21","Никопол",2003,12662
"PVN21","Никопол",2004,12296
"PVN21","Никопол",2005,11909
"PVN21","Никопол",2006,11545
"PVN21","Никопол",2007,11264
"PVN21","Никопол",2008,10897
"PVN21","Никопол",2009,10602
"PVN21","Никопол",2010,10366
"PVN21","Никопол",2011,9205
"PVN21","Никопол",2012,9019
"PVN21","Никопол",2013,8835
"PVN21","Никопол",2014,8684
"PVN21","Никопол",2015,8538
"PVN21","Никопол",2016,8332
"PVN21","Никопол",2017,8123
"PVN21","Никопол",2018,7925
"PVN24","Плевен",2000,147166
"PVN24","Плевен",2001,148325
"PVN24","Плевен",2002,146520
"PVN24","Плевен",2003,144467
"PVN24","Плевен",2004,142812
"PVN24","Плевен",2005,140967
"PVN24","Плевен",2006,140499
"PVN24","Плевен",2007,139573
"PVN24","Плевен",2008,139121
"PVN24","Плевен",2009,138095
"PVN24","Плевен",2010,136949
"PVN24","Плевен",2011,129768
"PVN24","Плевен",2012,128328
"PVN24","Плевен",2013,126972
"PVN24","Плевен",2014,125623
"PVN24","Плевен",2015,123673
"PVN24","Плевен",2016,122181
"PVN24","Плевен",2017,120908
"PVN24","Плевен",2018,119649
"PVN27","Пордим",2000,8967
"PVN27","Пордим",2001,8075
"PVN27","Пордим",2002,7990
"PVN27","Пордим",2003,7907
"PVN27","Пордим",2004,7808
"PVN27","Пордим",2005,7654
"PVN27","Пордим",2006,7493
"PVN27","Пордим",2007,7420
"PVN27","Пордим",2008,7249
"PVN27","Пордим",2009,7114
"PVN27","Пордим",2010,6957
"PVN27","Пордим",2011,6353
"PVN27","Пордим",2012,6222
"PVN27","Пордим",2013,6085
"PVN27","Пордим",2014,5963
"PVN27","Пордим",2015,5922
"PVN27","Пордим",2016,5763
"PVN27","Пордим",2017,5604
"PVN27","Пордим",2018,5460
"PVN37","Червен бряг",2000,36318
"PVN37","Червен бряг",2001,34908
"PVN37","Червен бряг",2002,33956
"PVN37","Червен бряг",2003,33269
"PVN37","Червен бряг",2004,32773
"PVN37","Червен бряг",2005,32157
"PVN37","Червен бряг",2006,31726
"PVN37","Червен бряг",2007,31281
"PVN37","Червен бряг",2008,30911
"PVN37","Червен бряг",2009,30524
"PVN37","Червен бряг",2010,29968
"PVN37","Червен бряг",2011,27566
"PVN37","Червен бряг",2012,27114
"PVN37","Червен бряг",2013,26708
"PVN37","Червен бряг",2014,26378
"PVN37","Червен бряг",2015,25904
"PVN37","Червен бряг",2016,25442
"PVN37","Червен бряг",2017,24964
"PVN37","Червен бряг",2018,24492
"VTR04","Велико Търново",2000,88554
"VTR04","Велико Търново",2001,90381
"VTR04","Велико Търново",2002,89786
"VTR04","Велико Търново",2003,89320
"VTR04","Велико Търново",2004,89152
"VTR04","Велико Търново",2005,88854
"VTR04","Велико Търново",2006,88541
"VTR04","Велико Търново",2007,88661
"VTR04","Велико Търново",2008,88929
"VTR04","Велико Търново",2009,88724
"VTR04","Велико Търново",2010,88442
"VTR04","Велико Търново",2011,88417
"VTR04","Велико Търново",2012,88286
"VTR04","Велико Търново",2013,88278
"VTR04","Велико Търново",2014,87771
"VTR04","Велико Търново",2015,87259
"VTR04","Велико Търново",2016,87181
"VTR04","Велико Търново",2017,87111
"VTR04","Велико Търново",2018,86833
"VTR06","Горна Оряховица",2000,54816
"VTR06","Горна Оряховица",2001,53059
"VTR06","Горна Оряховица",2002,52560
"VTR06","Горна Оряховица",2003,51922
"VTR06","Горна Оряховица",2004,51461
"VTR06","Горна Оряховица",2005,50909
"VTR06","Горна Оряховица",2006,50402
"VTR06","Горна Оряховица",2007,49707
"VTR06","Горна Оряховица",2008,49260
"VTR06","Горна Оряховица",2009,48695
"VTR06","Горна Оряховица",2010,48049
"VTR06","Горна Оряховица",2011,46111
"VTR06","Горна Оряховица",2012,45523
"VTR06","Горна Оряховица",2013,44946
"VTR06","Горна Оряховица",2014,44334
"VTR06","Горна Оряховица",2015,43679
"VTR06","Горна Оряховица",2016,43123
"VTR06","Горна Оряховица",2017,42549
"VTR06","Горна Оряховица",2018,41966
"VTR13","Елена",2000,12857
"VTR13","Елена",2001,11276
"VTR13","Елена",2002,11148
"VTR13","Елена",2003,11041
"VTR13","Елена",2004,10953
"VTR13","Елена",2005,10843
"VTR13","Елена",2006,10697
"VTR13","Елена",2007,10621
"VTR13","Елена",2008,10491
"VTR13","Елена",2009,10407
"VTR13","Елена",2010,10245
"VTR13","Елена",2011,9365
"VTR13","Елена",2012,9250
"VTR13","Елена",2013,9116
"VTR13","Елена",2014,8988
"VTR13","Елена",2015,8878
"VTR13","Елена",2016,8798
"VTR13","Елена",2017,8615
"VTR13","Елена",2018,8503
"VTR14","Златарица",2000,5628
"VTR14","Златарица",2001,4916
"VTR14","Златарица",2002,4858
"VTR14","Златарица",2003,4835
"VTR14","Златарица",2004,4817
"VTR14","Златарица",2005,4801
"VTR14","Златарица",2006,4745
"VTR14","Златарица",2007,4760
"VTR14","Златарица",2008,4671
"VTR14","Златарица",2009,4636
"VTR14","Златарица",2010,4584
"VTR14","Златарица",2011,3973
"VTR14","Златарица",2012,3933
"VTR14","Златарица",2013,3882
"VTR14","Златарица",2014,3851
"VTR14","Златарица",2015,3841
"VTR14","Златарица",2016,3799
"VTR14","Златарица",2017,3742
"VTR14","Златарица",2018,3683
"VTR20","Лясковец",2000,16078
"VTR20","Лясковец",2001,15281
"VTR20","Лясковец",2002,14836
"VTR20","Лясковец",2003,14668
"VTR20","Лясковец",2004,14451
"VTR20","Лясковец",2005,14282
"VTR20","Лясковец",2006,14057
"VTR20","Лясковец",2007,13915
"VTR20","Лясковец",2008,13833
"VTR20","Лясковец",2009,13677
"VTR20","Лясковец",2010,13458
"VTR20","Лясковец",2011,13275
"VTR20","Лясковец",2012,13068
"VTR20","Лясковец",2013,12890
"VTR20","Лясковец",2014,12664
"VTR20","Лясковец",2015,12636
"VTR20","Лясковец",2016,12419
"VTR20","Лясковец",2017,12189
"VTR20","Лясковец",2018,11975
"VTR22","Павликени",2000,32392
"VTR22","Павликени",2001,30752
"VTR22","Павликени",2002,30384
"VTR22","Павликени",2003,29886
"VTR22","Павликени",2004,29374
"VTR22","Павликени",2005,28845
"VTR22","Павликени",2006,28229
"VTR22","Павликени",2007,27592
"VTR22","Павликени",2008,26947
"VTR22","Павликени",2009,26342
"VTR22","Павликени",2010,25917
"VTR22","Павликени",2011,23514
"VTR22","Павликени",2012,23148
"VTR22","Павликени",2013,22810
"VTR22","Павликени",2014,22464
"VTR22","Павликени",2015,22099
"VTR22","Павликени",2016,21744
"VTR22","Павликени",2017,21334
"VTR22","Павликени",2018,20926
"VTR26","Полски Тръмбеш",2000,18899
"VTR26","Полски Тръмбеш",2001,18379
"VTR26","Полски Тръмбеш",2002,18004
"VTR26","Полски Тръмбеш",2003,17626
"VTR26","Полски Тръмбеш",2004,17192
"VTR26","Полски Тръмбеш",2005,16755
"VTR26","Полски Тръмбеш",2006,16339
"VTR26","Полски Тръмбеш",2007,16002
"VTR26","Полски Тръмбеш",2008,15612
"VTR26","Полски Тръмбеш",2009,15309
"VTR26","Полски Тръмбеш",2010,14920
"VTR26","Полски Тръмбеш",2011,14279
"VTR26","Полски Тръмбеш",2012,13996
"VTR26","Полски Тръмбеш",2013,13724
"VTR26","Полски Тръмбеш",2014,13416
"VTR26","Полски Тръмбеш",2015,13295
"VTR26","Полски Тръмбеш",2016,13054
"VTR26","Полски Тръмбеш",2017,12787
"VTR26","Полски Тръмбеш",2018,12481
"VTR28","Свищов",2000,48081
"VTR28","Свищов",2001,47415
"VTR28","Свищов",2002,47954
"VTR28","Свищов",2003,48263
"VTR28","Свищов",2004,49089
"VTR28","Свищов",2005,49255
"VTR28","Свищов",2006,49229
"VTR28","Свищов",2007,49114
"VTR28","Свищов",2008,49705
"VTR28","Свищов",2009,49817
"VTR28","Свищов",2010,48351
"VTR28","Свищов",2011,42178
"VTR28","Свищов",2012,41377
"VTR28","Свищов",2013,40602
"VTR28","Свищов",2014,39574
"VTR28","Свищов",2015,38701
"VTR28","Свищов",2016,37761
"VTR28","Свищов",2017,36635
"VTR28","Свищов",2018,35369
"VTR31","Стражица",2000,17694
"VTR31","Стражица",2001,16142
"VTR31","Стражица",2002,16162
"VTR31","Стражица",2003,16030
"VTR31","Стражица",2004,15837
"VTR31","Стражица",2005,15723
"VTR31","Стражица",2006,15396
"VTR31","Стражица",2007,15214
"VTR31","Стражица",2008,14972
"VTR31","Стражица",2009,14742
"VTR31","Стражица",2010,14467
"VTR31","Стражица",2011,12654
"VTR31","Стражица",2012,12539
"VTR31","Стражица",2013,12444
"VTR31","Стражица",2014,12331
"VTR31","Стражица",2015,12174
"VTR31","Стражица",2016,12006
"VTR31","Стражица",2017,11854
"VTR31","Стражица",2018,11717
"VTR32","Сухиндол",2000,3739
"VTR32","Сухиндол",2001,3520
"VTR32","Сухиндол",2002,3537
"VTR32","Сухиндол",2003,3420
"VTR32","Сухиндол",2004,3351
"VTR32","Сухиндол",2005,3332
"VTR32","Сухиндол",2006,3248
"VTR32","Сухиндол",2007,3178
"VTR32","Сухиндол",2008,3100
"VTR32","Сухиндол",2009,3046
"VTR32","Сухиндол",2010,2967
"VTR32","Сухиндол",2011,2513
"VTR32","Сухиндол",2012,2460
"VTR32","Сухиндол",2013,2434
"VTR32","Сухиндол",2014,2389
"VTR32","Сухиндол",2015,2444
"VTR32","Сухиндол",2016,2374
"VTR32","Сухиндол",2017,2316
"VTR32","Сухиндол",2018,2255
"GAB05","Габрово",2000,78696
"GAB05","Габрово",2001,74357
"GAB05","Габрово",2002,73314
"GAB05","Габрово",2003,72351
"GAB05","Габрово",2004,71473
"GAB05","Габрово",2005,70537
"GAB05","Габрово",2006,69946
"GAB05","Габрово",2007,69248
"GAB05","Габрово",2008,68628
"GAB05","Габрово",2009,67501
"GAB05","Габрово",2010,66321
"GAB05","Габрово",2011,64545
"GAB05","Габрово",2012,63903
"GAB05","Габрово",2013,62945
"GAB05","Габрово",2014,61893
"GAB05","Габрово",2015,60747
"GAB05","Габрово",2016,59663
"GAB05","Габрово",2017,58567
"GAB05","Габрово",2018,57625
"GAB12","Дряново",2000,12576
"GAB12","Дряново",2001,11555
"GAB12","Дряново",2002,11418
"GAB12","Дряново",2003,11262
"GAB12","Дряново",2004,11141
"GAB12","Дряново",2005,11009
"GAB12","Дряново",2006,10859
"GAB12","Дряново",2007,10724
"GAB12","Дряново",2008,10596
"GAB12","Дряново",2009,10502
"GAB12","Дряново",2010,10315
"GAB12","Дряново",2011,9587
"GAB12","Дряново",2012,9446
"GAB12","Дряново",2013,9350
"GAB12","Дряново",2014,9234
"GAB12","Дряново",2015,9112
"GAB12","Дряново",2016,8975
"GAB12","Дряново",2017,8741
"GAB12","Дряново",2018,8529
"GAB29","Севлиево",2000,45856
"GAB29","Севлиево",2001,42728
"GAB29","Севлиево",2002,42300
"GAB29","Севлиево",2003,41760
"GAB29","Севлиево",2004,41355
"GAB29","Севлиево",2005,40989
"GAB29","Севлиево",2006,40634
"GAB29","Севлиево",2007,40370
"GAB29","Севлиево",2008,40002
"GAB29","Севлиево",2009,39537
"GAB29","Севлиево",2010,39020
"GAB29","Севлиево",2011,35654
"GAB29","Севлиево",2012,35160
"GAB29","Севлиево",2013,34698
"GAB29","Севлиево",2014,34143
"GAB29","Севлиево",2015,33597
"GAB29","Севлиево",2016,33099
"GAB29","Севлиево",2017,32620
"GAB29","Севлиево",2018,32155
"GAB35","Трявна",2000,15189
"GAB35","Трявна",2001,14210
"GAB35","Трявна",2002,13959
"GAB35","Трявна",2003,13742
"GAB35","Трявна",2004,13492
