"TIME","GEO","INDIC_SB","NACE_R2","Value"
"2010","BG424","V11910","J",":"
"2010","BG424","V11910","K_L_X_K642",":"
"2010","BG424","V11910","M_N",":"
"2010","BG424","V11910","P_Q",":"
"2010","BG424","V11910","R_S",":"
"2010","BG424","V16911","B-S_X_K642",":"
"2010","BG424","V16911","B-E",":"
"2010","BG424","V16911","F",":"
"2010","BG424","V16911","G",":"
"2010","BG424","V16911","H",":"
"2010","BG424","V16911","I",":"
"2010","BG424","V16911","J",":"
"2010","BG424","V16911","K_L_X_K642",":"
"2010","BG424","V16911","M_N",":"
"2010","BG424","V16911","P_Q",":"
"2010","BG424","V16911","R_S",":"
"2010","BG425","V11910","B-S_X_K642",":"
"2010","BG425","V11910","B-E",":"
"2010","BG425","V11910","F",":"
"2010","BG425","V11910","G",":"
"2010","BG425","V11910","H",":"
"2010","BG425","V11910","I",":"
"2010","BG425","V11910","J",":"
"2010","BG425","V11910","K_L_X_K642",":"
"2010","BG425","V11910","M_N",":"
"2010","BG425","V11910","P_Q",":"
"2010","BG425","V11910","R_S",":"
"2010","BG425","V16911","B-S_X_K642",":"
"2010","BG425","V16911","B-E",":"
"2010","BG425","V16911","F",":"
"2010","BG425","V16911","G",":"
"2010","BG425","V16911","H",":"
"2010","BG425","V16911","I",":"
"2010","BG425","V16911","J",":"
"2010","BG425","V16911","K_L_X_K642",":"
"2010","BG425","V16911","M_N",":"
"2010","BG425","V16911","P_Q",":"
"2010","BG425","V16911","R_S",":"
"2011","BG311","V11910","B-S_X_K642","1 831"
"2011","BG311","V11910","B-E","184"
"2011","BG311","V11910","F","57"
"2011","BG311","V11910","G","773"
"2011","BG311","V11910","H","100"
"2011","BG311","V11910","I","165"
"2011","BG311","V11910","J","23"
"2011","BG311","V11910","K_L_X_K642","60"
"2011","BG311","V11910","M_N","96"
"2011","BG311","V11910","P_Q","209"
"2011","BG311","V11910","R_S","164"
"2011","BG311","V16911","B-S_X_K642","13 614"
"2011","BG311","V16911","B-E","4 455"
"2011","BG311","V16911","F","702"
"2011","BG311","V16911","G","2 459"
"2011","BG311","V16911","H","677"
"2011","BG311","V16911","I","823"
"2011","BG311","V16911","J","127"
"2011","BG311","V16911","K_L_X_K642","168"
"2011","BG311","V16911","M_N","473"
"2011","BG311","V16911","P_Q","3 080"
"2011","BG311","V16911","R_S","650"
"2011","BG312","V11910","B-S_X_K642","2 508"
"2011","BG312","V11910","B-E","394"
"2011","BG312","V11910","F","93"
"2011","BG312","V11910","G","1 028"
"2011","BG312","V11910","H","103"
"2011","BG312","V11910","I","210"
"2011","BG312","V11910","J","16"
"2011","BG312","V11910","K_L_X_K642","77"
"2011","BG312","V11910","M_N","125"
"2011","BG312","V11910","P_Q","268"
"2011","BG312","V11910","R_S","194"
"2011","BG312","V16911","B-S_X_K642","23 138"
"2011","BG312","V16911","B-E","9 783"
"2011","BG312","V16911","F","975"
"2011","BG312","V16911","G","4 336"
"2011","BG312","V16911","H","788"
"2011","BG312","V16911","I","946"
"2011","BG312","V16911","J","76"
"2011","BG312","V16911","K_L_X_K642","243"
"2011","BG312","V16911","M_N","632"
"2011","BG312","V16911","P_Q","4 727"
"2011","BG312","V16911","R_S","632"
"2011","BG313","V11910","B-S_X_K642","3 283"
"2011","BG313","V11910","B-E","398"
"2011","BG313","V11910","F","151"
"2011","BG313","V11910","G","1 398"
"2011","BG313","V11910","H","139"
"2011","BG313","V11910","I","306"
"2011","BG313","V11910","J","45"
"2011","BG313","V11910","K_L_X_K642","99"
"2011","BG313","V11910","M_N","197"
"2011","BG313","V11910","P_Q","374"
"2011","BG313","V11910","R_S","176"
"2011","BG313","V16911","B-S_X_K642","34 559"
"2011","BG313","V16911","B-E","13 746"
"2011","BG313","V16911","F","3 030"
"2011","BG313","V16911","G","5 495"
"2011","BG313","V16911","H","1 597"
"2011","BG313","V16911","I","1 428"
"2011","BG313","V16911","J","261"
"2011","BG313","V16911","K_L_X_K642","313"
"2011","BG313","V16911","M_N","962"
"2011","BG313","V16911","P_Q","6 803"
"2011","BG313","V16911","R_S","924"
"2011","BG314","V11910","B-S_X_K642","5 325"
"2011","BG314","V11910","B-E","615"
"2011","BG314","V11910","F","258"
"2011","BG314","V11910","G","2 308"
"2011","BG314","V11910","H","246"
"2011","BG314","V11910","I","439"
"2011","BG314","V11910","J","61"
"2011","BG314","V11910","K_L_X_K642","161"
"2011","BG314","V11910","M_N","293"
"2011","BG314","V11910","P_Q","570"
"2011","BG314","V11910","R_S","374"
"2011","BG314","V16911","B-S_X_K642","51 821"
"2011","BG314","V16911","B-E","19 878"
"2011","BG314","V16911","F","3 067"
"2011","BG314","V16911","G","10 077"
"2011","BG314","V16911","H","1 749"
"2011","BG314","V16911","I","1 822"
"2011","BG314","V16911","J","324"
"2011","BG314","V16911","K_L_X_K642","638"
"2011","BG314","V16911","M_N","2 079"
"2011","BG314","V16911","P_Q","10 637"
"2011","BG314","V16911","R_S","1 550"
"2011","BG315","V11910","B-S_X_K642","3 158"
"2011","BG315","V11910","B-E","582"
"2011","BG315","V11910","F","113"
"2011","BG315","V11910","G","1 187"
"2011","BG315","V11910","H","176"
"2011","BG315","V11910","I","353"
"2011","BG315","V11910","J","33"
"2011","BG315","V11910","K_L_X_K642","81"
"2011","BG315","V11910","M_N","153"
"2011","BG315","V11910","P_Q","261"
"2011","BG315","V11910","R_S","219"
"2011","BG315","V16911","B-S_X_K642","30 408"
"2011","BG315","V16911","B-E","14 953"
"2011","BG315","V16911","F","926"
"2011","BG315","V16911","G","5 024"
"2011","BG315","V16911","H","1 082"
"2011","BG315","V16911","I","1 657"
"2011","BG315","V16911","J","180"
"2011","BG315","V16911","K_L_X_K642","210"
"2011","BG315","V16911","M_N","667"
"2011","BG315","V16911","P_Q","4 875"
"2011","BG315","V16911","R_S","834"
"2011","BG321","V11910","B-S_X_K642","5 605"
"2011","BG321","V11910","B-E","662"
"2011","BG321","V11910","F","283"
"2011","BG321","V11910","G","2 268"
"2011","BG321","V11910","H","299"
"2011","BG321","V11910","I","500"
"2011","BG321","V11910","J","90"
"2011","BG321","V11910","K_L_X_K642","204"
"2011","BG321","V11910","M_N","375"
"2011","BG321","V11910","P_Q","501"
"2011","BG321","V11910","R_S","423"
"2011","BG321","V16911","B-S_X_K642","56 950"
"2011","BG321","V16911","B-E","21 530"
"2011","BG321","V16911","F","3 155"
"2011","BG321","V16911","G","12 141"
"2011","BG321","V16911","H","2 298"
"2011","BG321","V16911","I","3 274"
"2011","BG321","V16911","J","725"
"2011","BG321","V16911","K_L_X_K642","611"
"2011","BG321","V16911","M_N","1 844"
"2011","BG321","V16911","P_Q","9 497"
"2011","BG321","V16911","R_S","1 875"
"2011","BG322","V11910","B-S_X_K642","3 429"
"2011","BG322","V11910","B-E","683"
"2011","BG322","V11910","F","150"
"2011","BG322","V11910","G","1 307"
"2011","BG322","V11910","H","161"
"2011","BG322","V11910","I","321"
"2011","BG322","V11910","J","33"
"2011","BG322","V11910","K_L_X_K642","72"
"2011","BG322","V11910","M_N","210"
"2011","BG322","V11910","P_Q","253"
"2011","BG322","V11910","R_S","239"
"2011","BG322","V16911","B-S_X_K642","37 342"
"2011","BG322","V16911","B-E","20 151"
"2011","BG322","V16911","F","1 519"
"2011","BG322","V16911","G","5 619"
"2011","BG322","V16911","H","1 177"
"2011","BG322","V16911","I","1 381"
"2011","BG322","V16911","J","155"
"2011","BG322","V16911","K_L_X_K642","310"
"2011","BG322","V16911","M_N","1 238"
"2011","BG322","V16911","P_Q","4 562"
"2011","BG322","V16911","R_S","1 230"
"2011","BG323","V11910","B-S_X_K642","6 198"
"2011","BG323","V11910","B-E","911"
"2011","BG323","V11910","F","259"
"2011","BG323","V11910","G","2 410"
"2011","BG323","V11910","H","397"
"2011","BG323","V11910","I","479"
"2011","BG323","V11910","J","118"
"2011","BG323","V11910","K_L_X_K642","200"
"2011","BG323","V11910","M_N","537"
"2011","BG323","V11910","P_Q","418"
"2011","BG323","V11910","R_S","469"
"2011","BG323","V16911","B-S_X_K642","63 608"
"2011","BG323","V16911","B-E","26 784"
"2011","BG323","V16911","F","3 602"
"2011","BG323","V16911","G","10 872"
"2011","BG323","V16911","H","4 439"
"2011","BG323","V16911","I","2 931"
"2011","BG323","V16911","J","646"
"2011","BG323","V16911","K_L_X_K642","644"
"2011","BG323","V16911","M_N","2 734"
"2011","BG323","V16911","P_Q","8 428"
"2011","BG323","V16911","R_S","2 528"
"2011","BG324","V11910","B-S_X_K642","2 368"
"2011","BG324","V11910","B-E","279"
"2011","BG324","V11910","F","107"
"2011","BG324","V11910","G","990"
"2011","BG324","V11910","H","153"
"2011","BG324","V11910","I","168"
"2011","BG324","V11910","J","19"
"2011","BG324","V11910","K_L_X_K642","64"
"2011","BG324","V11910","M_N","135"
"2011","BG324","V11910","P_Q","273"
"2011","BG324","V11910","R_S","180"
"2011","BG324","V16911","B-S_X_K642","20 172"
"2011","BG324","V16911","B-E","7 138"
"2011","BG324","V16911","F","1 560"
"2011","BG324","V16911","G","3 582"
"2011","BG324","V16911","H","1 044"
"2011","BG324","V16911","I","684"
"2011","BG324","V16911","J","67"
"2011","BG324","V16911","K_L_X_K642","181"
"2011","BG324","V16911","M_N","704"
"2011","BG324","V16911","P_Q","4 380"
"2011","BG324","V16911","R_S","832"
"2011","BG325","V11910","B-S_X_K642","2 077"
"2011","BG325","V11910","B-E","233"
"2011","BG325","V11910","F","98"
"2011","BG325","V11910","G","926"
"2011","BG325","V11910","H","111"
"2011","BG325","V11910","I","155"
"2011","BG325","V11910","J","17"
"2011","BG325","V11910","K_L_X_K642","42"
"2011","BG325","V11910","M_N","97"
"2011","BG325","V11910","P_Q","208"
"2011","BG325","V11910","R_S","190"
"2011","BG325","V16911","B-S_X_K642","16 520"
"2011","BG325","V16911","B-E","5 204"
"2011","BG325","V16911","F","1 146"
"2011","BG325","V16911","G","3 710"
"2011","BG325","V16911","H","695"
"2011","BG325","V16911","I","866"
"2011","BG325","V16911","J","78"
"2011","BG325","V16911","K_L_X_K642","190"
"2011","BG325","V16911","M_N","261"
"2011","BG325","V16911","P_Q","3 816"
"2011","BG325","V16911","R_S","554"
"2011","BG331","V11910","B-S_X_K642","16 558"
"2011","BG331","V11910","B-E","1 389"
"2011","BG331","V11910","F","1 189"
"2011","BG331","V11910","G","6 234"
"2011","BG331","V11910","H","718"
"2011","BG331","V11910","I","1 399"
"2011","BG331","V11910","J","353"
"2011","BG331","V11910","K_L_X_K642","939"
"2011","BG331","V11910","M_N","2 037"
"2011","BG331","V11910","P_Q","1 009"
"2011","BG331","V11910","R_S","1 291"
"2011","BG331","V16911","B-S_X_K642","144 439"
"2011","BG331","V16911","B-E","26 510"
"2011","BG331","V16911","F","14 342"
"2011","BG331","V16911","G","33 879"
"2011","BG331","V16911","H","10 916"
"2011","BG331","V16911","I","13 933"
"2011","BG331","V16911","J","2 139"
"2011","BG331","V16911","K_L_X_K642","5 383"
"2011","BG331","V16911","M_N","12 118"
"2011","BG331","V16911","P_Q","19 033"
"2011","BG331","V16911","R_S","6 186"
"2011","BG332","V11910","B-S_X_K642","4 698"
"2011","BG332","V11910","B-E","497"
"2011","BG332","V11910","F","268"
"2011","BG332","V11910","G","1 882"
"2011","BG332","V11910","H","237"
"2011","BG332","V11910","I","464"
"2011","BG332","V11910","J","50"
"2011","BG332","V11910","K_L_X_K642","177"
"2011","BG332","V11910","M_N","353"
"2011","BG332","V11910","P_Q","383"
"2011","BG332","V11910","R_S","387"
"2011","BG332","V16911","B-S_X_K642","33 987"
"2011","BG332","V16911","B-E","9 589"
"2011","BG332","V16911","F","2 392"
"2011","BG332","V16911","G","7 106"
"2011","BG332","V16911","H","1 281"
"2011","BG332","V16911","I","4 014"
"2011","BG332","V16911","J","228"
"2011","BG332","V16911","K_L_X_K642","532"
"2011","BG332","V16911","M_N","1 480"
"2011","BG332","V16911","P_Q","5 990"
"2011","BG332","V16911","R_S","1 375"
"2011","BG333","V11910","B-S_X_K642","3 638"
"2011","BG333","V11910","B-E","485"
"2011","BG333","V11910","F","197"
"2011","BG333","V11910","G","1 416"
"2011","BG333","V11910","H","197"
"2011","BG333","V11910","I","265"
"2011","BG333","V11910","J","40"
"2011","BG333","V11910","K_L_X_K642","125"
"2011","BG333","V11910","M_N","242"
"2011","BG333","V11910","P_Q","391"
"2011","BG333","V11910","R_S","280"
"2011","BG333","V16911","B-S_X_K642","35 975"
"2011","BG333","V16911","B-E","13 759"
"2011","BG333","V16911","F","2 559"
"2011","BG333","V16911","G","6 546"
"2011","BG333","V16911","H","1 216"
"2011","BG333","V16911","I","1 340"
"2011","BG333","V16911","J","203"
"2011","BG333","V16911","K_L_X_K642","570"
"2011","BG333","V16911","M_N","1 693"
"2011","BG333","V16911","P_Q","7 020"
"2011","BG333","V16911","R_S","1 069"
"2011","BG334","V11910","B-S_X_K642","2 239"
"2011","BG334","V11910","B-E","260"
"2011","BG334","V11910","F","81"
"2011","BG334","V11910","G","957"
"2011","BG334","V11910","H","159"
"2011","BG334","V11910","I","160"
"2011","BG334","V11910","J","16"
"2011","BG334","V11910","K_L_X_K642","55"
"2011","BG334","V11910","M_N","130"
"2011","BG334","V11910","P_Q","216"
"2011","BG334","V11910","R_S","205"
"2011","BG334","V16911","B-S_X_K642","23 511"
"2011","BG334","V16911","B-E","8 317"
"2011","BG334","V16911","F","1 850"
"2011","BG334","V16911","G","4 136"
"2011","BG334","V16911","H","1 290"
"2011","BG334","V16911","I","738"
"2011","BG334","V16911","J","87"
"2011","BG334","V16911","K_L_X_K642","187"
"2011","BG334","V16911","M_N","1 510"
"2011","BG334","V16911","P_Q","4 581"
"2011","BG334","V16911","R_S","815"
"2011","BG341","V11910","B-S_X_K642","14 153"
"2011","BG341","V11910","B-E","966"
"2011","BG341","V11910","F","1 066"
"2011","BG341","V11910","G","5 232"
"2011","BG341","V11910","H","818"
"2011","BG341","V11910","I","2 266"
"2011","BG341","V11910","J","141"
"2011","BG341","V11910","K_L_X_K642","737"
"2011","BG341","V11910","M_N","1 208"
"2011","BG341","V11910","P_Q","767"
"2011","BG341","V11910","R_S","952"
"2011","BG341","V16911","B-S_X_K642","106 725"
"2011","BG341","V16911","B-E","22 691"
"2011","BG341","V16911","F","11 949"
"2011","BG341","V16911","G","21 392"
"2011","BG341","V16911","H","7 750"
"2011","BG341","V16911","I","15 190"
"2011","BG341","V16911","J","1 290"
"2011","BG341","V16911","K_L_X_K642","2 727"
"2011","BG341","V16911","M_N","6 991"
"2011","BG341","V16911","P_Q","12 976"
"2011","BG341","V16911","R_S","3 769"
"2011","BG342","V11910","B-S_X_K642","3 823"
"2011","BG342","V11910","B-E","513"
"2011","BG342","V11910","F","189"
"2011","BG342","V11910","G","1 551"
"2011","BG342","V11910","H","238"
"2011","BG342","V11910","I","280"
"2011","BG342","V11910","J","35"
"2011","BG342","V11910","K_L_X_K642","126"
"2011","BG342","V11910","M_N","256"
"2011","BG342","V11910","P_Q","354"
"2011","BG342","V11910","R_S","281"
"2011","BG342","V16911","B-S_X_K642","33 737"
"2011","BG342","V16911","B-E","13 192"
"2011","BG342","V16911","F","2 155"
"2011","BG342","V16911","G","6 471"
"2011","BG342","V16911","H","1 366"
"2011","BG342","V16911","I","1 597"
"2011","BG342","V16911","J","91"
"2011","BG342","V16911","K_L_X_K642","461"
"2011","BG342","V16911","M_N","1 372"
"2011","BG342","V16911","P_Q","5 983"
"2011","BG342","V16911","R_S","1 049"
"2011","BG343","V11910","B-S_X_K642","2 715"
"2011","BG343","V11910","B-E","357"
"2011","BG343","V11910","F","132"
"2011","BG343","V11910","G","1 105"
"2011","BG343","V11910","H","164"
"2011","BG343","V11910","I","260"
"2011","BG343","V11910","J","26"
"2011","BG343","V11910","K_L_X_K642","86"
"2011","BG343","V11910","M_N","155"
"2011","BG343","V11910","P_Q","220"
"2011","BG343","V11910","R_S","210"
"2011","BG343","V16911","B-S_X_K642","24 709"
"2011","BG343","V16911","B-E","10 192"
"2011","BG343","V16911","F","2 093"
"2011","BG343","V16911","G","4 734"
"2011","BG343","V16911","H","755"
"2011","BG343","V16911","I","1 124"
"2011","BG343","V16911","J","132"
"2011","BG343","V16911","K_L_X_K642","378"
"2011","BG343","V16911","M_N","721"
"2011","BG343","V16911","P_Q","3 939"
"2011","BG343","V16911","R_S","641"
"2011","BG344","V11910","B-S_X_K642","8 102"
"2011","BG344","V11910","B-E","1 035"
"2011","BG344","V11910","F","505"
"2011","BG344","V11910","G","3 207"
"2011","BG344","V11910","H","478"
"2011","BG344","V11910","I","615"
"2011","BG344","V11910","J","122"
"2011","BG344","V11910","K_L_X_K642","242"
"2011","BG344","V11910","M_N","649"
"2011","BG344","V11910","P_Q","673"
"2011","BG344","V11910","R_S","576"
"2011","BG344","V16911","B-S_X_K642","97 164"
"2011","BG344","V16911","B-E","47 086"
"2011","BG344","V16911","F","8 029"
"2011","BG344","V16911","G","15 091"
"2011","BG344","V16911","H","3 268"
"2011","BG344","V16911","I","3 661"
"2011","BG344","V16911","J","619"
"2011","BG344","V16911","K_L_X_K642","814"
"2011","BG344","V16911","M_N","3 579"
"2011","BG344","V16911","P_Q","12 695"
"2011","BG344","V16911","R_S","2 322"
"2011","BG411","V11910","B-S_X_K642","59 505"
"2011","BG411","V11910","B-E","4 194"
"2011","BG411","V11910","F","4 354"
"2011","BG411","V11910","G","19 486"
"2011","BG411","V11910","H","2 475"
"2011","BG411","V11910","I","3 641"
"2011","BG411","V11910","J","2 921"
"2011","BG411","V11910","K_L_X_K642","3 336"
"2011","BG411","V11910","M_N","11 270"
"2011","BG411","V11910","P_Q","2 887"
"2011","BG411","V11910","R_S","4 941"
"2011","BG411","V16911","B-S_X_K642","729 743"
"2011","BG411","V16911","B-E","89 059"
"2011","BG411","V16911","F","51 109"
"2011","BG411","V16911","G","153 431"
"2011","BG411","V16911","H","75 121"
"2011","BG411","V16911","I","36 589"
"2011","BG411","V16911","J","56 293"
"2011","BG411","V16911","K_L_X_K642","64 729"
"2011","BG411","V16911","M_N","107 299"
"2011","BG411","V16911","P_Q","65 291"
"2011","BG411","V16911","R_S","30 822"
"2011","BG412","V11910","B-S_X_K642","5 193"
"2011","BG412","V11910","B-E","680"
"2011","BG412","V11910","F","310"
"2011","BG412","V11910","G","2 024"
"2011","BG412","V11910","H","384"
"2011","BG412","V11910","I","650"
"2011","BG412","V11910","J","53"
"2011","BG412","V11910","K_L_X_K642","116"
"2011","BG412","V11910","M_N","246"
"2011","BG412","V11910","P_Q","454"
"2011","BG412","V11910","R_S","276"
"2011","BG412","V16911","B-S_X_K642","51 277"
"2011","BG412","V16911","B-E","21 637"
"2011","BG412","V16911","F","2 404"
"2011","BG412","V16911","G","10 863"
"2011","BG412","V16911","H","2 357"
"2011","BG412","V16911","I","3 451"
"2011","BG412","V16911","J","339"
"2011","BG412","V16911","K_L_X_K642","423"
"2011","BG412","V16911","M_N","1 474"
"2011","BG412","V16911","P_Q","6 980"
"2011","BG412","V16911","R_S","1 349"
"2011","BG413","V11910","B-S_X_K642","9 360"
"2011","BG413","V11910","B-E","1 561"
"2011","BG413","V11910","F","494"
"2011","BG413","V11910","G","3 233"
"2011","BG413","V11910","H","1 005"
"2011","BG413","V11910","I","1 010"
"2011","BG413","V11910","J","105"
"2011","BG413","V11910","K_L_X_K642","241"
"2011","BG413","V11910","M_N","483"
"2011","BG413","V11910","P_Q","687"
"2011","BG413","V11910","R_S","541"
"2011","BG413","V16911","B-S_X_K642","82 573"
"2011","BG413","V16911","B-E","37 236"
"2011","BG413","V16911","F","6 165"
"2011","BG413","V16911","G","11 870"
"2011","BG413","V16911","H","3 614"
"2011","BG413","V16911","I","5 926"
"2011","BG413","V16911","J","531"
"2011","BG413","V16911","K_L_X_K642","899"
"2011","BG413","V16911","M_N","1 850"
"2011","BG413","V16911","P_Q","11 457"
"2011","BG413","V16911","R_S","3 025"
"2011","BG414","V11910","B-S_X_K642","2 855"
"2011","BG414","V11910","B-E","302"
"2011","BG414","V11910","F","187"
"2011","BG414","V11910","G","1 163"
"2011","BG414","V11910","H","148"
"2011","BG414","V11910","I","296"
"2011","BG414","V11910","J","27"
"2011","BG414","V11910","K_L_X_K642","76"
"2011","BG414","V11910","M_N","198"
"2011","BG414","V11910","P_Q","231"
"2011","BG414","V11910","R_S","227"
"2011","BG414","V16911","B-S_X_K642","26 631"
"2011","BG414","V16911","B-E","10 667"
"2011","BG414","V16911","F","1 998"
"2011","BG414","V16911","G","4 719"
"2011","BG414","V16911","H","1 136"
"2011","BG414","V16911","I","1 266"
"2011","BG414","V16911","J","221"
"2011","BG414","V16911","K_L_X_K642","307"
"2011","BG414","V16911","M_N","1 553"
"2011","BG414","V16911","P_Q","3 941"
"2011","BG414","V16911","R_S","823"
"2011","BG415","V11910","B-S_X_K642","3 211"
"2011","BG415","V11910","B-E","419"
"2011","BG415","V11910","F","132"
"2011","BG415","V11910","G","1 362"
"2011","BG415","V11910","H","251"
"2011","BG415","V11910","I","310"
"2011","BG415","V11910","J","17"
"2011","BG415","V11910","K_L_X_K642","72"
"2011","BG415","V11910","M_N","159"
"2011","BG415","V11910","P_Q","260"
"2011","BG415","V11910","R_S","229"
"2011","BG415","V16911","B-S_X_K642","28 877"
"2011","BG415","V16911","B-E","14 529"
"2011","BG415","V16911","F","1 296"
"2011","BG415","V16911","G","4 593"
"2011","BG415","V16911","H","1 123"
"2011","BG415","V16911","I","1 148"
"2011","BG415","V16911","J","87"
"2011","BG415","V16911","K_L_X_K642","210"
"2011","BG415","V16911","M_N","584"
"2011","BG415","V16911","P_Q","4 380"
"2011","BG415","V16911","R_S","927"
"2011","BG421","V11910","B-S_X_K642","20 064"
"2011","BG421","V11910","B-E","2 894"
"2011","BG421","V11910","F","1 080"
"2011","BG421","V11910","G","8 169"
"2011","BG421","V11910","H","796"
"2011","BG421","V11910","I","1 612"
"2011","BG421","V11910","J","316"
"2011","BG421","V11910","K_L_X_K642","687"
"2011","BG421","V11910","M_N","1 815"
"2011","BG421","V11910","P_Q","1 338"
"2011","BG421","V11910","R_S","1 357"
"2011","BG421","V16911","B-S_X_K642","194 112"
"2011","BG421","V16911","B-E","74 771"
"2011","BG421","V16911","F","12 854"
"2011","BG421","V16911","G","39 386"
"2011","BG421","V16911","H","9 531"
"2011","BG421","V16911","I","10 956"
"2011","BG421","V16911","J","2 039"
"2011","BG421","V16911","K_L_X_K642","2 570"
"2011","BG421","V16911","M_N","9 887"
"2011","BG421","V16911","P_Q","26 225"
"2011","BG421","V16911","R_S","5 893"
"2011","BG422","V11910","B-S_X_K642","6 273"
"2011","BG422","V11910","B-E","1 038"
"2011","BG422","V11910","F","229"
"2011","BG422","V11910","G","2 672"
"2011","BG422","V11910","H","471"
"2011","BG422","V11910","I","475"
"2011","BG422","V11910","J","60"
"2011","BG422","V11910","K_L_X_K642","163"
"2011","BG422","V11910","M_N","353"
"2011","BG422","V11910","P_Q","413"
"2011","BG422","V11910","R_S","399"
"2011","BG422","V16911","B-S_X_K642","47 595"
"2011","BG422","V16911","B-E","16 869"
"2011","BG422","V16911","F","3 634"
"2011","BG422","V16911","G","10 274"
"2011","BG422","V16911","H","3 140"
"2011","BG422","V16911","I","2 530"
"2011","BG422","V16911","J","555"
"2011","BG422","V16911","K_L_X_K642","499"
"2011","BG422","V16911","M_N","1 702"
"2011","BG422","V16911","P_Q","7 169"
"2011","BG422","V16911","R_S","1 223"
"2011","BG423","V11910","B-S_X_K642","5 969"
"2011","BG423","V11910","B-E","1 013"
"2011","BG423","V11910","F","241"
"2011","BG423","V11910","G","2 501"
"2011","BG423","V11910","H","303"
"2011","BG423","V11910","I","538"
"2011","BG423","V11910","J","59"
"2011","BG423","V11910","K_L_X_K642","152"
"2011","BG423","V11910","M_N","317"
"2011","BG423","V11910","P_Q","471"
"2011","BG423","V11910","R_S","374"
"2011","BG423","V16911","B-S_X_K642","55 261"
"2011","BG423","V16911","B-E","24 597"
"2011","BG423","V16911","F","2 720"
"2011","BG423","V16911","G","9 816"
"2011","BG423","V16911","H","2 307"
"2011","BG423","V16911","I","3 016"
"2011","BG423","V16911","J","352"
"2011","BG423","V16911","K_L_X_K642","574"
"2011","BG423","V16911","M_N","1 781"
"2011","BG423","V16911","P_Q","8 887"
"2011","BG423","V16911","R_S","1 211"
"2011","BG424","V11910","B-S_X_K642","3 127"
"2011","BG424","V11910","B-E","476"
"2011","BG424","V11910","F","203"
"2011","BG424","V11910","G","1 034"
"2011","BG424","V11910","H","205"
"2011","BG424","V11910","I","408"
"2011","BG424","V11910","J","31"
"2011","BG424","V11910","K_L_X_K642","80"
"2011","BG424","V11910","M_N","200"
"2011","BG424","V11910","P_Q","294"
"2011","BG424","V11910","R_S","196"
"2011","BG424","V16911","B-S_X_K642","26 650"
"2011","BG424","V16911","B-E","12 463"
"2011","BG424","V16911","F","2 017"
"2011","BG424","V16911","G","3 340"
"2011","BG424","V16911","H","913"
"2011","BG424","V16911","I","2 001"
"2011","BG424","V16911","J","132"
"2011","BG424","V16911","K_L_X_K642","198"
"2011","BG424","V16911","M_N","682"
"2011","BG424","V16911","P_Q","4 198"
"2011","BG424","V16911","R_S","706"
"2011","BG425","V11910","B-S_X_K642","2 796"
"2011","BG425","V11910","B-E","390"
"2011","BG425","V11910","F","157"
"2011","BG425","V11910","G","1 098"
"2011","BG425","V11910","H","150"
"2011","BG425","V11910","I","294"
"2011","BG425","V11910","J","25"
"2011","BG425","V11910","K_L_X_K642","50"
"2011","BG425","V11910","M_N","122"
"2011","BG425","V11910","P_Q","299"
"2011","BG425","V11910","R_S","211"
"2011","BG425","V16911","B-S_X_K642","25 998"
"2011","BG425","V16911","B-E","11 819"
"2011","BG425","V16911","F","1 687"
"2011","BG425","V16911","G","4 000"
"2011","BG425","V16911","H","565"
"2011","BG425","V16911","I","1 185"
"2011","BG425","V16911","J","113"
"2011","BG425","V16911","K_L_X_K642","135"
"2011","BG425","V16911","M_N","501"
"2011","BG425","V16911","P_Q","5 367"
"2011","BG425","V16911","R_S","626"
"2012","BG311","V11910","B-S_X_K642","1 785"
"2012","BG311","V11910","B-E","185"
"2012","BG311","V11910","F","54"
"2012","BG311","V11910","G","726"
"2012","BG311","V11910","H","101"
"2012","BG311","V11910","I","165"
"2012","BG311","V11910","J","27"
"2012","BG311","V11910","K_L_X_K642","63"
"2012","BG311","V11910","M_N","96"
"2012","BG311","V11910","P_Q","203"
"2012","BG311","V11910","R_S","165"
"2012","BG311","V16911","B-S_X_K642","13 431"
"2012","BG311","V16911","B-E","4 555"
"2012","BG311","V16911","F","575"
"2012","BG311","V16911","G","2 360"
"2012","BG311","V16911","H","724"
"2012","BG311","V16911","I","777"
"2012","BG311","V16911","J","129"
"2012","BG311","V16911","K_L_X_K642","188"
"2012","BG311","V16911","M_N","531"
"2012","BG311","V16911","P_Q","3 033"
"2012","BG311","V16911","R_S","559"
"2012","BG312","V11910","B-S_X_K642","2 502"
"2012","BG312","V11910","B-E","392"
"2012","BG312","V11910","F","103"
"2012","BG312","V11910","G","1 007"
"2012","BG312","V11910","H","109"
"2012","BG312","V11910","I","192"
"2012","BG312","V11910","J","11"
"2012","BG312","V11910","K_L_X_K642","80"
"2012","BG312","V11910","M_N","127"
"2012","BG312","V11910","P_Q","277"
"2012","BG312","V11910","R_S","204"
"2012","BG312","V16911","B-S_X_K642","22 934"
"2012","BG312","V16911","B-E","9 427"
"2012","BG312","V16911","F","1 104"
"2012","BG312","V16911","G","4 229"
"2012","BG312","V16911","H","824"
"2012","BG312","V16911","I","944"
"2012","BG312","V16911","J","73"
"2012","BG312","V16911","K_L_X_K642","215"
"2012","BG312","V16911","M_N","697"
"2012","BG312","V16911","P_Q","4 736"
"2012","BG312","V16911","R_S","685"
