"sektor","naeti","osigbaza","srzapl","godina","quarter"
48,2066,3493749.76,563.508025,2014,2
49,24537,125954533,1711.083031,2014,2
50,1875,10236591.11,1819.191595,2014,2
51,5019,16298383.28,1082.301831,2014,2
52,17381,42684512.78,818.604851,2014,2
53,17976,29987178.18,556.049216,2014,2
54,1308,6665379.92,1697.753418,2014,2
55,123476,222289756.5,600.087348,2014,2
56,17362,38243640.95,734.226216,2014,2
57,5157,8395373.25,542.652268,2014,2
58,335338,630963940.09,627.192007,2014,2
59,22906,55467868.4,807.169318,2014,2
60,139295,182982167.25,437.874753,2014,2
61,23850,61349137.68,857.430296,2014,2
62,83065,130947688.22,525.47859,2014,2
63,1225,3654585.46,994.174499,2014,2
64,2296,10534339.43,1529.375643,2014,2
65,18586,65415041.71,1173.153545,2014,2
66,18769,34990635.07,621.414986,2014,2
67,21543,76497611.31,1183.642193,2014,2
68,56784,208504014.82,1223.952703,2014,2
69,159647,473242723.21,988.10234,2014,2
70,58125,71112895.62,407.81355,2014,2
71,3761,12930447.2,1145.90989,2014,2
72,8777,15683166.05,595.616043,2014,2
73,19987,42811434.11,713.987994,2014,2
74,24595,45226960.11,612.939408,2014,2
75,37378,101063721.15,901.260265,2014,2
76,6324,9245816.36,487.340099,2014,2
77,24967,39039018.91,521.208247,2014,2
78,23276,23858427.15,341.66443,2014,2
79,14568,34826611.59,796.85646,2014,2
80,955,2741271.37,956.813741,2014,2
81,6434,10476703.53,542.778133,2014,2
82,7860,12557954.61,532.545464,2014,2
83,2302,11956931.24,1731.132364,2014,2
84,25283,67953817.8,895.909211,2014,2
85,1180,1673471.78,472.598638,2014,2
99,316859,645805631.79,679.382051,2014,2
0,442,1031256.58,776.548629,2015,2
1,63058,122931255.78,649.828231,2015,2
2,16369,32657984.9,665.037263,2015,2
3,356,543895.21,509.265177,2015,2
4,12297,55563585.35,1506.073925,2015,2
5,648,1690805.58,869.308781,2015,2
6,5820,24646633.64,1411.605592,2015,2
7,153,370016.8,804.384347,2015,2
8,494,910437.66,614.330404,2015,2
9,146,341290.05,779.201027,2015,2
10,2651,6521847.92,819.945677,2015,2
11,32,87015.71,906.413645,2015,2
12,945,2695077.37,950.644574,2015,2
13,13537,22103437.02,544.258766,2015,2
14,4166,7688910.95,615.162088,2015,2
15,6640,11210600.68,562.752907,2015,2
16,3352,6911820.21,687.196282,2015,2
17,8276,15106737.89,608.45569,2015,2
18,2326,6096443.32,873.541097,2015,2
19,36198,53313057.08,490.930209,2015,2
20,5956,14888216.71,833.186899,2015,2
21,1708,3749014.63,731.657812,2015,2
22,6295,13558212.83,717.859524,2015,2
23,1628,6841291.53,1400.755841,2015,2
24,4525,12208747.74,899.28902,2015,2
25,3198,12559055.34,1309.053089,2015,2
26,12877,25193987.54,652.153332,2015,2
27,88959,129298870.9,484.48681,2015,2
28,7973,14131835.73,590.820507,2015,2
29,15983,22877591.11,477.103524,2015,2
30,17332,25064099.67,482.020455,2015,2
31,9177,18902017.57,686.547202,2015,2
32,17421,44009349.76,842.058582,2015,2
33,1887,11911955.15,2104.213946,2015,2
34,12733,33663577.99,881.268566,2015,2
35,8685,26497130.3,1016.969115,2015,2
36,27553,52389140.47,633.798382,2015,2
37,23043,59393113.47,859.138642,2015,2
38,4609,19372558.73,1400.966063,2015,2
39,3871,8245184.14,709.873795,2015,2
40,50478,105018547.03,693.484686,2015,2
41,9166,24807984.9,902.108541,2015,2
42,19788,53569349.12,902.387795,2015,2
43,36815,93332919.53,845.047122,2015,2
44,606,1636576.16,899.21767,2015,2
45,24075,59024683.89,817.222106,2015,2
46,21538,32347146.62,500.613582,2015,2
47,24074,61621609.87,853.224915,2015,2
48,2366,4374444.59,616.292559,2015,2
49,25126,133764868.78,1774.564119,2015,2
50,1944,11071605.14,1897.772564,2015,2
51,4662,16198878.32,1158.138151,2015,2
52,17244,43109250.92,833.302745,2015,2
53,16994,29153922.59,571.847369,2015,2
54,1295,6759600.21,1739.027581,2015,2
55,124554,227628237.19,609.180564,2015,2
56,16641,41600702.81,833.297334,2015,2
57,4812,8571546.17,593.720729,2015,2
58,341383,683371618.19,667.257353,2015,2
59,23943,67657578.93,941.899443,2015,2
60,141903,191237838.16,449.22092,2015,2
61,23832,64137116.21,897.07279,2015,2
62,87656,141093033.32,536.538654,2015,2
63,1299,3722215.51,955.148963,2015,2
64,2256,11182055.18,1652.194914,2015,2
65,18598,69316259.91,1242.360467,2015,2
66,18726,34633341.77,616.471017,2015,2
67,22616,83759487.42,1234.516675,2015,2
68,57290,220538995.76,1283.158372,2015,2
69,175811,560831762.02,1063.319199,2015,2
70,59449,74530539.54,417.896233,2015,2
71,3802,15429869.55,1352.785336,2015,2
72,7514,14198458.12,629.838891,2015,2
73,19092,41760894.32,729.116808,2015,2
74,25692,49122367.81,637.323781,2015,2
75,37754,105594922.77,932.29848,2015,2
76,7240,11350413.78,522.554844,2015,2
77,27392,46008715.77,559.866579,2015,2
78,23414,25063851.06,356.811272,2015,2
79,14669,36644465.44,832.677364,2015,2
80,658,1914575.38,969.896342,2015,2
81,6048,10314118.82,568.396275,2015,2
82,8137,13507897.72,553.352903,2015,2
83,2474,13433241.02,1809.678165,2015,2
84,25893,71345193.72,918.44997,2015,2
85,1240,1806213.2,485.280279,2015,2
99,305728,652562675.71,711.484243,2015,2
0,299,843843.81,940.740033,2016,2
1,72179,135579837.17,626.127808,2016,2
2,16602,36340253.75,729.636062,2016,2
3,330,605284.57,610.781604,2016,2
4,10781,47283842.17,1461.949793,2016,2
5,549,1482497,899.027895,2016,2
6,6678,31060640.23,1550.318953,2016,2
7,88,286340.44,1084.622878,2016,2
8,464,888052.72,637.968908,2016,2
9,225,478080.73,706.175376,2016,2
10,2408,6241884.29,863.809063,2016,2
11,91,119706.9,438.486813,2016,2
12,1012,2243045.84,738.572881,2016,2
13,13854,25990299.43,625.322989,2016,2
14,4580,9228845.01,671.579465,2016,2
15,6946,12643173.21,606.736405,2016,2
16,3352,7573583.57,753.140768,2016,2
17,8471,16512668.41,649.746927,2016,2
18,2087,6134207.48,979.435969,2016,2
19,36478,58728419.46,536.646254,2016,2
20,5839,15712810.02,896.901079,2016,2
21,1835,4262412.76,773.999048,2016,2
22,5417,11012292.3,677.554439,2016,2
23,2303,10294655.84,1489.604375,2016,2
24,4825,14566868.49,1006.277182,2016,2
25,2648,9911914.54,1247.566336,2016,2
26,13652,28988635.18,707.764909,2016,2
27,86773,137951164.81,529.927146,2016,2
28,7306,14453560.74,659.37777,2016,2
29,14899,23212554.31,519.308134,2016,2
30,17092,26704485.52,520.778609,2016,2
31,9211,20776316.91,751.866135,2016,2
32,17095,44132137.71,860.527205,2016,2
33,1798,11629608.91,2155.62723,2016,2
34,13128,37656773.78,956.095409,2016,2
35,8111,25706206.17,1056.390489,2016,2
36,28608,60028645.55,699.430766,2016,2
37,23364,65177160.55,929.880165,2016,2
38,5058,21393200.22,1409.858983,2016,2
39,4582,11643413.04,847.040087,2016,2
40,50852,119162017.25,781.093205,2016,2
41,8775,26402115.36,1002.853168,2016,2
42,20987,62340546.71,990.129708,2016,2
43,40263,110833006.78,917.560139,2016,2
44,592,1636209.48,920.2528,2016,2
45,27456,73091854.14,887.370905,2016,2
46,21503,35904057.46,556.565764,2016,2
47,26637,73203968.48,916.045805,2016,2
48,2398,4973624.68,691.261248,2016,2
49,25014,137431793.1,1831.37392,2016,2
50,1992,11817542.55,1977.169575,2016,2
51,4499,16501294.65,1222.589808,2016,2
52,17159,44839572.03,871.060318,2016,2
53,16097,30901167.7,639.881713,2016,2
54,1289,7194362.7,1860.450659,2016,2
55,116160,223688735.1,641.898344,2016,2
56,15553,40343662.44,864.61204,2016,2
57,4937,9050669.94,610.995067,2016,2
58,342526,737896233.69,718.091975,2016,2
59,24007,71728088.2,995.90531,2016,2
60,149677,211748890.71,471.568534,2016,2
61,24300,69134307.61,948.344411,2016,2
62,91737,156672537.03,569.277385,2016,2
63,1371,4080541.23,992.108249,2016,2
64,2418,12113335.23,1669.653374,2016,2
65,18504,72492397.01,1305.839914,2016,2
66,19151,38413153.8,668.601357,2016,2
67,22827,87724823.85,1280.990973,2016,2
68,56981,224702093.46,1314.470112,2016,2
69,189218,652476511.01,1149.42643,2016,2
70,57633,82017937.43,474.36358,2016,2
71,3937,17601244.6,1489.989384,2016,2
72,7550,14751578.93,651.226334,2016,2
73,20073,46500018.42,772.181843,2016,2
74,25910,52527836.16,675.764317,2016,2
75,38253,114943797.87,1001.610312,2016,2
76,6958,11987870.03,574.269222,2016,2
77,28519,51610346.01,603.227626,2016,2
78,23536,28517735.74,403.876727,2016,2
79,14428,37808397.71,873.455567,2016,2
80,535,1887465.97,1175.259009,2016,2
81,5509,10183949.36,616.126163,2016,2
82,8178,14280342.77,582.015926,2016,2
83,2543,14422125.25,1889.939097,2016,2
84,25267,75089239.3,990.597072,2016,2
85,1513,2609620.88,574.806361,2016,2
99,307341,700471843.27,759.71025,2016,2
0,204,670532.58,1092.072605,2017,2
1,73234,141099355.17,642.227712,2017,2
2,16223,35828948.91,736.145731,2017,2
3,587,960227.12,544.655201,2017,2
4,9759,47667900.18,1628.057658,2017,2
5,523,1450430.46,924.429866,2017,2
6,6724,33450838.41,1658.280706,2017,2
7,113,336418.43,989.46597,2017,2
8,407,810157.71,662.434758,2017,2
9,136,326788.86,800.953088,2017,2
10,2332,6400758.71,914.786152,2017,2
11,177,292057.91,550.014896,2017,2
12,824,2575244.54,1041.76559,2017,2
13,13883,28464785.29,683.444627,2017,2
14,4630,9789812.07,704.810084,2017,2
15,6875,13915340.88,674.683194,2017,2
16,3339,8271960.19,825.792172,2017,2
17,8406,17402556.72,690.084729,2017,2
18,2093,6494047.13,1033.919301,2017,2
19,37421,66778680.73,594.836107,2017,2
20,4840,13613835.78,937.527427,2017,2
21,1857,4678167.27,839.434284,2017,2
22,5154,11303463.71,731.047969,2017,2
23,2241,10360683.02,1540.851133,2017,2
24,4794,15155985.31,1053.81625,2017,2
25,2232,9026322.73,1347.815847,2017,2
26,14302,32796393.35,764.342158,2017,2
27,83265,142781623.77,571.590626,2017,2
28,7226,15149514.02,698.84279,2017,2
29,13338,21946062.83,548.432197,2017,2
30,16610,27386839.51,549.594419,2017,2
31,9986,25657149.28,856.437321,2017,2
32,17270,47708744.31,920.804916,2017,2
33,1768,11571906.94,2181.732077,2017,2
34,13384,40791767.47,1015.933638,2017,2
35,8038,27323039.66,1132.983896,2017,2
36,30133,72078116.81,797.3243,2017,2
37,23303,69422659.38,993.043233,2017,2
38,6960,28820767.99,1380.30498,2017,2
39,4627,13756821.32,990.911281,2017,2
40,49542,125245552.7,842.689386,2017,2
41,9491,30596978.57,1074.596233,2017,2
42,21599,68714427.69,1060.456929,2017,2
43,43600,137328937.15,1049.915421,2017,2
44,558,1626284.77,970.91628,2017,2
45,30151,86840367.07,960.060662,2017,2
46,22410,42478529.16,631.838898,2017,2
47,26353,79978377.84,1011.603418,2017,2
48,2339,5159288.34,735.25557,2017,2
49,24996,140855018.61,1878.342405,2017,2
50,2012,12026281.41,1992.42568,2017,2
51,4290,17601600.55,1367.539472,2017,2
52,17042,46558520.61,910.626674,2017,2
53,16332,33552425.01,684.785293,2017,2
54,1319,6966109.85,1760.452324,2017,2
55,123943,245195927.87,659.43019,2017,2
56,14323,38664691.67,899.827588,2017,2
57,4806,9768269.96,677.505199,2017,2
58,345323,780813700.05,753.702275,2017,2
59,24385,76747223.64,1049.075599,2017,2
60,153689,232487355.78,504.235495,2017,2
61,24579,75280271.62,1020.929406,2017,2
62,94758,170067721.79,598.248609,2017,2
63,1297,4109365.75,1055.84937,2017,2
64,2506,12839987.7,1707.445172,2017,2
65,19031,77085182.55,1350.168716,2017,2
66,19408,41876048.06,719.223139,2017,2
67,22595,91336671.07,1347.42677,2017,2
68,57906,235210062.05,1353.960753,2017,2
69,201392,738165174.84,1221.767715,2017,2
70,56294,86823669.98,514.108489,2017,2
71,4389,20620575.31,1566.079996,2017,2
72,9228,18094826.81,653.596778,2017,2
73,22794,56603061.17,827.735857,2017,2
74,26001,55506752.9,711.579423,2017,2
75,38910,122896545.45,1052.809387,2017,2
76,8041,14444832.94,598.749551,2017,2
77,30002,58060010.08,645.061051,2017,2
78,23702,31557831.92,443.801427,2017,2
79,15577,41142559.17,880.374877,2017,2
80,572,2277163.03,1327.018082,2017,2
81,5024,9976824.69,661.944313,2017,2
82,8372,15765487.3,627.656951,2017,2
83,2548,14963530.23,1957.040312,2017,2
84,25071,80172325.89,1065.937083,2017,2
85,1530,2851225.51,621.182028,2017,2
99,302827,745836416.88,820.969944,2017,2
0,134,519074.62,1291.230398,2018,2
1,73738,155173505.09,701.463311,2018,2
2,16417,41430893.4,841.202253,2018,2
3,629,1107828.63,587.084594,2018,2
4,9185,48255571.31,1751.118456,2018,2
5,523,1580098.09,1007.073352,2018,2
6,6957,36231880.92,1735.908438,2018,2
7,107,364197.6,1134.571962,2018,2
8,361,772568.55,712.044746,2018,2
9,167,387921.99,774.295389,2018,2
10,2253,6803226.66,1006.543373,2018,2
11,90,165974.7,612.452767,2018,2
12,785,2549569.96,1081.701298,2018,2
13,13484,29506615.83,729.422916,2018,2
14,4996,12430416.25,829.247248,2018,2
15,7092,15199606.95,714.367953,2018,2
16,3438,9295824.71,901.194833,2018,2
17,8406,18776776.15,744.548798,2018,2
18,2913,8506464.91,973.168391,2018,2
19,36151,71462602.21,658.920853,2018,2
20,4588,13600322.21,988.036484,2018,2
21,2066,5803990.49,936.127498,2018,2
22,5020,11706010.29,777.291519,2018,2
23,2207,10586935.85,1598.752016,2018,2
24,5023,17968826.98,1192.278347,2018,2
25,1774,6994777.9,1313.820041,2018,2
26,14128,35655800.5,841.216451,2018,2
27,77692,145712697.43,625.169782,2018,2
28,6860,15218572.23,739.447657,2018,2
29,12260,22839689.63,620.981229,2018,2
30,16005,28786773.25,599.524601,2018,2
31,9699,27733930.07,953.088768,2018,2
32,16924,49737384.86,979.58374,2018,2
33,1769,11579209.53,2181.05284,2018,2
34,13899,45609598.86,1093.807829,2018,2
35,8692,32503216.75,1246.480163,2018,2
36,31269,83394248.83,888.988666,2018,2
37,24343,77310912.1,1058.604046,2018,2
38,7384,32323040.44,1459.147726,2018,2
39,4438,14642397.48,1099.774484,2018,2
40,48159,127697583.7,883.860986,2018,2
41,10294,36184194.78,1171.692078,2018,2
42,23162,78989142.41,1136.747052,2018,2
43,44888,150701067.81,1119.089495,2018,2
44,611,1869700.68,1020.022193,2018,2
45,32741,107274856.59,1092.145062,2018,2
46,22183,46902181.81,704.755477,2018,2
47,27036,87745326.76,1081.833194,2018,2
48,2380,5907749.61,827.300043,2018,2
49,25140,148426664.04,1967.975285,2018,2
50,2046,12412723.76,2021.945554,2018,2
51,3411,14844534.09,1450.653189,2018,2
52,16776,48994554.92,973.504906,2018,2
53,15663,35365422.28,752.599908,2018,2
54,1304,6902461.01,1763.981857,2018,2
55,128712,272097580.96,704.665911,2018,2
56,15059,46150509.22,1021.548779,2018,2
57,4717,10638233.86,751.712398,2018,2
58,348745,848658292.85,811.154561,2018,2
59,24658,84184920.39,1138.018525,2018,2
60,158276,262775759.58,553.410188,2018,2
61,24417,82822686.93,1130.654274,2018,2
62,96703,186911856.94,644.277042,2018,2
63,1222,4202444.18,1145.70452,2018,2
64,2722,14766054.82,1808.014548,2018,2
65,19829,85603545.13,1439.029453,2018,2
66,19591,45198888.32,769.028623,2018,2
67,21746,94535286.67,1449.038728,2018,2
68,58940,249891399.27,1413.245028,2018,2
69,211847,833422698.37,1311.355326,2018,2
70,55041,92578943.49,560.666554,2018,2
71,4688,22865996.46,1625.621815,2018,2
72,11225,23189483.16,688.626077,2018,2
73,23353,64165482.24,915.851646,2018,2
74,26770,61094214.07,760.729847,2018,2
75,38853,128950896.42,1106.314368,2018,2
76,8046,15664858.47,648.917086,2018,2
77,30791,65062221.02,704.33478,2018,2
78,23695,34419976.3,484.2019,2018,2
79,16259,44219283.15,906.541538,2018,2
80,563,2096090.21,1241.024399,2018,2
81,4502,9681036.97,716.742205,2018,2
82,8244,16976591.16,686.394337,2018,2
83,2532,15398256.48,2026.619699,2018,2
84,24521,84201299.56,1144.583695,2018,2
85,1486,3056328.48,685.58288,2018,2
99,324509,891442772.43,915.682725,2018,2
0,407,789682.25,646.221153,2013,3
1,62747,112711719.86,598.7565,2013,3
2,16230,32109723.39,659.459107,2013,3
3,285,373244.04,436.542736,2013,3
4,12802,52298454.53,1361.72615,2013,3
5,728,1718397.84,786.4521,2013,3
6,5739,21552662.24,1251.679089,2013,3
7,125,311049.73,829.465946,2013,3
8,578,1071617.81,617.291365,2013,3
9,237,388178.25,545.194171,2013,3
10,2594,5823058.14,748.176556,2013,3
11,28,53336.32,627.486117,2013,3
12,900,2048582.56,758.734281,2013,3
13,13735,20249598.87,491.435477,2013,3
14,4172,6772995.17,541.146945,2013,3
15,8734,12062453.5,460.328709,2013,3
16,2930,5265402.58,598.885643,2013,3
17,8436,13030169.65,514.843322,2013,3
18,2379,5616226.18,786.696481,2013,3
19,33687,46490537.44,460.024514,2013,3
20,6415,14702692.89,763.934993,2013,3
21,1597,3108465.22,648.542712,2013,3
22,5814,9642983.83,552.828288,2013,3
23,2502,8872784.61,1182.092274,2013,3
24,4529,10730191.76,789.681465,2013,3
25,3253,12314393.97,1261.849981,2013,3
26,12257,20804312.33,565.780433,2013,3
27,90938,121052554.09,443.716636,2013,3
28,8817,14511362.11,548.571508,2013,3
29,15800,19811187.99,417.939917,2013,3
30,18153,23487983.38,431.296633,2013,3
31,8473,15149643.81,595.949955,2013,3
32,17296,37827023.33,728.998888,2013,3
33,1722,10239525.31,1981.715755,2013,3
34,12864,31374797.63,812.944955,2013,3
35,8883,23563776.92,884.161079,2013,3
36,25406,40546903.78,531.971972,2013,3
37,22218,50213152.62,753.340423,2013,3
38,4323,17046770.17,1314.424409,2013,3
39,3783,6536891.99,575.886881,2013,3
40,48379,88348583.24,608.717045,2013,3
41,8246,20283548.01,819.868553,2013,3
42,20535,49374897.58,801.47549,2013,3
43,33420,75528893.9,753.33028,2013,3
44,630,1577219.87,833.625724,2013,3
45,16674,33668476.26,673.073372,2013,3
46,20606,25900068.61,418.959375,2013,3
47,23267,51878893.19,743.229322,2013,3
48,2069,3372746.8,543.202899,2013,3
49,24606,111981639.44,1516.955289,2013,3
50,1945,8843741.18,1515.377172,2013,3
51,5357,15460822.74,961.912694,2013,3
52,17548,40880497.79,776.516692,2013,3
53,21312,34395134.82,537.945115,2013,3
54,1301,6311776.54,1616.33202,2013,3
55,124232,209543389.12,562.236753,2013,3
56,16058,34650390.4,719.275758,2013,3
57,5687,9173357.44,537.648425,2013,3
58,339179,607199284.81,596.733767,2013,3
59,22227,51125050.61,766.710916,2013,3
60,159797,205188986.63,428.01832,2013,3
61,23449,57334092.91,815.018307,2013,3
62,79867,124091419.77,517.908605,2013,3
63,1431,3997226.01,930.886355,2013,3
64,2919,12303871.94,1404.711946,2013,3
65,18983,65274837.04,1146.198125,2013,3
66,19085,32688973.66,570.936576,2013,3
67,21514,73444784.26,1137.920212,2013,3
68,56928,192642625.83,1127.976683,2013,3
69,152988,416518096.45,907.518011,2013,3
70,58232,65935399.67,377.4272,2013,3
71,3555,11035248.52,1034.619212,2013,3
72,8375,13728510.75,546.386641,2013,3
73,17682,37153601.87,700.390255,2013,3
74,24818,43534951.11,584.70709,2013,3
75,37057,92880915.1,835.477913,2013,3
76,5824,8212790.07,470.054376,2013,3
77,26042,38168754.68,488.553806,2013,3
78,24195,23203738.09,319.672362,2013,3
79,14353,32018484.23,743.595629,2013,3
80,754,2200570.68,971.983515,2013,3
81,6815,10860288.74,531.143382,2013,3
82,7887,12014652.63,507.7615,2013,3
83,2272,11093601.39,1627.34361,2013,3
84,24793,62725425.06,843.310366,2013,3
85,1146,1516458,441.08726,2013,3
99,341803,622097251.53,606.681475,2013,3
0,425,909332.34,712.642899,2014,3
1,63605,121436421.85,636.405866,2014,3
2,15896,31857002.9,668.001738,2014,3
3,318,410721.3,430.525471,2014,3
4,12496,54713158.28,1459.445658,2014,3
5,715,1731135.44,806.680074,2014,3
6,5807,23583104.47,1353.56164,2014,3
7,121,317909.84,870.985863,2014,3
8,543,934275.48,573.526998,2014,3
9,203,378836.97,620.027774,2014,3
10,2610,6021176.53,768.889864,2014,3
11,47,115724.38,820.740283,2014,3
12,906,2168486.44,797.530871,2014,3
13,14127,21397531.9,504.861191,2014,3
14,4071,6929802.08,567.365488,2014,3
15,8524,12668102.28,495.350836,2014,3
16,3031,5842820.5,642.491807,2014,3
17,8162,13853921.19,565.789479,2014,3
18,2353,5919289.05,838.426211,2014,3
19,35611,50776994.99,475.28427,2014,3
20,6072,14323586.22,786.232639,2014,3
21,1659,3467514.02,696.4278,2014,3
22,5523,9530445.34,575.162663,2014,3
23,2523,9324613.79,1231.785177,2014,3
24,4534,11471907.44,843.336575,2014,3
25,3222,12628511.33,1306.217555,2014,3
26,12730,22757178.05,595.878035,2014,3
27,89560,122724968.86,456.770019,2014,3
28,8810,15241714.88,576.682363,2014,3
29,16065,21850987.94,453.377623,2014,3
30,16918,21777137,429.063875,2014,3
31,8494,16564124.35,650.006841,2014,3
32,17397,39944782.44,765.343011,2014,3
33,1643,10392013.64,2107.913517,2014,3
34,13445,33248431.18,824.28677,2014,3
35,8911,25166801.91,941.34288,2014,3
36,26878,45958700.89,569.966774,2014,3
37,22622,53152266.28,783.182788,2014,3
38,4491,18119545.12,1344.878283,2014,3
39,3668,7184960.99,652.940838,2014,3
40,49711,96895279.88,649.723936,2014,3
41,8948,22632694.07,843.056472,2014,3
42,22854,55593506.21,810.826471,2014,3
43,34885,83466964.07,797.543968,2014,3
44,571,1540121.42,898.029982,2014,3
45,18107,39538554.72,727.841885,2014,3
46,21328,28747631.03,449.294058,2014,3
47,23521,56498827.8,800.686305,2014,3
48,2089,3574606.12,570.38553,2014,3
49,25519,123465553.05,1612.685027,2014,3
50,1918,9677775.34,1681.336924,2014,3
51,5048,15295565.64,1009.941607,2014,3
52,17407,42015453.58,804.570069,2014,3
53,17727,29293593.33,550.828177,2014,3
54,1304,6308161.5,1611.691747,2014,3
55,125660,226084853.83,599.726388,2014,3
56,16979,38388254.36,753.627043,2014,3
57,5012,8277369.41,550.466809,2014,3
58,341649,635290673.7,619.827224,2014,3
59,23313,56104434.48,802.190973,2014,3
60,162013,215694218.11,443.778738,2014,3
61,24114,62567669.3,864.863282,2014,3
62,84307,131131582.36,518.466493,2014,3
63,1156,3418671.93,985.776219,2014,3
64,2327,10547006.06,1510.59955,2014,3
65,19485,70578808.46,1207.40413,2014,3
66,18798,35144919.75,623.192122,2014,3
67,22223,79604901.41,1194.01382,2014,3
68,57314,201064808.89,1169.375771,2014,3
69,163386,484462455.66,988.380186,2014,3
70,57825,69060481.96,398.095897,2014,3
71,3832,13372078.22,1163.092825,2014,3
72,9005,15847564.14,586.620919,2014,3
73,18999,40381072.05,708.452289,2014,3
74,24855,45602910.53,611.569602,2014,3
75,37571,99843192.04,885.802173,2014,3
76,6515,9431661.87,482.536676,2014,3
77,26271,39682151.24,503.491146,2014,3
78,23759,24243775.99,340.134629,2014,3
79,14659,35068054.33,797.418066,2014,3
80,985,2739135.73,926.635903,2014,3
81,6390,10618903.38,553.875619,2014,3
82,7888,12602115.75,532.543769,2014,3
83,2309,11923328.04,1720.786266,2014,3
84,25371,66590049.33,874.87255,2014,3
85,1178,1679142.28,475.004888,2014,3
99,311905,618023588.97,660.48272,2014,3
0,385,946833.63,819.060233,2015,3
1,68782,132249257.93,640.907102,2015,3
2,16592,34276849.66,688.608185,2015,3
3,402,617783.92,511.834233,2015,3
4,11280,48657783.62,1437.877766,2015,3
5,630,1666411.44,881.232913,2015,3
6,6746,30546789.12,1509.228711,2015,3
7,145,339492.41,776.870503,2015,3
8,486,952855.1,652.640479,2015,3
9,186,366079.08,656.055698,2015,3
10,2640,6678589.73,843.256279,2015,3
11,36,95882.27,887.798796,2015,3
12,982,2831187.03,960.701401,2015,3
13,13751,22989813.38,557.27477,2015,3
14,4195,7505959.19,596.373684,2015,3
15,8962,14316731.06,532.477816,2015,3
16,3518,7162016.64,678.606844,2015,3
17,8298,14993386.91,602.240798,2015,3
18,2317,6002406.77,863.531401,2015,3
19,35741,53912424.8,502.806532,2015,3
20,5870,15152510.53,860.449206,2015,3
21,1752,3814861.79,725.810842,2015,3
22,5676,10525813.52,618.07478,2015,3
23,2420,10020804.13,1379.895914,2015,3
24,4566,12707797.62,927.711901,2015,3
25,2894,11348148.79,1306.788207,2015,3
26,12901,25022791.6,646.533643,2015,3
27,87130,129852896.59,496.776463,2015,3
28,7808,14379682.87,613.886734,2015,3
29,15711,23164006.64,491.439623,2015,3
30,17498,25519398.77,486.130084,2015,3
31,9182,19162107.75,695.640301,2015,3
32,17443,44380530.63,848.073429,2015,3
33,1833,11684961.89,2124.152315,2015,3
34,12691,33387607.49,876.913575,2015,3
35,8362,24298013.66,968.588601,2015,3
36,27890,54071447.66,646.246535,2015,3
37,23165,57944435.29,833.780869,2015,3
38,4632,19372244.04,1393.88718,2015,3
39,4226,9815948.53,774.128432,2015,3
40,50610,107105744.8,705.422735,2015,3
41,9220,25126116.35,908.391769,2015,3
42,20121,54484055.84,902.576921,2015,3
43,37781,96651533.93,852.727395,2015,3
44,601,1634190,906.372712,2015,3
45,24174,57651319.87,794.938431,2015,3
46,21259,32922104.4,516.206538,2015,3
47,24330,63698421.51,872.676752,2015,3
48,2295,4338701.64,630.167267,2015,3
49,24967,125353243.55,1673.56337,2015,3
50,1968,10961761.7,1856.352531,2015,3
51,4566,15178042.74,1107.967204,2015,3
52,17187,43819051.93,849.832278,2015,3
53,17081,29688821.62,579.361908,2015,3
54,1294,6457746,1663.081637,2015,3
55,125518,232094825.48,616.365316,2015,3
56,17202,43653514.01,845.867191,2015,3
57,4916,8475988.85,574.682273,2015,3
58,347695,693633676.05,664.982888,2015,3
59,24276,68285034.61,937.620621,2015,3
60,163323,226178757.65,461.618505,2015,3
61,23607,64035598.43,904.163879,2015,3
62,88255,141794702.9,535.547248,2015,3
63,1341,3809237.26,946.629537,2015,3
64,2286,11396314.53,1661.512542,2015,3
65,19043,72124199.05,1262.457536,2015,3
66,18856,35762550.43,632.193435,2015,3
67,22195,82385806.4,1237.302791,2015,3
68,57520,209990147.06,1216.910912,2015,3
69,179913,574303366.32,1064.035095,2015,3
70,58946,75609506.26,427.558845,2015,3
71,3841,15810394.69,1371.953721,2015,3
72,7797,14499894.91,619.892048,2015,3
73,18266,39746744.46,725.305555,2015,3
74,25909,49670880.4,639.026365,2015,3
75,37607,104453705.75,925.835666,2015,3
76,7745,12203039.78,525.178162,2015,3
77,28807,47244553.16,546.679084,2015,3
78,23934,26369458.27,367.25242,2015,3
79,14718,36766156.95,832.680095,2015,3
80,627,1978509.42,1051.839138,2015,3
81,5955,10389515.73,581.524444,2015,3
82,8129,13466358.33,552.148851,2015,3
83,2546,13890628.91,1818.621224,2015,3
84,25650,69696799.91,905.717848,2015,3
85,1227,1819136.44,494.196261,2015,3
99,306102,644772838.08,702.132881,2015,3
0,221,630338.28,949.304638,2016,3
1,73793,141980162.84,641.341416,2016,3
2,16911,36756988.56,724.504051,2016,3
3,351,621997.45,590.130407,2016,3
4,10475,46241622.03,1471.491552,2016,3
5,545,1445981.67,883.851876,2016,3
6,6743,30590255.51,1512.123356,2016,3
7,90,268041.72,989.083837,2016,3
8,446,809656.54,604.221298,2016,3
9,218,484292.7,739.378167,2016,3
10,2422,6316028.96,869.258045,2016,3
11,98,144180.37,488.747016,2016,3
12,1141,2593966.29,757.583612,2016,3
13,14077,27036993.54,640.201589,2016,3
14,4622,9745498.15,702.732776,2016,3
