"sektor","naeti","osigbaza","srzapl","godina","quarter"
15,8689,15749270.06,604.137867,2016,3
16,3354,7848974.29,780.06105,2016,3
17,8384,16098007.36,640.003473,2016,3
18,2110,6227909.35,983.871935,2016,3
19,36096,58503741.14,540.260611,2016,3
20,5724,15583246.63,907.374323,2016,3
21,1832,4266901.34,776.364872,2016,3
22,5676,11652281.29,684.220862,2016,3
23,2257,9879884.98,1458.716223,2016,3
24,4856,14945468.06,1025.84035,2016,3
25,2206,8899282.61,1344.302509,2016,3
26,13942,29635416.54,708.506659,2016,3
27,84743,136733041.52,537.834163,2016,3
28,7304,14838178.48,677.171343,2016,3
29,13663,20650948.45,503.792258,2016,3
30,17096,26714047.64,520.843198,2016,3
31,9220,20951395.68,757.434499,2016,3
32,17176,44356904.04,860.814377,2016,3
33,1776,11606975.45,2178.486383,2016,3
34,12854,36299460.96,941.302828,2016,3
35,8047,24634369.57,1020.436998,2016,3
36,28849,61253971.69,707.753841,2016,3
37,23311,63909984.32,913.848349,2016,3
38,5014,20727395.13,1377.784839,2016,3
39,4545,11553011.07,847.181276,2016,3
40,50843,119807722.81,785.475042,2016,3
41,8815,26542782.2,1003.659615,2016,3
42,21221,63250670.52,993.492036,2016,3
43,41044,116214930.97,943.823952,2016,3
44,591,1604702.94,904.057994,2016,3
45,28290,73498593.55,865.99342,2016,3
46,21587,36266466.4,559.996084,2016,3
47,26451,74335738.46,936.749271,2016,3
48,2374,5006426.73,702.755015,2016,3
49,24941,125627561.83,1678.97415,2016,3
50,2026,11469863.65,1886.490731,2016,3
51,4401,15196267.61,1150.883642,2016,3
52,17276,45233801.5,872.767644,2016,3
53,16453,31139938.6,630.88674,2016,3
54,1279,6468643.51,1684.981377,2016,3
55,119385,227485696.16,635.156359,2016,3
56,15176,39681275.4,871.5413,2016,3
57,5078,9363873.47,614.669388,2016,3
58,349270,750177737.24,715.948251,2016,3
59,24241,72573094.09,997.92495,2016,3
60,170799,247684365.61,483.383715,2016,3
61,24333,68694449.34,941.006963,2016,3
62,92341,157872484.11,569.885332,2016,3
63,1416,4155284.3,977.944057,2016,3
64,2472,12657355,1706.302911,2016,3
65,19408,76499901.92,1313.866928,2016,3
66,19363,38780394.89,667.59158,2016,3
67,22793,88491127.12,1294.089397,2016,3
68,57356,215330951.13,1251.429383,2016,3
69,193467,668232038.3,1151.324232,2016,3
70,57095,80832973.25,471.918155,2016,3
71,4027,18026009.86,1492.095841,2016,3
72,8107,15398297.04,633.127627,2016,3
73,19447,44624707.55,764.894457,2016,3
74,26122,53191434.64,678.756535,2016,3
75,38540,114702961.15,992.059929,2016,3
76,7712,12650723.99,546.774603,2016,3
77,30382,53715108.98,589.330403,2016,3
78,24391,29737424.75,406.393319,2016,3
79,14474,37618276.61,866.341407,2016,3
80,528,2211904.17,1394.643234,2016,3
81,5417,10169370.18,625.768886,2016,3
82,8162,14405243.32,588.305289,2016,3
83,2543,14450766.54,1893.940568,2016,3
84,25168,73660016.27,975.551827,2016,3
85,1512,2603444.92,573.951701,2016,3
99,300355,670087304.18,743.659799,2016,3
0,169,556700.14,1095.866417,2017,3
1,74283,151271708.7,678.805064,2017,3
2,16558,39421869.89,793.611746,2017,3
3,631,988843.2,522.368304,2017,3
4,9471,47857037.02,1684.335938,2017,3
5,518,1431007.09,920.261794,2017,3
6,6766,33229754.72,1637.014371,2017,3
7,115,337138.51,977.213072,2017,3
8,407,820436.06,671.937805,2017,3
9,129,327519.48,844.122371,2017,3
10,2327,6369093.01,912.085494,2017,3
11,195,329920.86,563.00488,2017,3
12,887,2727756.97,1024.702092,2017,3
13,13858,28753511.43,691.605807,2017,3
14,5063,11654888.29,767.324266,2017,3
15,8591,17084941.69,662.849338,2017,3
16,3427,8642200.06,840.435676,2017,3
17,8336,17137287.42,685.244808,2017,3
18,2122,6680366.78,1049.382152,2017,3
19,37133,66560202.36,597.493715,2017,3
20,4755,13700337.75,960.348924,2017,3
21,2088,5298170.99,845.677731,2017,3
22,5383,11845076.71,733.441282,2017,3
23,2200,9999213.76,1514.573426,2017,3
24,4792,15984063.14,1111.85748,2017,3
25,2160,8905242.77,1374.265859,2017,3
26,14136,31898282.25,752.176057,2017,3
27,80856,140389521.01,578.763567,2017,3
28,7118,15557475.87,728.482668,2017,3
29,12930,21763616.23,561.048084,2017,3
30,16515,27444021.79,553.898758,2017,3
31,9977,25576710.97,854.522433,2017,3
32,17047,47532268.58,929.417476,2017,3
33,1756,11589486.87,2199.560992,2017,3
34,13198,40660812.31,1026.891916,2017,3
35,8038,26610109.95,1103.421377,2017,3
36,30521,72200384.09,788.532312,2017,3
37,23399,68445554.3,975.049564,2017,3
38,6976,27864568.22,1331.385552,2017,3
39,4504,13167734.15,974.521473,2017,3
40,49792,128505386.17,860.275585,2017,3
41,9675,31320750.27,1079.058439,2017,3
42,21760,70748546.12,1083.737417,2017,3
43,44094,141059021.82,1066.334717,2017,3
44,555,1666558.15,999.734943,2017,3
45,30904,90946944.26,980.940788,2017,3
46,22263,43167381.9,646.324722,2017,3
47,26742,81856967.22,1020.304223,2017,3
48,2308,5096990.24,736.027471,2017,3
49,24898,133122746.97,1782.241504,2017,3
50,2022,11620352.38,1915.337461,2017,3
51,4244,15965052.52,1253.832758,2017,3
52,16970,47372298.66,930.492401,2017,3
53,16471,34106335.44,690.202073,2017,3
54,1312,6415213.6,1629.881504,2017,3
55,126794,252962797.98,665.02305,2017,3
56,14436,39764232.85,918.15172,2017,3
57,4845,10199649.51,701.633728,2017,3
58,352576,795058272.75,751.664671,2017,3
59,24743,77880686.86,1049.194881,2017,3
60,177341,272954356.13,513.048952,2017,3
61,24909,76522820.52,1024.031749,2017,3
62,95451,169719765.11,592.694209,2017,3
63,1333,4163659.72,1040.654766,2017,3
64,2580,13659208.51,1764.527646,2017,3
65,19799,80836557.91,1360.930635,2017,3
66,19589,41968540.38,714.127182,2017,3
67,22289,90094353.15,1347.366461,2017,3
68,58397,227939592.16,1301.091906,2017,3
69,205976,757162309.68,1225.322504,2017,3
70,56159,84685563.73,502.647592,2017,3
71,4470,21334187.92,1590.797697,2017,3
72,9293,18253684.9,654.699791,2017,3
73,21687,53574879.97,823.443484,2017,3
74,26493,56733319.52,713.797253,2017,3
75,38955,121197281.48,1037.053072,2017,3
76,7943,14223352.75,596.867509,2017,3
77,32016,60513956.69,630.038696,2017,3
78,24475,32753547.96,446.081688,2017,3
79,15162,40113387.55,881.864874,2017,3
80,550,2000995.76,1211.990163,2017,3
81,4957,10095125.35,678.846436,2017,3
82,8388,15781171.65,627.132874,2017,3
83,2536,14873699.9,1954.494073,2017,3
84,24912,77945436.31,1042.915736,2017,3
85,1510,2820484.84,622.48617,2017,3
99,296527,724392373.4,814.305549,2017,3
0,101,411531.83,1353.723125,2018,3
1,73717,160339732.65,725.017217,2018,3
2,16590,43506001.42,874.105951,2018,3
3,613,1102074.23,598.628044,2018,3
4,8915,47203326.13,1764.808245,2018,3
5,528,1600418.79,1009.091292,2018,3
6,7010,36243864.67,1723.354318,2018,3
7,107,389557.11,1213.573551,2018,3
8,367,798190.31,723.653952,2018,3
9,214,475995.22,739.123012,2018,3
10,2210,6745124.41,1017.057359,2018,3
11,31,72507.4,779.649462,2018,3
12,953,2946846.44,1030.726281,2018,3
13,13552,30235749.98,743.697116,2018,3
14,4877,12605359.36,861.433701,2018,3
15,8662,17610323.68,677.632895,2018,3
16,3418,9580763.25,934.161783,2018,3
17,8277,18566622.98,747.719503,2018,3
18,2898,8398746.88,966.039438,2018,3
19,35543,71184616.24,667.578998,2018,3
20,4543,13703575.39,1005.471816,2018,3
21,2082,5965215.14,955.045651,2018,3
22,5233,12416176.18,790.889622,2018,3
23,2194,10524913.62,1598.802008,2018,3
24,5013,18109536.47,1204.09152,2018,3
25,1736,6713885.43,1288.653633,2018,3
26,13810,34416573.8,830.716239,2018,3
27,75140,143332229.25,635.842398,2018,3
28,6738,15677751.95,775.588797,2018,3
29,11915,22375238.43,625.950831,2018,3
30,15726,28550483.08,605.139531,2018,3
31,9629,27779662.71,961.60001,2018,3
32,16648,49657659,994.226945,2018,3
33,1775,11598217.64,2177.66009,2018,3
34,13412,44685086.26,1110.519565,2018,3
35,10376,39133048.74,1257.165533,2018,3
36,31153,83816244.71,896.823684,2018,3
37,24307,76685858.54,1051.629277,2018,3
38,7520,33008786.2,1463.090563,2018,3
39,4363,13728849.9,1048.724306,2018,3
40,47832,128850485.65,897.937821,2018,3
41,10440,36326280.2,1159.842918,2018,3
42,23428,80465485.33,1144.845775,2018,3
43,44145,149898566.84,1131.856646,2018,3
44,607,1847217.06,1013.284179,2018,3
45,32486,105600135.23,1083.522832,2018,3
46,21659,46547700.34,716.349902,2018,3
47,27015,88473250.55,1091.655876,2018,3
48,2359,5978095.95,844.721767,2018,3
49,25253,139892937.33,1846.50331,2018,3
50,2085,12300629.5,1966.527498,2018,3
51,1836,6490391.13,1178.35714,2018,3
52,16733,48901882,974.141075,2018,3
53,15518,35054204.9,752.947093,2018,3
54,1294,6616977.03,1704.527828,2018,3
55,129469,275031082.14,708.100219,2018,3
56,15298,47255734.27,1029.671291,2018,3
57,4817,10871251.87,752.231654,2018,3
58,354844,860311874.38,808.158952,2018,3
59,24855,84677918.52,1135.625541,2018,3
60,179898,306124960.22,567.217396,2018,3
61,24307,81745917.03,1121.020241,2018,3
62,96394,185466650.89,641.344787,2018,3
63,1258,4270872.29,1131.356898,2018,3
64,2801,15556797.69,1851.11824,2018,3
65,20579,90027013.08,1458.187095,2018,3
66,19385,45082068.8,775.192048,2018,3
67,21440,94308744.38,1466.22012,2018,3
68,58781,243504996.39,1380.860007,2018,3
69,216054,854848101.98,1318.876244,2018,3
70,54934,91175889.36,553.241684,2018,3
71,4745,23270729.65,1634.754453,2018,3
72,11346,23398651.91,687.386953,2018,3
73,22434,60871907.74,904.45912,2018,3
74,27045,61747271.96,761.043593,2018,3
75,38649,127817882.72,1102.372466,2018,3
76,7984,14992804.99,625.952112,2018,3
77,32440,67146239.25,689.953136,2018,3
78,24406,35226982.83,481.124625,2018,3
79,15895,43622660.04,914.789666,2018,3
80,580,2104423.65,1208.050315,2018,3
81,4427,9677135.09,728.535352,2018,3
82,8256,17126199.79,691.464784,2018,3
83,2515,15192806.69,2013.358957,2018,3
84,24425,83227283.87,1135.821001,2018,3
85,1511,3118167.66,687.729964,2018,3
99,320522,860234541.73,894.617371,2018,3
0,396,774391.01,651.296055,2013,4
1,58397,103691770.96,591.871655,2013,4
2,15455,30413512.63,655.944283,2013,4
3,283,383624.36,451.322776,2013,4
4,11859,54620936.44,1535.201563,2013,4
5,735,1951477.84,884.622774,2013,4
6,5736,22946471.1,1333.399447,2013,4
7,127,314088.5,822.221204,2013,4
8,517,964030.52,620.753715,2013,4
9,213,362113.08,566.687136,2013,4
10,2521,5741421.41,759.045664,2013,4
11,28,56869.02,669.047294,2013,4
12,891,2228195.86,833.281922,2013,4
13,13641,20385516.91,498.143266,2013,4
14,4258,7277814.29,569.736518,2013,4
15,7238,10456887.91,481.551365,2013,4
16,3228,5756606.68,594.383756,2013,4
17,7893,12450535.49,525.760546,2013,4
18,2375,5682510.9,797.321579,2013,4
19,34686,48075396.37,461.996889,2013,4
20,6389,15030230.94,784.090507,2013,4
21,1583,3209723.38,675.589008,2013,4
22,5702,9622075.67,562.497116,2013,4
23,2376,8918142.52,1250.966828,2013,4
24,4424,10568151.33,796.214219,2013,4
25,3175,12309435.73,1292.193547,2013,4
26,12509,21113251.24,562.599958,2013,4
27,91444,122073002.27,444.982729,2013,4
28,8808,14644238.01,554.181192,2013,4
29,15846,19999956.47,420.715143,2013,4
30,17794,23269597.94,435.890865,2013,4
31,8430,15834236.13,626.081852,2013,4
32,17195,38589606.18,748.078049,2013,4
33,1743,10328692.75,1975.271132,2013,4
34,12908,32277192.4,833.519068,2013,4
35,8930,24794421.57,925.510323,2013,4
36,25588,40877285.55,532.505934,2013,4
37,22159,52054869.81,783.039047,2013,4
38,4364,17340107.22,1324.48115,2013,4
39,3685,6876522.25,621.971983,2013,4
40,48376,89909583.16,619.514936,2013,4
41,8307,21179332.45,849.858851,2013,4
42,20842,51197907.51,818.825888,2013,4
43,33766,78731026.98,777.221929,2013,4
44,623,1553513.08,830.31164,2013,4
45,16747,34371854.39,684.139535,2013,4
46,20939,26475158.98,421.458164,2013,4
47,23183,51880992.04,745.963163,2013,4
48,2057,3377761.92,547.27186,2013,4
49,24609,118203891.3,1601.071291,2013,4
50,1887,9102034.2,1607.281334,2013,4
51,5324,16929672.45,1059.893097,2013,4
52,17536,44270529.16,841.485062,2013,4
53,20285,33324453.56,547.604199,2013,4
54,1307,6323402.6,1612.701504,2013,4
55,124129,214612066.16,576.311508,2013,4
56,15776,34862449.54,736.582496,2013,4
57,5307,9034195.18,567.438928,2013,4
58,331664,609367152.84,612.432992,2013,4
59,22157,51834955.71,779.789624,2013,4
60,112318,146410498.76,434.510539,2013,4
61,23428,57458543.25,817.496275,2013,4
62,79567,125473503.72,525.646949,2013,4
63,1299,3794098.61,973.344948,2013,4
64,2659,11704312.09,1467.257376,2013,4
65,18018,65818213.73,1217.59312,2013,4
66,18947,34775290.35,611.777885,2013,4
67,21640,75213778.06,1158.543122,2013,4
68,56742,205400389.48,1206.633472,2013,4
69,152016,429700808.93,942.223021,2013,4
70,58002,66852517.32,384.192205,2013,4
71,3641,11702460.56,1071.359567,2013,4
72,7837,13925408.76,592.26815,2013,4
73,19072,44182303.41,772.188395,2013,4
74,24508,43943941.15,597.681589,2013,4
75,36630,95719759.7,871.034831,2013,4
76,5926,9067857.92,510.060632,2013,4
77,23443,37209838.21,529.074907,2013,4
78,22827,22207315.51,324.279599,2013,4
79,14247,33405877.34,781.588576,2013,4
80,865,2532495.67,975.913552,2013,4
81,6623,10740551.94,540.513911,2013,4
82,7805,12253401.97,523.29185,2013,4
83,2269,11276834,1656.652563,2013,4
84,24910,66070756.16,884.102608,2013,4
85,1152,1564854.51,452.662571,2013,4
99,342856,704609071.66,685.037548,2013,4
0,416,905969.97,724.775976,2014,4
1,59446,112827875.34,632.659571,2014,4
2,15310,30215407.82,657.843456,2014,4
3,309,457360.55,492.314908,2014,4
4,12518,61499194.12,1637.57673,2014,4
5,695,1741231.33,834.722593,2014,4
6,5815,23959355.06,1373.265034,2014,4
7,124,334625.31,899.530403,2014,4
8,508,854951.1,560.991535,2014,4
9,189,393249.38,693.561516,2014,4
10,2603,6177721.96,791.001531,2014,4
11,43,102383.21,781.551221,2014,4
12,824,2123212.4,858.557379,2014,4
13,14013,21531825.42,512.174724,2014,4
14,4125,7562032.99,611.073372,2014,4
15,7157,11662934.59,543.194755,2014,4
16,3185,6250728.66,654.184056,2014,4
17,7783,13644534.09,584.373381,2014,4
18,2333,5881578.23,840.225461,2014,4
19,36274,52213301.49,479.800239,2014,4
20,6029,14539703.79,803.831478,2014,4
21,1655,3553574.31,715.580811,2014,4
22,5488,9715547.41,590.072724,2014,4
23,2387,9345176.58,1304.827782,2014,4
24,4394,11656162.87,884.114295,2014,4
25,3288,12857185.14,1303.313242,2014,4
26,12897,23326036.89,602.880176,2014,4
27,90072,124438052.48,460.511561,2014,4
28,8798,14984818.33,567.714276,2014,4
29,16151,22429971.23,462.922238,2014,4
30,16917,21607069.88,425.738293,2014,4
31,8854,17778611.79,669.274649,2014,4
32,17402,40721402.1,780.013831,2014,4
33,1639,10576978.88,2151.104104,2014,4
34,12951,33537440.51,863.187926,2014,4
35,8933,26337472.3,982.741503,2014,4
36,27036,47244610.12,582.475775,2014,4
37,22370,55557130.21,827.839403,2014,4
38,4484,18318373.03,1361.657104,2014,4
39,3658,7492200.17,682.722814,2014,4
40,49771,98782364.78,661.57913,2014,4
41,8924,23417544.76,874.702852,2014,4
42,23731,59948589.11,842.045525,2014,4
43,35310,87750772.71,828.384524,2014,4
44,581,1672347.07,958.365083,2014,4
45,18838,42157996.22,745.961182,2014,4
46,21562,29662932.71,458.560958,2014,4
47,23368,56508670.18,806.046132,2014,4
48,2095,3641482.66,579.392626,2014,4
49,25375,130540847.24,1714.777243,2014,4
50,1855,10069442.41,1809.423613,2014,4
51,5043,16770537.49,1108.429444,2014,4
52,17318,44395990.18,854.492073,2014,4
53,17537,29240249.21,555.771481,2014,4
54,1304,6690933.33,1709.487309,2014,4
55,124678,224932592.2,601.366157,2014,4
56,16741,38775569.14,772.037215,2014,4
57,4863,8409003.97,576.393445,2014,4
58,334522,641617339.66,639.336188,2014,4
59,23391,57638303.4,821.350956,2014,4
60,116496,157152625.3,449.66401,2014,4
61,24010,62761172.71,871.295711,2014,4
62,83484,131188901.56,523.80856,2014,4
63,1055,3334692.26,1052.949876,2014,4
64,2192,10285218.14,1563.578312,2014,4
65,18428,71227611.69,1288.371379,2014,4
66,18717,35318922.12,628.998987,2014,4
67,22392,82324468.92,1225.467696,2014,4
68,56807,213812122.86,1254.611361,2014,4
69,163146,503286260.9,1028.290006,2014,4
70,57180,69464189.02,404.944555,2014,4
71,3924,14055668.13,1193.991516,2014,4
72,8599,16431765.71,636.939518,2014,4
73,19723,45714015.64,772.574667,2014,4
74,24523,45701228.68,621.185367,2014,4
75,37285,103030458.2,921.10731,2014,4
76,6504,10174960.41,521.471935,2014,4
77,23592,39120980.91,552.727979,2014,4
78,22559,23423977.76,346.109189,2014,4
79,14320,35636244.64,829.482906,2014,4
80,1049,2990397.82,949.935775,2014,4
81,6268,10509731,558.909327,2014,4
82,7909,13078408.94,551.180417,2014,4
83,2320,12313683.64,1769.207419,2014,4
84,25551,70006895.47,913.284309,2014,4
85,1174,1676706.96,476.066712,2014,4
99,312999,710150682.17,756.286422,2014,4
0,370,938584.41,844.050728,2015,4
1,63638,124195422.23,650.523907,2015,4
2,16032,34647788.76,720.358201,2015,4
3,391,653760.34,557.340443,2015,4
4,11309,54626039.77,1610.057762,2015,4
5,635,1711956.06,898.664598,2015,4
6,6714,31097261.84,1543.748105,2015,4
7,124,329919.8,886.881182,2015,4
8,477,977516.72,682.623407,2015,4
9,212,444041.34,695.989561,2015,4
10,2622,6741120.54,856.776886,2015,4
11,36,81085.1,743.9,2015,4
12,944,2732477.3,964.176887,2015,4
13,13842,23692218.82,570.539392,2015,4
14,4310,8110702.18,627.229307,2015,4
15,7738,13407611.89,577.516018,2015,4
16,3578,7746244.53,721.654977,2015,4
17,8000,14713799.59,613.049439,2015,4
18,2235,6053391.95,902.817591,2015,4
19,36546,55785044.13,508.811216,2015,4
20,5892,15319175.96,866.616278,2015,4
21,1742,3930686.44,752.140535,2015,4
22,5621,10746049.08,637.256068,2015,4
23,2333,9935941.91,1419.420272,2015,4
24,4805,14108009.03,978.567595,2015,4
25,2883,11386535.79,1316.514717,2015,4
26,13074,25979221.69,662.329739,2015,4
27,87725,133632870.94,507.769974,2015,4
28,7737,14297197.11,615.913372,2015,4
29,15499,23749848.44,510.771397,2015,4
30,17120,25427579.4,495.085268,2015,4
31,9264,20649972.4,743.01858,2015,4
32,17602,45281871.6,857.497521,2015,4
33,1815,11984378.9,2200.179713,2015,4
34,12652,36750181.36,968.231145,2015,4
35,8468,25797832.48,1015.462801,2015,4
36,28156,56086684.86,663.991344,2015,4
37,22781,60706281.56,888.245955,2015,4
38,4606,19748738.69,1429.100418,2015,4
39,4274,10359422.11,807.815198,2015,4
40,50656,111511767.02,733.77487,2015,4
41,9294,26458627.77,948.882074,2015,4
42,20469,58655893.12,955.198806,2015,4
43,38118,102038356.41,892.286862,2015,4
44,603,1632569.47,901.47403,2015,4
45,25160,61861846.88,819.568459,2015,4
46,21444,33703587.6,523.90082,2015,4
47,24222,64913869.48,893.293739,2015,4
48,2283,4427346.72,646.327988,2015,4
49,25012,134282053.27,1789.544534,2015,4
50,1933,11364920.76,1959.469096,2015,4
51,4563,16039678.35,1171.634649,2015,4
52,17147,45869783.07,891.662287,2015,4
53,16959,30528238.24,600.028268,2015,4
54,1272,6899408.27,1807.073931,2015,4
55,121427,227508573.75,624.537993,2015,4
56,16874,45417671.08,897.192348,2015,4
57,4850,8777506.64,603.223602,2015,4
58,339570,701101816.73,688.224449,2015,4
59,23885,68770042.67,959.71144,2015,4
60,120888,169008449.07,466.0168,2015,4
61,23425,63517574.15,903.830242,2015,4
62,88505,144218719.26,543.161903,2015,4
63,1270,3840867.55,1007.837194,2015,4
64,2215,11564514.07,1740.071331,2015,4
65,17919,72771494.68,1353.661613,2015,4
66,19169,37397439.1,650.28846,2015,4
67,22355,85078389.09,1268.558144,2015,4
68,57422,223265676.99,1296.051902,2015,4
69,180164,596505257.12,1103.629748,2015,4
70,58467,76286971.75,434.923985,2015,4
71,3898,16664658.61,1425.060596,2015,4
72,6550,13124958.41,667.868838,2015,4
73,19487,46809286.16,800.678836,2015,4
74,25775,50527394.42,653.424992,2015,4
75,37566,108611700.74,963.724052,2015,4
76,7837,13101085.54,557.184771,2015,4
77,26104,46615523.57,595.2463,2015,4
78,22908,25748940.07,374.660828,2015,4
79,14317,37574399.1,874.820122,2015,4
80,676,2207143.94,1087.798886,2015,4
81,5840,10358392.62,591.16497,2015,4
82,8069,13831615.41,571.341873,2015,4
83,2547,14229780.89,1862.049318,2015,4
84,25689,72867030.13,945.47782,2015,4
85,1233,1879105.04,507.866227,2015,4
99,308517,750988232.8,811.394088,2015,4
0,209,622379.96,989.475294,2016,4
1,63180,130196460.47,686.903944,2016,4
2,16140,36280419.23,749.285816,2016,4
3,337,631825.12,623.716801,2016,4
4,10334,50812007.3,1638.991268,2016,4
5,546,1449726.79,885.05909,2016,4
6,6691,31823453.38,1585.228063,2016,4
7,86,284454.86,1098.281312,2016,4
8,427,751043.54,586.294722,2016,4
9,197,480750.6,813.452791,2016,4
10,2379,6336337.52,887.566538,2016,4
11,58,98419.85,559.203693,2016,4
12,911,2594468.57,949.311587,2016,4
13,13913,27209125,651.856088,2016,4
14,5005,10801359.68,719.275466,2016,4
15,7821,15076667.05,642.51724,2016,4
16,3419,8270206.64,806.298785,2016,4
17,8033,16074459.96,666.962365,2016,4
18,2109,6359617.64,1004.837674,2016,4
19,36995,61321197.03,552.512902,2016,4
20,5457,14998660.62,916.116578,2016,4
21,1830,4426706.43,806.028119,2016,4
22,5540,11639912.28,700.355732,2016,4
23,2208,10030648.57,1513.831658,2016,4
24,4734,14469097.01,1018.735267,2016,4
25,2265,9068358.6,1334.170751,2016,4
26,14100,29957173.21,708.173921,2016,4
27,85271,140537167.37,549.372463,2016,4
28,7290,14624797.05,668.684424,2016,4
29,13728,21119640.46,512.799331,2016,4
30,17018,26489264.93,518.847983,2016,4
31,9351,22249317.01,793.117207,2016,4
32,17305,45665672.39,879.589968,2016,4
33,1776,11866727.49,2227.238643,2016,4
34,12812,40064557.08,1042.343499,2016,4
35,8071,26322960.38,1087.051843,2016,4
36,29105,65279880.63,747.619371,2016,4
37,23060,66280633.06,958.075671,2016,4
38,5351,22906305.52,1426.828548,2016,4
39,4551,12806986.12,938.034579,2016,4
40,51330,126200946.7,819.534561,2016,4
41,9200,28956928,1049.088037,2016,4
42,21479,67501990.36,1047.565689,2016,4
43,41648,123899460.07,991.624062,2016,4
44,590,1758334.49,992.288086,2016,4
45,28838,76826118.76,887.998968,2016,4
46,21909,37839496.06,575.707031,2016,4
47,26475,76931154.05,968.576857,2016,4
48,2495,5128772.69,685.023733,2016,4
49,24848,137153325.27,1839.848218,2016,4
50,1967,11666310.94,1976.670779,2016,4
51,4332,16172921.5,1244.453793,2016,4
52,17129,48601807.61,945.762859,2016,4
53,15980,30860714.81,643.736228,2016,4
54,1287,6791030.95,1758.878774,2016,4
55,121451,233073353.15,639.69105,2016,4
56,15194,40486066.78,888.163978,2016,4
57,5016,9561467.68,635.397905,2016,4
58,343057,766165969.05,744.449628,2016,4
59,24238,74195896.33,1020.379793,2016,4
60,126789,185805896.8,488.489822,2016,4
61,24178,68921631.78,950.171387,2016,4
62,92431,161490700.19,582.380795,2016,4
63,1365,4549023.21,1110.330292,2016,4
64,2320,12200656.8,1752.967931,2016,4
65,18273,77835577.48,1419.813164,2016,4
66,19478,39862383.19,682.166222,2016,4
67,22824,93001500.59,1358.241333,2016,4
68,57414,229327175.52,1331.424249,2016,4
69,193388,690682252.64,1190.492795,2016,4
70,56576,80930342.58,476.823756,2016,4
71,4172,19052457.25,1522.248102,2016,4
72,8392,16915610.84,671.840926,2016,4
73,21022,51830682.9,821.848268,2016,4
74,26108,54643028.04,697.653695,2016,4
75,38605,117895097.03,1017.960514,2016,4
76,7996,13584182.47,566.290748,2016,4
77,27704,52932960.46,636.887097,2016,4
78,23260,28833898.36,413.211498,2016,4
79,14846,39877711.57,895.363769,2016,4
80,611,2563973.32,1398.785226,2016,4
81,5286,10196010.59,642.956904,2016,4
82,8104,14869330.54,611.579424,2016,4
83,2539,14695892.83,1929.354447,2016,4
84,25287,76793814.82,1012.269681,2016,4
85,1504,2658600.38,589.098245,2016,4
99,307393,772802246.7,838.016706,2016,4
0,172,566589.8,1098.042248,2017,4
1,64405,139085130.67,719.838992,2017,4
2,16048,38465751.4,798.956306,2017,4
3,625,1036000.17,552.238896,2017,4
4,9408,50702281.09,1796.297069,2017,4
5,519,1444870.71,926.793271,2017,4
6,6795,34520301.59,1693.416805,2017,4
7,117,364875.09,1039.53017,2017,4
8,356,776869.87,726.72579,2017,4
9,126,343435.58,903.777842,2017,4
10,2300,6531189.79,946.549244,2017,4
11,156,325795.27,694.659424,2017,4
12,894,2809613.4,1047.581431,2017,4
13,13654,28630717.19,698.940926,2017,4
14,5063,12097348.93,796.4546,2017,4
15,7716,16128597.98,696.729793,2017,4
16,3576,9265052.21,863.47178,2017,4
17,7914,16717520.04,704.073451,2017,4
18,2631,7741117.44,980.508858,2017,4
19,37012,67261661.23,605.758992,2017,4
20,4831,13929448.6,960.983001,2017,4
21,2065,5518780.71,890.700566,2017,4
22,5288,11798003.84,743.649785,2017,4
23,2150,10296182.31,1595.812509,2017,4
24,4739,16074182.04,1130.472047,2017,4
25,2145,8399911.92,1304.942041,2017,4
26,14096,32500345.2,768.547701,2017,4
27,80368,142344195.97,590.380148,2017,4
28,7070,15230787.66,718.026949,2017,4
29,12695,21975833.69,577.005558,2017,4
30,16382,27353825.34,556.571618,2017,4
31,9895,27068627.05,911.800688,2017,4
32,16943,47808306.78,940.57146,2017,4
33,1767,11863263.46,2237.085321,2017,4
34,13182,44325361.21,1120.799059,2017,4
35,8007,28808682.03,1199.212505,2017,4
36,30700,77193130.65,838.144741,2017,4
37,23566,72350953.79,1023.366013,2017,4
38,7138,30144986.83,1407.723303,2017,4
39,4483,14233374.4,1058.243449,2017,4
40,49818,134217748.31,898.053904,2017,4
41,9817,33616250.49,1141.391093,2017,4
42,22481,75263271.85,1115.920703,2017,4
43,44512,146567985.67,1097.591553,2017,4
44,572,1850382.23,1077.056012,2017,4
45,32431,98092503.06,1008.196752,2017,4
46,22393,44096606.38,656.394855,2017,4
47,26655,82767283.02,1035.017982,2017,4
48,2323,5311620.3,761.959589,2017,4
49,24978,142934616.52,1907.422554,2017,4
50,2018,12161027.39,2008.759066,2017,4
51,4244,17117354.23,1344.330026,2017,4
52,16959,51597532.98,1014.14232,2017,4
53,16321,34886763.91,712.48369,2017,4
54,1306,6808143.42,1737.65784,2017,4
55,128909,261208242.62,675.429674,2017,4
56,14847,44100446.61,990.109036,2017,4
57,4852,10474015.82,719.468046,2017,4
58,345825,810536125.28,781.257711,2017,4
59,24646,79729900.29,1078.305386,2017,4
60,130735,204426467.08,521.220852,2017,4
61,24528,77498178.58,1053.179025,2017,4
62,95081,173213237.79,607.24373,2017,4
63,1254,4377217.76,1163.534758,2017,4
64,2532,13252972.15,1744.271143,2017,4
65,18970,84331443.67,1481.838757,2017,4
66,19836,43504513.69,731.057717,2017,4
