"nuts3ekatte","laucode","obshtina","period","ikonaktiwni","regbezr"
"VID","VID01","Белоградчик","201001",3828,989
"VID","VID01","Белоградчик","201002",3828,1008
"VID","VID01","Белоградчик","201003",3828,943
"VID","VID01","Белоградчик","201004",3828,920
"VID","VID01","Белоградчик","201005",3828,914
"VID","VID01","Белоградчик","201006",3828,924
"VID","VID01","Белоградчик","201007",3828,960
"VID","VID01","Белоградчик","201008",3828,974
"VID","VID01","Белоградчик","201009",3828,957
"VID","VID01","Белоградчик","201010",3828,783
"VID","VID01","Белоградчик","201011",3828,803
"VID","VID01","Белоградчик","201012",3828,824
"VID","VID01","Белоградчик","201101",2741,816
"VID","VID01","Белоградчик","201102",2741,810
"VID","VID01","Белоградчик","201103",2741,783
"VID","VID01","Белоградчик","201104",2741,865
"VID","VID01","Белоградчик","201105",2741,840
"VID","VID01","Белоградчик","201106",2741,784
"VID","VID01","Белоградчик","201107",2741,799
"VID","VID01","Белоградчик","201108",2741,796
"VID","VID01","Белоградчик","201109",2741,787
"VID","VID01","Белоградчик","201110",2741,670
"VID","VID01","Белоградчик","201111",2741,707
"VID","VID01","Белоградчик","201112",2741,713
"VID","VID01","Белоградчик","201201",2741,746
"VID","VID01","Белоградчик","201202",2741,764
"VID","VID01","Белоградчик","201203",2741,802
"VID","VID01","Белоградчик","201204",2741,905
"VID","VID01","Белоградчик","201205",2741,940
"VID","VID01","Белоградчик","201206",2741,1020
"VID","VID01","Белоградчик","201207",2741,1033
"VID","VID01","Белоградчик","201208",2741,926
"VID","VID01","Белоградчик","201209",2741,923
"VID","VID01","Белоградчик","201210",2741,881
"VID","VID01","Белоградчик","201211",2741,875
"VID","VID01","Белоградчик","201212",2741,794
"VID","VID01","Белоградчик","201301",2741,678
"VID","VID01","Белоградчик","201302",2741,651
"VID","VID01","Белоградчик","201303",2741,626
"VID","VID01","Белоградчик","201304",2741,687
"VID","VID01","Белоградчик","201305",2741,757
"VID","VID01","Белоградчик","201306",2741,791
"VID","VID01","Белоградчик","201307",2741,858
"VID","VID01","Белоградчик","201308",2741,812
"VID","VID01","Белоградчик","201309",2741,695
"VID","VID01","Белоградчик","201310",2741,741
"VID","VID01","Белоградчик","201311",2741,796
"VID","VID01","Белоградчик","201312",2741,821
"VID","VID01","Белоградчик","201401",2741,820
"VID","VID01","Белоградчик","201402",2741,800
"VID","VID01","Белоградчик","201403",2741,940
"VID","VID01","Белоградчик","201404",2741,1097
"VID","VID01","Белоградчик","201405",2741,1033
"VID","VID01","Белоградчик","201406",2741,1033
"VID","VID01","Белоградчик","201407",2741,1034
"VID","VID01","Белоградчик","201408",2741,1031
"VID","VID01","Белоградчик","201409",2741,1046
"VID","VID01","Белоградчик","201410",2741,1041
"VID","VID01","Белоградчик","201411",2741,1069
"VID","VID01","Белоградчик","201412",2741,1012
"VID","VID01","Белоградчик","201501",2741,1014
"VID","VID01","Белоградчик","201502",2741,974
"VID","VID01","Белоградчик","201503",2741,1001
"VID","VID01","Белоградчик","201504",2741,954
"VID","VID01","Белоградчик","201505",2741,950
"VID","VID01","Белоградчик","201506",2741,908
"VID","VID01","Белоградчик","201507",2741,876
"VID","VID01","Белоградчик","201508",2741,886
"VID","VID01","Белоградчик","201509",2741,901
"VID","VID01","Белоградчик","201510",2741,952
"VID","VID01","Белоградчик","201511",2741,972
"VID","VID01","Белоградчик","201512",2741,960
"VID","VID01","Белоградчик","201601",2741,931
"VID","VID01","Белоградчик","201602",2741,856
"VID","VID01","Белоградчик","201603",2741,826
"VID","VID01","Белоградчик","201604",2741,797
"VID","VID01","Белоградчик","201605",2741,780
"VID","VID01","Белоградчик","201606",2741,735
"VID","VID01","Белоградчик","201607",2741,732
"VID","VID01","Белоградчик","201608",2741,757
"VID","VID01","Белоградчик","201609",2741,756
"VID","VID01","Белоградчик","201610",2741,760
"VID","VID01","Белоградчик","201611",2741,778
"VID","VID01","Белоградчик","201612",2741,778
"VID","VID01","Белоградчик","201701",2741,762
"VID","VID01","Белоградчик","201702",2741,739
"VID","VID01","Белоградчик","201703",2741,655
"VID","VID01","Белоградчик","201704",2741,640
"VID","VID01","Белоградчик","201705",2741,636
"VID","VID01","Белоградчик","201706",2741,627
"VID","VID01","Белоградчик","201707",2741,620
"VID","VID01","Белоградчик","201708",2741,643
"VID","VID01","Белоградчик","201709",2741,632
"VID","VID01","Белоградчик","201710",2741,642
"VID","VID01","Белоградчик","201711",2741,677
"VID","VID01","Белоградчик","201712",2741,695
"VID","VID01","Белоградчик","201801",2741,662
"VID","VID01","Белоградчик","201802",2741,634
"VID","VID01","Белоградчик","201803",2741,611
"VID","VID01","Белоградчик","201804",2741,591
"VID","VID01","Белоградчик","201805",2741,563
"VID","VID01","Белоградчик","201806",2741,529
"VID","VID01","Белоградчик","201807",2741,552
"VID","VID01","Белоградчик","201808",2741,534
"VID","VID01","Белоградчик","201809",2741,548
"VID","VID01","Белоградчик","201810",2741,583
"VID","VID01","Белоградчик","201811",2741,595
"VID","VID01","Белоградчик","201812",2741,599
"VID","VID03","Бойница","201001",527,75
"VID","VID03","Бойница","201002",527,60
"VID","VID03","Бойница","201003",527,60
"VID","VID03","Бойница","201004",527,94
"VID","VID03","Бойница","201005",527,92
"VID","VID03","Бойница","201006",527,92
"VID","VID03","Бойница","201007",527,88
"VID","VID03","Бойница","201008",527,92
"VID","VID03","Бойница","201009",527,91
"VID","VID03","Бойница","201010",527,96
"VID","VID03","Бойница","201011",527,92
"VID","VID03","Бойница","201012",527,93
"VID","VID03","Бойница","201101",286,98
"VID","VID03","Бойница","201102",286,82
"VID","VID03","Бойница","201103",286,49
"VID","VID03","Бойница","201104",286,47
"VID","VID03","Бойница","201105",286,47
"VID","VID03","Бойница","201106",286,48
"VID","VID03","Бойница","201107",286,44
"VID","VID03","Бойница","201108",286,46
"VID","VID03","Бойница","201109",286,49
"VID","VID03","Бойница","201110",286,39
"VID","VID03","Бойница","201111",286,38
"VID","VID03","Бойница","201112",286,43
"VID","VID03","Бойница","201201",286,58
"VID","VID03","Бойница","201202",286,60
"VID","VID03","Бойница","201203",286,102
"VID","VID03","Бойница","201204",286,113
"VID","VID03","Бойница","201205",286,118
"VID","VID03","Бойница","201206",286,116
"VID","VID03","Бойница","201207",286,108
"VID","VID03","Бойница","201208",286,109
"VID","VID03","Бойница","201209",286,71
"VID","VID03","Бойница","201210",286,76
"VID","VID03","Бойница","201211",286,72
"VID","VID03","Бойница","201212",286,65
"VID","VID03","Бойница","201301",286,58
"VID","VID03","Бойница","201302",286,58
"VID","VID03","Бойница","201303",286,61
"VID","VID03","Бойница","201304",286,71
"VID","VID03","Бойница","201305",286,72
"VID","VID03","Бойница","201306",286,55
"VID","VID03","Бойница","201307",286,53
"VID","VID03","Бойница","201308",286,48
"VID","VID03","Бойница","201309",286,66
"VID","VID03","Бойница","201310",286,88
"VID","VID03","Бойница","201311",286,89
"VID","VID03","Бойница","201312",286,73
"VID","VID03","Бойница","201401",286,74
"VID","VID03","Бойница","201402",286,69
"VID","VID03","Бойница","201403",286,83
"VID","VID03","Бойница","201404",286,85
"VID","VID03","Бойница","201405",286,66
"VID","VID03","Бойница","201406",286,76
"VID","VID03","Бойница","201407",286,76
"VID","VID03","Бойница","201408",286,82
"VID","VID03","Бойница","201409",286,83
"VID","VID03","Бойница","201410",286,75
"VID","VID03","Бойница","201411",286,81
"VID","VID03","Бойница","201412",286,69
"VID","VID03","Бойница","201501",286,72
"VID","VID03","Бойница","201502",286,76
"VID","VID03","Бойница","201503",286,82
"VID","VID03","Бойница","201504",286,88
"VID","VID03","Бойница","201505",286,77
"VID","VID03","Бойница","201506",286,69
"VID","VID03","Бойница","201507",286,71
"VID","VID03","Бойница","201508",286,67
"VID","VID03","Бойница","201509",286,68
"VID","VID03","Бойница","201510",286,68
"VID","VID03","Бойница","201511",286,81
"VID","VID03","Бойница","201512",286,81
"VID","VID03","Бойница","201601",286,84
"VID","VID03","Бойница","201602",286,79
"VID","VID03","Бойница","201603",286,77
"VID","VID03","Бойница","201604",286,71
"VID","VID03","Бойница","201605",286,67
"VID","VID03","Бойница","201606",286,59
"VID","VID03","Бойница","201607",286,63
"VID","VID03","Бойница","201608",286,60
"VID","VID03","Бойница","201609",286,65
"VID","VID03","Бойница","201610",286,58
"VID","VID03","Бойница","201611",286,61
"VID","VID03","Бойница","201612",286,59
"VID","VID03","Бойница","201701",286,58
"VID","VID03","Бойница","201702",286,59
"VID","VID03","Бойница","201703",286,58
"VID","VID03","Бойница","201704",286,59
"VID","VID03","Бойница","201705",286,58
"VID","VID03","Бойница","201706",286,51
"VID","VID03","Бойница","201707",286,51
"VID","VID03","Бойница","201708",286,46
"VID","VID03","Бойница","201709",286,49
"VID","VID03","Бойница","201710",286,41
"VID","VID03","Бойница","201711",286,42
"VID","VID03","Бойница","201712",286,41
"VID","VID03","Бойница","201801",286,45
"VID","VID03","Бойница","201802",286,39
"VID","VID03","Бойница","201803",286,38
"VID","VID03","Бойница","201804",286,36
"VID","VID03","Бойница","201805",286,34
"VID","VID03","Бойница","201806",286,29
"VID","VID03","Бойница","201807",286,26
"VID","VID03","Бойница","201808",286,24
"VID","VID03","Бойница","201809",286,29
"VID","VID03","Бойница","201810",286,33
"VID","VID03","Бойница","201811",286,33
"VID","VID03","Бойница","201812",286,34
"VID","VID06","Брегово","201001",2651,659
"VID","VID06","Брегово","201002",2651,665
"VID","VID06","Брегово","201003",2651,645
"VID","VID06","Брегово","201004",2651,671
"VID","VID06","Брегово","201005",2651,656
"VID","VID06","Брегово","201006",2651,659
"VID","VID06","Брегово","201007",2651,570
"VID","VID06","Брегово","201008",2651,575
"VID","VID06","Брегово","201009",2651,578
"VID","VID06","Брегово","201010",2651,533
"VID","VID06","Брегово","201011",2651,552
"VID","VID06","Брегово","201012",2651,547
"VID","VID06","Брегово","201101",1549,476
"VID","VID06","Брегово","201102",1549,437
"VID","VID06","Брегово","201103",1549,412
"VID","VID06","Брегово","201104",1549,516
"VID","VID06","Брегово","201105",1549,512
"VID","VID06","Брегово","201106",1549,502
"VID","VID06","Брегово","201107",1549,412
"VID","VID06","Брегово","201108",1549,414
"VID","VID06","Брегово","201109",1549,407
"VID","VID06","Брегово","201110",1549,352
"VID","VID06","Брегово","201111",1549,374
"VID","VID06","Брегово","201112",1549,386
"VID","VID06","Брегово","201201",1549,507
"VID","VID06","Брегово","201202",1549,566
"VID","VID06","Брегово","201203",1549,569
"VID","VID06","Брегово","201204",1549,668
"VID","VID06","Брегово","201205",1549,658
"VID","VID06","Брегово","201206",1549,663
"VID","VID06","Брегово","201207",1549,638
"VID","VID06","Брегово","201208",1549,653
"VID","VID06","Брегово","201209",1549,568
"VID","VID06","Брегово","201210",1549,600
"VID","VID06","Брегово","201211",1549,617
"VID","VID06","Брегово","201212",1549,570
"VID","VID06","Брегово","201301",1549,554
"VID","VID06","Брегово","201302",1549,557
"VID","VID06","Брегово","201303",1549,548
"VID","VID06","Брегово","201304",1549,604
"VID","VID06","Брегово","201305",1549,569
"VID","VID06","Брегово","201306",1549,521
"VID","VID06","Брегово","201307",1549,501
"VID","VID06","Брегово","201308",1549,524
"VID","VID06","Брегово","201309",1549,570
"VID","VID06","Брегово","201310",1549,558
"VID","VID06","Брегово","201311",1549,549
"VID","VID06","Брегово","201312",1549,539
"VID","VID06","Брегово","201401",1549,532
"VID","VID06","Брегово","201402",1549,540
"VID","VID06","Брегово","201403",1549,637
"VID","VID06","Брегово","201404",1549,688
"VID","VID06","Брегово","201405",1549,607
"VID","VID06","Брегово","201406",1549,575
"VID","VID06","Брегово","201407",1549,600
"VID","VID06","Брегово","201408",1549,607
"VID","VID06","Брегово","201409",1549,625
"VID","VID06","Брегово","201410",1549,618
"VID","VID06","Брегово","201411",1549,604
"VID","VID06","Брегово","201412",1549,574
"VID","VID06","Брегово","201501",1549,583
"VID","VID06","Брегово","201502",1549,583
"VID","VID06","Брегово","201503",1549,611
"VID","VID06","Брегово","201504",1549,601
"VID","VID06","Брегово","201505",1549,562
"VID","VID06","Брегово","201506",1549,549
"VID","VID06","Брегово","201507",1549,545
"VID","VID06","Брегово","201508",1549,531
"VID","VID06","Брегово","201509",1549,529
"VID","VID06","Брегово","201510",1549,541
"VID","VID06","Брегово","201511",1549,566
"VID","VID06","Брегово","201512",1549,541
"VID","VID06","Брегово","201601",1549,565
"VID","VID06","Брегово","201602",1549,563
"VID","VID06","Брегово","201603",1549,555
"VID","VID06","Брегово","201604",1549,536
"VID","VID06","Брегово","201605",1549,526
"VID","VID06","Брегово","201606",1549,512
"VID","VID06","Брегово","201607",1549,497
"VID","VID06","Брегово","201608",1549,496
"VID","VID06","Брегово","201609",1549,489
"VID","VID06","Брегово","201610",1549,495
"VID","VID06","Брегово","201611",1549,490
"VID","VID06","Брегово","201612",1549,483
"VID","VID06","Брегово","201701",1549,493
"VID","VID06","Брегово","201702",1549,502
"VID","VID06","Брегово","201703",1549,498
"VID","VID06","Брегово","201704",1549,488
"VID","VID06","Брегово","201705",1549,467
"VID","VID06","Брегово","201706",1549,497
"VID","VID06","Брегово","201707",1549,510
"VID","VID06","Брегово","201708",1549,468
"VID","VID06","Брегово","201709",1549,426
"VID","VID06","Брегово","201710",1549,416
"VID","VID06","Брегово","201711",1549,420
"VID","VID06","Брегово","201712",1549,422
"VID","VID06","Брегово","201801",1549,429
"VID","VID06","Брегово","201802",1549,416
"VID","VID06","Брегово","201803",1549,410
"VID","VID06","Брегово","201804",1549,404
"VID","VID06","Брегово","201805",1549,395
"VID","VID06","Брегово","201806",1549,378
"VID","VID06","Брегово","201807",1549,374
"VID","VID06","Брегово","201808",1549,377
"VID","VID06","Брегово","201809",1549,416
"VID","VID06","Брегово","201810",1549,421
"VID","VID06","Брегово","201811",1549,423
"VID","VID06","Брегово","201812",1549,429
"VID","VID09","Видин","201001",38082,3772
"VID","VID09","Видин","201002",38082,3986
"VID","VID09","Видин","201003",38082,3915
"VID","VID09","Видин","201004",38082,3812
"VID","VID09","Видин","201005",38082,3628
"VID","VID09","Видин","201006",38082,3568
"VID","VID09","Видин","201007",38082,3469
"VID","VID09","Видин","201008",38082,3416
"VID","VID09","Видин","201009",38082,3404
"VID","VID09","Видин","201010",38082,3425
"VID","VID09","Видин","201011",38082,3347
"VID","VID09","Видин","201012",38082,3369
"VID","VID09","Видин","201101",26316,3527
"VID","VID09","Видин","201102",26316,3553
"VID","VID09","Видин","201103",26316,3439
"VID","VID09","Видин","201104",26316,3290
"VID","VID09","Видин","201105",26316,3219
"VID","VID09","Видин","201106",26316,3108
"VID","VID09","Видин","201107",26316,3045
"VID","VID09","Видин","201108",26316,3000
"VID","VID09","Видин","201109",26316,2943
"VID","VID09","Видин","201110",26316,2893
"VID","VID09","Видин","201111",26316,2970
"VID","VID09","Видин","201112",26316,3053
"VID","VID09","Видин","201201",26316,3237
"VID","VID09","Видин","201202",26316,3315
"VID","VID09","Видин","201203",26316,3387
"VID","VID09","Видин","201204",26316,3404
"VID","VID09","Видин","201205",26316,3401
"VID","VID09","Видин","201206",26316,3478
"VID","VID09","Видин","201207",26316,3606
"VID","VID09","Видин","201208",26316,3646
"VID","VID09","Видин","201209",26316,3527
"VID","VID09","Видин","201210",26316,3629
"VID","VID09","Видин","201211",26316,3746
"VID","VID09","Видин","201212",26316,3930
"VID","VID09","Видин","201301",26316,4202
"VID","VID09","Видин","201302",26316,4221
"VID","VID09","Видин","201303",26316,4259
"VID","VID09","Видин","201304",26316,4285
"VID","VID09","Видин","201305",26316,4181
"VID","VID09","Видин","201306",26316,4111
"VID","VID09","Видин","201307",26316,4118
"VID","VID09","Видин","201308",26316,4046
"VID","VID09","Видин","201309",26316,4003
"VID","VID09","Видин","201310",26316,4083
"VID","VID09","Видин","201311",26316,4077
"VID","VID09","Видин","201312",26316,4117
"VID","VID09","Видин","201401",26316,4329
"VID","VID09","Видин","201402",26316,4499
"VID","VID09","Видин","201403",26316,4571
"VID","VID09","Видин","201404",26316,4460
"VID","VID09","Видин","201405",26316,4287
"VID","VID09","Видин","201406",26316,3986
"VID","VID09","Видин","201407",26316,3922
"VID","VID09","Видин","201408",26316,3775
"VID","VID09","Видин","201409",26316,3880
"VID","VID09","Видин","201410",26316,3896
"VID","VID09","Видин","201411",26316,3862
"VID","VID09","Видин","201412",26316,3841
"VID","VID09","Видин","201501",26316,4004
"VID","VID09","Видин","201502",26316,4062
"VID","VID09","Видин","201503",26316,4045
"VID","VID09","Видин","201504",26316,4000
"VID","VID09","Видин","201505",26316,3911
"VID","VID09","Видин","201506",26316,3638
"VID","VID09","Видин","201507",26316,3510
"VID","VID09","Видин","201508",26316,3463
"VID","VID09","Видин","201509",26316,3466
"VID","VID09","Видин","201510",26316,3595
"VID","VID09","Видин","201511",26316,3753
"VID","VID09","Видин","201512",26316,3847
"VID","VID09","Видин","201601",26316,3972
"VID","VID09","Видин","201602",26316,3951
"VID","VID09","Видин","201603",26316,3945
"VID","VID09","Видин","201604",26316,3671
"VID","VID09","Видин","201605",26316,3522
"VID","VID09","Видин","201606",26316,3429
"VID","VID09","Видин","201607",26316,3419
"VID","VID09","Видин","201608",26316,3176
"VID","VID09","Видин","201609",26316,3065
"VID","VID09","Видин","201610",26316,3035
"VID","VID09","Видин","201611",26316,3023
"VID","VID09","Видин","201612",26316,3030
"VID","VID09","Видин","201701",26316,3168
"VID","VID09","Видин","201702",26316,3151
"VID","VID09","Видин","201703",26316,3089
"VID","VID09","Видин","201704",26316,2921
"VID","VID09","Видин","201705",26316,2687
"VID","VID09","Видин","201706",26316,2601
"VID","VID09","Видин","201707",26316,2571
"VID","VID09","Видин","201708",26316,2571
"VID","VID09","Видин","201709",26316,2552
"VID","VID09","Видин","201710",26316,2586
"VID","VID09","Видин","201711",26316,2622
"VID","VID09","Видин","201712",26316,2631
"VID","VID09","Видин","201801",26316,2754
"VID","VID09","Видин","201802",26316,2707
"VID","VID09","Видин","201803",26316,2686
"VID","VID09","Видин","201804",26316,2607
"VID","VID09","Видин","201805",26316,2530
"VID","VID09","Видин","201806",26316,2310
"VID","VID09","Видин","201807",26316,2284
"VID","VID09","Видин","201808",26316,2247
"VID","VID09","Видин","201809",26316,2180
"VID","VID09","Видин","201810",26316,2238
"VID","VID09","Видин","201811",26316,2216
"VID","VID09","Видин","201812",26316,2224
"VID","VID15","Грамада","201001",1046,232
"VID","VID15","Грамада","201002",1046,236
"VID","VID15","Грамада","201003",1046,231
"VID","VID15","Грамада","201004",1046,273
"VID","VID15","Грамада","201005",1046,278
"VID","VID15","Грамада","201006",1046,271
"VID","VID15","Грамада","201007",1046,254
"VID","VID15","Грамада","201008",1046,248
"VID","VID15","Грамада","201009",1046,249
"VID","VID15","Грамада","201010",1046,220
"VID","VID15","Грамада","201011",1046,220
"VID","VID15","Грамада","201012",1046,217
"VID","VID15","Грамада","201101",504,199
"VID","VID15","Грамада","201102",504,191
"VID","VID15","Грамада","201103",504,180
"VID","VID15","Грамада","201104",504,213
"VID","VID15","Грамада","201105",504,210
"VID","VID15","Грамада","201106",504,207
"VID","VID15","Грамада","201107",504,182
"VID","VID15","Грамада","201108",504,180
"VID","VID15","Грамада","201109",504,171
"VID","VID15","Грамада","201110",504,146
"VID","VID15","Грамада","201111",504,153
"VID","VID15","Грамада","201112",504,161
"VID","VID15","Грамада","201201",504,175
"VID","VID15","Грамада","201202",504,186
"VID","VID15","Грамада","201203",504,203
"VID","VID15","Грамада","201204",504,245
"VID","VID15","Грамада","201205",504,241
"VID","VID15","Грамада","201206",504,231
"VID","VID15","Грамада","201207",504,240
"VID","VID15","Грамада","201208",504,237
"VID","VID15","Грамада","201209",504,238
"VID","VID15","Грамада","201210",504,233
"VID","VID15","Грамада","201211",504,232
"VID","VID15","Грамада","201212",504,191
"VID","VID15","Грамада","201301",504,173
"VID","VID15","Грамада","201302",504,174
"VID","VID15","Грамада","201303",504,175
"VID","VID15","Грамада","201304",504,191
"VID","VID15","Грамада","201305",504,201
"VID","VID15","Грамада","201306",504,233
"VID","VID15","Грамада","201307",504,202
"VID","VID15","Грамада","201308",504,184
"VID","VID15","Грамада","201309",504,165
"VID","VID15","Грамада","201310",504,169
"VID","VID15","Грамада","201311",504,148
"VID","VID15","Грамада","201312",504,162
"VID","VID15","Грамада","201401",504,167
"VID","VID15","Грамада","201402",504,160
"VID","VID15","Грамада","201403",504,199
"VID","VID15","Грамада","201404",504,223
"VID","VID15","Грамада","201405",504,217
"VID","VID15","Грамада","201406",504,218
"VID","VID15","Грамада","201407",504,224
"VID","VID15","Грамада","201408",504,226
"VID","VID15","Грамада","201409",504,244
"VID","VID15","Грамада","201410",504,252
"VID","VID15","Грамада","201411",504,259
"VID","VID15","Грамада","201412",504,237
"VID","VID15","Грамада","201501",504,234
"VID","VID15","Грамада","201502",504,242
"VID","VID15","Грамада","201503",504,258
"VID","VID15","Грамада","201504",504,247
"VID","VID15","Грамада","201505",504,240
"VID","VID15","Грамада","201506",504,227
"VID","VID15","Грамада","201507",504,213
"VID","VID15","Грамада","201508",504,206
"VID","VID15","Грамада","201509",504,200
"VID","VID15","Грамада","201510",504,219
"VID","VID15","Грамада","201511",504,226
"VID","VID15","Грамада","201512",504,238
"VID","VID15","Грамада","201601",504,245
"VID","VID15","Грамада","201602",504,215
"VID","VID15","Грамада","201603",504,205
"VID","VID15","Грамада","201604",504,193
"VID","VID15","Грамада","201605",504,194
"VID","VID15","Грамада","201606",504,192
"VID","VID15","Грамада","201607",504,195
"VID","VID15","Грамада","201608",504,206
"VID","VID15","Грамада","201609",504,204
"VID","VID15","Грамада","201610",504,194
"VID","VID15","Грамада","201611",504,185
"VID","VID15","Грамада","201612",504,181
"VID","VID15","Грамада","201701",504,174
"VID","VID15","Грамада","201702",504,171
"VID","VID15","Грамада","201703",504,165
"VID","VID15","Грамада","201704",504,161
"VID","VID15","Грамада","201705",504,155
"VID","VID15","Грамада","201706",504,148
"VID","VID15","Грамада","201707",504,146
"VID","VID15","Грамада","201708",504,144
"VID","VID15","Грамада","201709",504,117
"VID","VID15","Грамада","201710",504,95
"VID","VID15","Грамада","201711",504,111
"VID","VID15","Грамада","201712",504,111
"VID","VID15","Грамада","201801",504,108
"VID","VID15","Грамада","201802",504,107
"VID","VID15","Грамада","201803",504,108
"VID","VID15","Грамада","201804",504,104
"VID","VID15","Грамада","201805",504,103
"VID","VID15","Грамада","201806",504,97
"VID","VID15","Грамада","201807",504,96
"VID","VID15","Грамада","201808",504,98
"VID","VID15","Грамада","201809",504,123
"VID","VID15","Грамада","201810",504,162
"VID","VID15","Грамада","201811",504,168
"VID","VID15","Грамада","201812",504,172
"VID","VID16","Димово","201001",2936,1112
"VID","VID16","Димово","201002",2936,1142
"VID","VID16","Димово","201003",2936,1117
"VID","VID16","Димово","201004",2936,991
"VID","VID16","Димово","201005",2936,988
"VID","VID16","Димово","201006",2936,979
"VID","VID16","Димово","201007",2936,968
"VID","VID16","Димово","201008",2936,971
"VID","VID16","Димово","201009",2936,977
"VID","VID16","Димово","201010",2936,960
"VID","VID16","Димово","201011",2936,1105
"VID","VID16","Димово","201012",2936,1135
"VID","VID16","Димово","201101",1881,1037
"VID","VID16","Димово","201102",1881,1055
"VID","VID16","Димово","201103",1881,1065
"VID","VID16","Димово","201104",1881,1138
"VID","VID16","Димово","201105",1881,1111
"VID","VID16","Димово","201106",1881,1114
"VID","VID16","Димово","201107",1881,1083
"VID","VID16","Димово","201108",1881,1056
"VID","VID16","Димово","201109",1881,1027
"VID","VID16","Димово","201110",1881,986
"VID","VID16","Димово","201111",1881,1044
"VID","VID16","Димово","201112",1881,1108
"VID","VID16","Димово","201201",1881,1136
"VID","VID16","Димово","201202",1881,1107
"VID","VID16","Димово","201203",1881,1110
"VID","VID16","Димово","201204",1881,1074
"VID","VID16","Димово","201205",1881,1054
"VID","VID16","Димово","201206",1881,1082
"VID","VID16","Димово","201207",1881,1145
"VID","VID16","Димово","201208",1881,1105
"VID","VID16","Димово","201209",1881,1085
"VID","VID16","Димово","201210",1881,1126
"VID","VID16","Димово","201211",1881,1101
"VID","VID16","Димово","201212",1881,1156
"VID","VID16","Димово","201301",1881,1159
"VID","VID16","Димово","201302",1881,1138
"VID","VID16","Димово","201303",1881,1146
"VID","VID16","Димово","201304",1881,1070
"VID","VID16","Димово","201305",1881,1039
"VID","VID16","Димово","201306",1881,1055
"VID","VID16","Димово","201307",1881,1072
"VID","VID16","Димово","201308",1881,1086
"VID","VID16","Димово","201309",1881,980
"VID","VID16","Димово","201310",1881,1003
"VID","VID16","Димово","201311",1881,1071
"VID","VID16","Димово","201312",1881,1140
"VID","VID16","Димово","201401",1881,1222
"VID","VID16","Димово","201402",1881,1211
"VID","VID16","Димово","201403",1881,1212
"VID","VID16","Димово","201404",1881,1310
"VID","VID16","Димово","201405",1881,1234
"VID","VID16","Димово","201406",1881,1213
"VID","VID16","Димово","201407",1881,1221
"VID","VID16","Димово","201408",1881,1209
"VID","VID16","Димово","201409",1881,1190
"VID","VID16","Димово","201410",1881,1231
"VID","VID16","Димово","201411",1881,1230
"VID","VID16","Димово","201412",1881,1177
"VID","VID16","Димово","201501",1881,1241
"VID","VID16","Димово","201502",1881,1254
"VID","VID16","Димово","201503",1881,1299
"VID","VID16","Димово","201504",1881,1268
"VID","VID16","Димово","201505",1881,1218
"VID","VID16","Димово","201506",1881,1181
"VID","VID16","Димово","201507",1881,1158
"VID","VID16","Димово","201508",1881,1163
"VID","VID16","Димово","201509",1881,1150
"VID","VID16","Димово","201510",1881,1173
"VID","VID16","Димово","201511",1881,1197
"VID","VID16","Димово","201512",1881,1207
"VID","VID16","Димово","201601",1881,1214
"VID","VID16","Димово","201602",1881,1177
"VID","VID16","Димово","201603",1881,1206
"VID","VID16","Димово","201604",1881,1165
"VID","VID16","Димово","201605",1881,1099
"VID","VID16","Димово","201606",1881,1087
"VID","VID16","Димово","201607",1881,1088
"VID","VID16","Димово","201608",1881,1074
"VID","VID16","Димово","201609",1881,1070
"VID","VID16","Димово","201610",1881,1060
"VID","VID16","Димово","201611",1881,1068
"VID","VID16","Димово","201612",1881,1067
"VID","VID16","Димово","201701",1881,1059
"VID","VID16","Димово","201702",1881,1033
"VID","VID16","Димово","201703",1881,995
"VID","VID16","Димово","201704",1881,998
"VID","VID16","Димово","201705",1881,971
"VID","VID16","Димово","201706",1881,997
"VID","VID16","Димово","201707",1881,1012
"VID","VID16","Димово","201708",1881,1013
"VID","VID16","Димово","201709",1881,945
"VID","VID16","Димово","201710",1881,912
"VID","VID16","Димово","201711",1881,896
"VID","VID16","Димово","201712",1881,952
"VID","VID16","Димово","201801",1881,956
"VID","VID16","Димово","201802",1881,867
"VID","VID16","Димово","201803",1881,834
"VID","VID16","Димово","201804",1881,810
"VID","VID16","Димово","201805",1881,809
"VID","VID16","Димово","201806",1881,807
"VID","VID16","Димово","201807",1881,831
"VID","VID16","Димово","201808",1881,810
"VID","VID16","Димово","201809",1881,833
"VID","VID16","Димово","201810",1881,827
"VID","VID16","Димово","201811",1881,812
"VID","VID16","Димово","201812",1881,813
"VID","VID22","Кула","201001",2457,511
"VID","VID22","Кула","201002",2457,505
"VID","VID22","Кула","201003",2457,494
"VID","VID22","Кула","201004",2457,506
"VID","VID22","Кула","201005",2457,492
"VID","VID22","Кула","201006",2457,491
"VID","VID22","Кула","201007",2457,484
"VID","VID22","Кула","201008",2457,484
"VID","VID22","Кула","201009",2457,480
"VID","VID22","Кула","201010",2457,443
"VID","VID22","Кула","201011",2457,449
"VID","VID22","Кула","201012",2457,447
"VID","VID22","Кула","201101",1728,432
"VID","VID22","Кула","201102",1728,419
"VID","VID22","Кула","201103",1728,370
"VID","VID22","Кула","201104",1728,390
"VID","VID22","Кула","201105",1728,389
