"nuts3ekatte","laucode","obshtina","period","ikonaktiwni","regbezr"
"MON","MON07","Брусарци","201201",1837,525
"MON","MON07","Брусарци","201202",1837,562
"MON","MON07","Брусарци","201203",1837,582
"MON","MON07","Брусарци","201204",1837,737
"MON","MON07","Брусарци","201205",1837,692
"MON","MON07","Брусарци","201206",1837,712
"MON","MON07","Брусарци","201207",1837,700
"MON","MON07","Брусарци","201208",1837,650
"MON","MON07","Брусарци","201209",1837,682
"MON","MON07","Брусарци","201210",1837,707
"MON","MON07","Брусарци","201211",1837,728
"MON","MON07","Брусарци","201212",1837,680
"MON","MON07","Брусарци","201301",1837,641
"MON","MON07","Брусарци","201302",1837,642
"MON","MON07","Брусарци","201303",1837,638
"MON","MON07","Брусарци","201304",1837,666
"MON","MON07","Брусарци","201305",1837,707
"MON","MON07","Брусарци","201306",1837,702
"MON","MON07","Брусарци","201307",1837,735
"MON","MON07","Брусарци","201308",1837,698
"MON","MON07","Брусарци","201309",1837,645
"MON","MON07","Брусарци","201310",1837,637
"MON","MON07","Брусарци","201311",1837,674
"MON","MON07","Брусарци","201312",1837,677
"MON","MON07","Брусарци","201401",1837,691
"MON","MON07","Брусарци","201402",1837,698
"MON","MON07","Брусарци","201403",1837,768
"MON","MON07","Брусарци","201404",1837,797
"MON","MON07","Брусарци","201405",1837,758
"MON","MON07","Брусарци","201406",1837,726
"MON","MON07","Брусарци","201407",1837,711
"MON","MON07","Брусарци","201408",1837,733
"MON","MON07","Брусарци","201409",1837,736
"MON","MON07","Брусарци","201410",1837,739
"MON","MON07","Брусарци","201411",1837,730
"MON","MON07","Брусарци","201412",1837,716
"MON","MON07","Брусарци","201501",1837,744
"MON","MON07","Брусарци","201502",1837,755
"MON","MON07","Брусарци","201503",1837,779
"MON","MON07","Брусарци","201504",1837,746
"MON","MON07","Брусарци","201505",1837,716
"MON","MON07","Брусарци","201506",1837,692
"MON","MON07","Брусарци","201507",1837,678
"MON","MON07","Брусарци","201508",1837,673
"MON","MON07","Брусарци","201509",1837,651
"MON","MON07","Брусарци","201510",1837,670
"MON","MON07","Брусарци","201511",1837,682
"MON","MON07","Брусарци","201512",1837,687
"MON","MON07","Брусарци","201601",1837,691
"MON","MON07","Брусарци","201602",1837,681
"MON","MON07","Брусарци","201603",1837,637
"MON","MON07","Брусарци","201604",1837,623
"MON","MON07","Брусарци","201605",1837,579
"MON","MON07","Брусарци","201606",1837,555
"MON","MON07","Брусарци","201607",1837,554
"MON","MON07","Брусарци","201608",1837,575
"MON","MON07","Брусарци","201609",1837,546
"MON","MON07","Брусарци","201610",1837,518
"MON","MON07","Брусарци","201611",1837,514
"MON","MON07","Брусарци","201612",1837,508
"MON","MON07","Брусарци","201701",1837,527
"MON","MON07","Брусарци","201702",1837,520
"MON","MON07","Брусарци","201703",1837,507
"MON","MON07","Брусарци","201704",1837,481
"MON","MON07","Брусарци","201705",1837,473
"MON","MON07","Брусарци","201706",1837,456
"MON","MON07","Брусарци","201707",1837,441
"MON","MON07","Брусарци","201708",1837,448
"MON","MON07","Брусарци","201709",1837,418
"MON","MON07","Брусарци","201710",1837,452
"MON","MON07","Брусарци","201711",1837,420
"MON","MON07","Брусарци","201712",1837,418
"MON","MON07","Брусарци","201801",1837,447
"MON","MON07","Брусарци","201802",1837,443
"MON","MON07","Брусарци","201803",1837,445
"MON","MON07","Брусарци","201804",1837,431
"MON","MON07","Брусарци","201805",1837,431
"MON","MON07","Брусарци","201806",1837,413
"MON","MON07","Брусарци","201807",1837,414
"MON","MON07","Брусарци","201808",1837,413
"MON","MON07","Брусарци","201809",1837,425
"MON","MON07","Брусарци","201810",1837,434
"MON","MON07","Брусарци","201811",1837,415
"MON","MON07","Брусарци","201812",1837,430
"MON","MON11","Вълчедръм","201001",4603,1487
"MON","MON11","Вълчедръм","201002",4603,1504
"MON","MON11","Вълчедръм","201003",4603,1461
"MON","MON11","Вълчедръм","201004",4603,1461
"MON","MON11","Вълчедръм","201005",4603,1429
"MON","MON11","Вълчедръм","201006",4603,1436
"MON","MON11","Вълчедръм","201007",4603,1435
"MON","MON11","Вълчедръм","201008",4603,1356
"MON","MON11","Вълчедръм","201009",4603,1340
"MON","MON11","Вълчедръм","201010",4603,1372
"MON","MON11","Вълчедръм","201011",4603,1417
"MON","MON11","Вълчедръм","201012",4603,1462
"MON","MON11","Вълчедръм","201101",3030,1420
"MON","MON11","Вълчедръм","201102",3030,1423
"MON","MON11","Вълчедръм","201103",3030,1393
"MON","MON11","Вълчедръм","201104",3030,1524
"MON","MON11","Вълчедръм","201105",3030,1538
"MON","MON11","Вълчедръм","201106",3030,1503
"MON","MON11","Вълчедръм","201107",3030,1462
"MON","MON11","Вълчедръм","201108",3030,1431
"MON","MON11","Вълчедръм","201109",3030,1446
"MON","MON11","Вълчедръм","201110",3030,1307
"MON","MON11","Вълчедръм","201111",3030,1352
"MON","MON11","Вълчедръм","201112",3030,1386
"MON","MON11","Вълчедръм","201201",3030,1401
"MON","MON11","Вълчедръм","201202",3030,1387
"MON","MON11","Вълчедръм","201203",3030,1397
"MON","MON11","Вълчедръм","201204",3030,1556
"MON","MON11","Вълчедръм","201205",3030,1591
"MON","MON11","Вълчедръм","201206",3030,1618
"MON","MON11","Вълчедръм","201207",3030,1552
"MON","MON11","Вълчедръм","201208",3030,1478
"MON","MON11","Вълчедръм","201209",3030,1469
"MON","MON11","Вълчедръм","201210",3030,1514
"MON","MON11","Вълчедръм","201211",3030,1573
"MON","MON11","Вълчедръм","201212",3030,1503
"MON","MON11","Вълчедръм","201301",3030,1440
"MON","MON11","Вълчедръм","201302",3030,1433
"MON","MON11","Вълчедръм","201303",3030,1402
"MON","MON11","Вълчедръм","201304",3030,1437
"MON","MON11","Вълчедръм","201305",3030,1509
"MON","MON11","Вълчедръм","201306",3030,1507
"MON","MON11","Вълчедръм","201307",3030,1565
"MON","MON11","Вълчедръм","201308",3030,1513
"MON","MON11","Вълчедръм","201309",3030,1407
"MON","MON11","Вълчедръм","201310",3030,1505
"MON","MON11","Вълчедръм","201311",3030,1510
"MON","MON11","Вълчедръм","201312",3030,1493
"MON","MON11","Вълчедръм","201401",3030,1540
"MON","MON11","Вълчедръм","201402",3030,1573
"MON","MON11","Вълчедръм","201403",3030,1645
"MON","MON11","Вълчедръм","201404",3030,1812
"MON","MON11","Вълчедръм","201405",3030,1722
"MON","MON11","Вълчедръм","201406",3030,1718
"MON","MON11","Вълчедръм","201407",3030,1709
"MON","MON11","Вълчедръм","201408",3030,1711
"MON","MON11","Вълчедръм","201409",3030,1745
"MON","MON11","Вълчедръм","201410",3030,1769
"MON","MON11","Вълчедръм","201411",3030,1743
"MON","MON11","Вълчедръм","201412",3030,1686
"MON","MON11","Вълчедръм","201501",3030,1689
"MON","MON11","Вълчедръм","201502",3030,1681
"MON","MON11","Вълчедръм","201503",3030,1743
"MON","MON11","Вълчедръм","201504",3030,1731
"MON","MON11","Вълчедръм","201505",3030,1531
"MON","MON11","Вълчедръм","201506",3030,1489
"MON","MON11","Вълчедръм","201507",3030,1483
"MON","MON11","Вълчедръм","201508",3030,1465
"MON","MON11","Вълчедръм","201509",3030,1433
"MON","MON11","Вълчедръм","201510",3030,1481
"MON","MON11","Вълчедръм","201511",3030,1606
"MON","MON11","Вълчедръм","201512",3030,1621
"MON","MON11","Вълчедръм","201601",3030,1622
"MON","MON11","Вълчедръм","201602",3030,1541
"MON","MON11","Вълчедръм","201603",3030,1589
"MON","MON11","Вълчедръм","201604",3030,1515
"MON","MON11","Вълчедръм","201605",3030,1438
"MON","MON11","Вълчедръм","201606",3030,1420
"MON","MON11","Вълчедръм","201607",3030,1393
"MON","MON11","Вълчедръм","201608",3030,1415
"MON","MON11","Вълчедръм","201609",3030,1392
"MON","MON11","Вълчедръм","201610",3030,1381
"MON","MON11","Вълчедръм","201611",3030,1358
"MON","MON11","Вълчедръм","201612",3030,1355
"MON","MON11","Вълчедръм","201701",3030,1374
"MON","MON11","Вълчедръм","201702",3030,1374
"MON","MON11","Вълчедръм","201703",3030,1396
"MON","MON11","Вълчедръм","201704",3030,1352
"MON","MON11","Вълчедръм","201705",3030,1322
"MON","MON11","Вълчедръм","201706",3030,1315
"MON","MON11","Вълчедръм","201707",3030,1219
"MON","MON11","Вълчедръм","201708",3030,1202
"MON","MON11","Вълчедръм","201709",3030,1039
"MON","MON11","Вълчедръм","201710",3030,1098
"MON","MON11","Вълчедръм","201711",3030,1083
"MON","MON11","Вълчедръм","201712",3030,1098
"MON","MON11","Вълчедръм","201801",3030,1037
"MON","MON11","Вълчедръм","201802",3030,1029
"MON","MON11","Вълчедръм","201803",3030,1009
"MON","MON11","Вълчедръм","201804",3030,1016
"MON","MON11","Вълчедръм","201805",3030,969
"MON","MON11","Вълчедръм","201806",3030,937
"MON","MON11","Вълчедръм","201807",3030,998
"MON","MON11","Вълчедръм","201808",3030,1031
"MON","MON11","Вълчедръм","201809",3030,1097
"MON","MON11","Вълчедръм","201810",3030,1113
"MON","MON11","Вълчедръм","201811",3030,1116
"MON","MON11","Вълчедръм","201812",3030,1131
"MON","MON12","Вършец","201001",4159,904
"MON","MON12","Вършец","201002",4159,920
"MON","MON12","Вършец","201003",4159,904
"MON","MON12","Вършец","201004",4159,894
"MON","MON12","Вършец","201005",4159,867
"MON","MON12","Вършец","201006",4159,845
"MON","MON12","Вършец","201007",4159,832
"MON","MON12","Вършец","201008",4159,840
"MON","MON12","Вършец","201009",4159,830
"MON","MON12","Вършец","201010",4159,804
"MON","MON12","Вършец","201011",4159,802
"MON","MON12","Вършец","201012",4159,830
"MON","MON12","Вършец","201101",2915,840
"MON","MON12","Вършец","201102",2915,855
"MON","MON12","Вършец","201103",2915,857
"MON","MON12","Вършец","201104",2915,880
"MON","MON12","Вършец","201105",2915,839
"MON","MON12","Вършец","201106",2915,817
"MON","MON12","Вършец","201107",2915,812
"MON","MON12","Вършец","201108",2915,785
"MON","MON12","Вършец","201109",2915,769
"MON","MON12","Вършец","201110",2915,725
"MON","MON12","Вършец","201111",2915,755
"MON","MON12","Вършец","201112",2915,789
"MON","MON12","Вършец","201201",2915,828
"MON","MON12","Вършец","201202",2915,863
"MON","MON12","Вършец","201203",2915,880
"MON","MON12","Вършец","201204",2915,912
"MON","MON12","Вършец","201205",2915,906
"MON","MON12","Вършец","201206",2915,873
"MON","MON12","Вършец","201207",2915,869
"MON","MON12","Вършец","201208",2915,797
"MON","MON12","Вършец","201209",2915,753
"MON","MON12","Вършец","201210",2915,763
"MON","MON12","Вършец","201211",2915,810
"MON","MON12","Вършец","201212",2915,803
"MON","MON12","Вършец","201301",2915,837
"MON","MON12","Вършец","201302",2915,848
"MON","MON12","Вършец","201303",2915,866
"MON","MON12","Вършец","201304",2915,816
"MON","MON12","Вършец","201305",2915,794
"MON","MON12","Вършец","201306",2915,839
"MON","MON12","Вършец","201307",2915,853
"MON","MON12","Вършец","201308",2915,842
"MON","MON12","Вършец","201309",2915,812
"MON","MON12","Вършец","201310",2915,824
"MON","MON12","Вършец","201311",2915,866
"MON","MON12","Вършец","201312",2915,855
"MON","MON12","Вършец","201401",2915,894
"MON","MON12","Вършец","201402",2915,910
"MON","MON12","Вършец","201403",2915,953
"MON","MON12","Вършец","201404",2915,979
"MON","MON12","Вършец","201405",2915,982
"MON","MON12","Вършец","201406",2915,894
"MON","MON12","Вършец","201407",2915,877
"MON","MON12","Вършец","201408",2915,875
"MON","MON12","Вършец","201409",2915,887
"MON","MON12","Вършец","201410",2915,871
"MON","MON12","Вършец","201411",2915,872
"MON","MON12","Вършец","201412",2915,817
"MON","MON12","Вършец","201501",2915,854
"MON","MON12","Вършец","201502",2915,823
"MON","MON12","Вършец","201503",2915,873
"MON","MON12","Вършец","201504",2915,854
"MON","MON12","Вършец","201505",2915,877
"MON","MON12","Вършец","201506",2915,828
"MON","MON12","Вършец","201507",2915,787
"MON","MON12","Вършец","201508",2915,798
"MON","MON12","Вършец","201509",2915,788
"MON","MON12","Вършец","201510",2915,811
"MON","MON12","Вършец","201511",2915,838
"MON","MON12","Вършец","201512",2915,857
"MON","MON12","Вършец","201601",2915,846
"MON","MON12","Вършец","201602",2915,798
"MON","MON12","Вършец","201603",2915,848
"MON","MON12","Вършец","201604",2915,805
"MON","MON12","Вършец","201605",2915,785
"MON","MON12","Вършец","201606",2915,782
"MON","MON12","Вършец","201607",2915,783
"MON","MON12","Вършец","201608",2915,787
"MON","MON12","Вършец","201609",2915,773
"MON","MON12","Вършец","201610",2915,790
"MON","MON12","Вършец","201611",2915,791
"MON","MON12","Вършец","201612",2915,774
"MON","MON12","Вършец","201701",2915,785
"MON","MON12","Вършец","201702",2915,795
"MON","MON12","Вършец","201703",2915,764
"MON","MON12","Вършец","201704",2915,741
"MON","MON12","Вършец","201705",2915,739
"MON","MON12","Вършец","201706",2915,690
"MON","MON12","Вършец","201707",2915,695
"MON","MON12","Вършец","201708",2915,670
"MON","MON12","Вършец","201709",2915,675
"MON","MON12","Вършец","201710",2915,682
"MON","MON12","Вършец","201711",2915,688
"MON","MON12","Вършец","201712",2915,656
"MON","MON12","Вършец","201801",2915,664
"MON","MON12","Вършец","201802",2915,655
"MON","MON12","Вършец","201803",2915,636
"MON","MON12","Вършец","201804",2915,606
"MON","MON12","Вършец","201805",2915,587
"MON","MON12","Вършец","201806",2915,539
"MON","MON12","Вършец","201807",2915,543
"MON","MON12","Вършец","201808",2915,535
"MON","MON12","Вършец","201809",2915,526
"MON","MON12","Вършец","201810",2915,497
"MON","MON12","Вършец","201811",2915,524
"MON","MON12","Вършец","201812",2915,528
"MON","MON14","Георги Дамяново","201001",1192,150
"MON","MON14","Георги Дамяново","201002",1192,150
"MON","MON14","Георги Дамяново","201003",1192,129
"MON","MON14","Георги Дамяново","201004",1192,140
"MON","MON14","Георги Дамяново","201005",1192,145
"MON","MON14","Георги Дамяново","201006",1192,146
"MON","MON14","Георги Дамяново","201007",1192,147
"MON","MON14","Георги Дамяново","201008",1192,155
"MON","MON14","Георги Дамяново","201009",1192,159
"MON","MON14","Георги Дамяново","201010",1192,156
"MON","MON14","Георги Дамяново","201011",1192,161
"MON","MON14","Георги Дамяново","201012",1192,153
"MON","MON14","Георги Дамяново","201101",721,97
"MON","MON14","Георги Дамяново","201102",721,102
"MON","MON14","Георги Дамяново","201103",721,108
"MON","MON14","Георги Дамяново","201104",721,118
"MON","MON14","Георги Дамяново","201105",721,123
"MON","MON14","Георги Дамяново","201106",721,118
"MON","MON14","Георги Дамяново","201107",721,86
"MON","MON14","Георги Дамяново","201108",721,87
"MON","MON14","Георги Дамяново","201109",721,85
"MON","MON14","Георги Дамяново","201110",721,81
"MON","MON14","Георги Дамяново","201111",721,94
"MON","MON14","Георги Дамяново","201112",721,98
"MON","MON14","Георги Дамяново","201201",721,153
"MON","MON14","Георги Дамяново","201202",721,169
"MON","MON14","Георги Дамяново","201203",721,184
"MON","MON14","Георги Дамяново","201204",721,194
"MON","MON14","Георги Дамяново","201205",721,189
"MON","MON14","Георги Дамяново","201206",721,192
"MON","MON14","Георги Дамяново","201207",721,225
"MON","MON14","Георги Дамяново","201208",721,159
"MON","MON14","Георги Дамяново","201209",721,162
"MON","MON14","Георги Дамяново","201210",721,136
"MON","MON14","Георги Дамяново","201211",721,150
"MON","MON14","Георги Дамяново","201212",721,151
"MON","MON14","Георги Дамяново","201301",721,144
"MON","MON14","Георги Дамяново","201302",721,148
"MON","MON14","Георги Дамяново","201303",721,135
"MON","MON14","Георги Дамяново","201304",721,133
"MON","MON14","Георги Дамяново","201305",721,115
"MON","MON14","Георги Дамяново","201306",721,115
"MON","MON14","Георги Дамяново","201307",721,115
"MON","MON14","Георги Дамяново","201308",721,167
"MON","MON14","Георги Дамяново","201309",721,163
"MON","MON14","Георги Дамяново","201310",721,182
"MON","MON14","Георги Дамяново","201311",721,187
"MON","MON14","Георги Дамяново","201312",721,189
"MON","MON14","Георги Дамяново","201401",721,186
"MON","MON14","Георги Дамяново","201402",721,187
"MON","MON14","Георги Дамяново","201403",721,188
"MON","MON14","Георги Дамяново","201404",721,183
"MON","MON14","Георги Дамяново","201405",721,159
"MON","MON14","Георги Дамяново","201406",721,148
"MON","MON14","Георги Дамяново","201407",721,150
"MON","MON14","Георги Дамяново","201408",721,153
"MON","MON14","Георги Дамяново","201409",721,159
"MON","MON14","Георги Дамяново","201410",721,143
"MON","MON14","Георги Дамяново","201411",721,151
"MON","MON14","Георги Дамяново","201412",721,177
"MON","MON14","Георги Дамяново","201501",721,188
"MON","MON14","Георги Дамяново","201502",721,183
"MON","MON14","Георги Дамяново","201503",721,183
"MON","MON14","Георги Дамяново","201504",721,192
"MON","MON14","Георги Дамяново","201505",721,177
"MON","MON14","Георги Дамяново","201506",721,168
"MON","MON14","Георги Дамяново","201507",721,157
"MON","MON14","Георги Дамяново","201508",721,160
"MON","MON14","Георги Дамяново","201509",721,159
"MON","MON14","Георги Дамяново","201510",721,146
"MON","MON14","Георги Дамяново","201511",721,168
"MON","MON14","Георги Дамяново","201512",721,176
"MON","MON14","Георги Дамяново","201601",721,180
"MON","MON14","Георги Дамяново","201602",721,166
"MON","MON14","Георги Дамяново","201603",721,181
"MON","MON14","Георги Дамяново","201604",721,174
"MON","MON14","Георги Дамяново","201605",721,177
"MON","MON14","Георги Дамяново","201606",721,170
"MON","MON14","Георги Дамяново","201607",721,161
"MON","MON14","Георги Дамяново","201608",721,159
"MON","MON14","Георги Дамяново","201609",721,157
"MON","MON14","Георги Дамяново","201610",721,149
"MON","MON14","Георги Дамяново","201611",721,144
"MON","MON14","Георги Дамяново","201612",721,132
"MON","MON14","Георги Дамяново","201701",721,121
"MON","MON14","Георги Дамяново","201702",721,117
"MON","MON14","Георги Дамяново","201703",721,107
"MON","MON14","Георги Дамяново","201704",721,103
"MON","MON14","Георги Дамяново","201705",721,102
"MON","MON14","Георги Дамяново","201706",721,95
"MON","MON14","Георги Дамяново","201707",721,91
"MON","MON14","Георги Дамяново","201708",721,94
"MON","MON14","Георги Дамяново","201709",721,97
"MON","MON14","Георги Дамяново","201710",721,99
"MON","MON14","Георги Дамяново","201711",721,93
"MON","MON14","Георги Дамяново","201712",721,100
"MON","MON14","Георги Дамяново","201801",721,107
"MON","MON14","Георги Дамяново","201802",721,108
"MON","MON14","Георги Дамяново","201803",721,104
"MON","MON14","Георги Дамяново","201804",721,97
"MON","MON14","Георги Дамяново","201805",721,108
"MON","MON14","Георги Дамяново","201806",721,103
"MON","MON14","Георги Дамяново","201807",721,95
"MON","MON14","Георги Дамяново","201808",721,97
"MON","MON14","Георги Дамяново","201809",721,99
"MON","MON14","Георги Дамяново","201810",721,102
"MON","MON14","Георги Дамяново","201811",721,98
"MON","MON14","Георги Дамяново","201812",721,104
"MON","MON24","Лом","201001",16019,2321
"MON","MON24","Лом","201002",16019,2431
"MON","MON24","Лом","201003",16019,2347
"MON","MON24","Лом","201004",16019,2430
"MON","MON24","Лом","201005",16019,2301
"MON","MON24","Лом","201006",16019,2264
"MON","MON24","Лом","201007",16019,2248
"MON","MON24","Лом","201008",16019,2224
"MON","MON24","Лом","201009",16019,2191
"MON","MON24","Лом","201010",16019,2124
"MON","MON24","Лом","201011",16019,2133
"MON","MON24","Лом","201012",16019,2148
"MON","MON24","Лом","201101",12340,2317
"MON","MON24","Лом","201102",12340,2304
"MON","MON24","Лом","201103",12340,2257
"MON","MON24","Лом","201104",12340,2282
"MON","MON24","Лом","201105",12340,2183
"MON","MON24","Лом","201106",12340,2125
"MON","MON24","Лом","201107",12340,2143
"MON","MON24","Лом","201108",12340,2122
"MON","MON24","Лом","201109",12340,2054
"MON","MON24","Лом","201110",12340,1966
"MON","MON24","Лом","201111",12340,2029
"MON","MON24","Лом","201112",12340,2089
"MON","MON24","Лом","201201",12340,2229
"MON","MON24","Лом","201202",12340,2243
"MON","MON24","Лом","201203",12340,2266
"MON","MON24","Лом","201204",12340,2391
"MON","MON24","Лом","201205",12340,2349
"MON","MON24","Лом","201206",12340,2389
"MON","MON24","Лом","201207",12340,2344
"MON","MON24","Лом","201208",12340,2321
"MON","MON24","Лом","201209",12340,2325
"MON","MON24","Лом","201210",12340,2352
"MON","MON24","Лом","201211",12340,2445
"MON","MON24","Лом","201212",12340,2408
"MON","MON24","Лом","201301",12340,2484
"MON","MON24","Лом","201302",12340,2483
"MON","MON24","Лом","201303",12340,2445
"MON","MON24","Лом","201304",12340,2358
"MON","MON24","Лом","201305",12340,2278
"MON","MON24","Лом","201306",12340,2215
"MON","MON24","Лом","201307",12340,2311
"MON","MON24","Лом","201308",12340,2334
"MON","MON24","Лом","201309",12340,2229
"MON","MON24","Лом","201310",12340,2256
"MON","MON24","Лом","201311",12340,2223
"MON","MON24","Лом","201312",12340,2286
"MON","MON24","Лом","201401",12340,2329
"MON","MON24","Лом","201402",12340,2419
"MON","MON24","Лом","201403",12340,2511
"MON","MON24","Лом","201404",12340,2543
"MON","MON24","Лом","201405",12340,2459
"MON","MON24","Лом","201406",12340,2410
"MON","MON24","Лом","201407",12340,2416
"MON","MON24","Лом","201408",12340,2390
"MON","MON24","Лом","201409",12340,2399
"MON","MON24","Лом","201410",12340,2349
"MON","MON24","Лом","201411",12340,2344
"MON","MON24","Лом","201412",12340,2310
"MON","MON24","Лом","201501",12340,2336
"MON","MON24","Лом","201502",12340,2323
"MON","MON24","Лом","201503",12340,2360
"MON","MON24","Лом","201504",12340,2457
"MON","MON24","Лом","201505",12340,2432
"MON","MON24","Лом","201506",12340,2320
"MON","MON24","Лом","201507",12340,2245
"MON","MON24","Лом","201508",12340,2234
"MON","MON24","Лом","201509",12340,2193
"MON","MON24","Лом","201510",12340,2158
"MON","MON24","Лом","201511",12340,2144
"MON","MON24","Лом","201512",12340,2160
"MON","MON24","Лом","201601",12340,2196
"MON","MON24","Лом","201602",12340,2155
"MON","MON24","Лом","201603",12340,2203
"MON","MON24","Лом","201604",12340,2120
"MON","MON24","Лом","201605",12340,2044
"MON","MON24","Лом","201606",12340,1980
"MON","MON24","Лом","201607",12340,1886
"MON","MON24","Лом","201608",12340,1832
"MON","MON24","Лом","201609",12340,1775
"MON","MON24","Лом","201610",12340,1749
"MON","MON24","Лом","201611",12340,1680
"MON","MON24","Лом","201612",12340,1684
"MON","MON24","Лом","201701",12340,1717
"MON","MON24","Лом","201702",12340,1701
"MON","MON24","Лом","201703",12340,1663
"MON","MON24","Лом","201704",12340,1576
"MON","MON24","Лом","201705",12340,1501
"MON","MON24","Лом","201706",12340,1415
"MON","MON24","Лом","201707",12340,1297
"MON","MON24","Лом","201708",12340,1273
"MON","MON24","Лом","201709",12340,1232
"MON","MON24","Лом","201710",12340,1236
"MON","MON24","Лом","201711",12340,1255
"MON","MON24","Лом","201712",12340,1247
"MON","MON24","Лом","201801",12340,1244
"MON","MON24","Лом","201802",12340,1195
"MON","MON24","Лом","201803",12340,1173
"MON","MON24","Лом","201804",12340,1148
"MON","MON24","Лом","201805",12340,1172
"MON","MON24","Лом","201806",12340,1113
"MON","MON24","Лом","201807",12340,1074
"MON","MON24","Лом","201808",12340,1037
"MON","MON24","Лом","201809",12340,1016
"MON","MON24","Лом","201810",12340,1065
"MON","MON24","Лом","201811",12340,1072
"MON","MON24","Лом","201812",12340,1063
"MON","MON26","Медковец","201001",1843,374
"MON","MON26","Медковец","201002",1843,400
"MON","MON26","Медковец","201003",1843,389
"MON","MON26","Медковец","201004",1843,476
"MON","MON26","Медковец","201005",1843,485
"MON","MON26","Медковец","201006",1843,476
"MON","MON26","Медковец","201007",1843,481
"MON","MON26","Медковец","201008",1843,414
"MON","MON26","Медковец","201009",1843,417
"MON","MON26","Медковец","201010",1843,291
"MON","MON26","Медковец","201011",1843,256
"MON","MON26","Медковец","201012",1843,241
"MON","MON26","Медковец","201101",1147,367
"MON","MON26","Медковец","201102",1147,388
"MON","MON26","Медковец","201103",1147,374
"MON","MON26","Медковец","201104",1147,448
"MON","MON26","Медковец","201105",1147,440
"MON","MON26","Медковец","201106",1147,421
"MON","MON26","Медковец","201107",1147,405
"MON","MON26","Медковец","201108",1147,412
"MON","MON26","Медковец","201109",1147,390
"MON","MON26","Медковец","201110",1147,356
"MON","MON26","Медковец","201111",1147,372
"MON","MON26","Медковец","201112",1147,395
"MON","MON26","Медковец","201201",1147,418
"MON","MON26","Медковец","201202",1147,431
"MON","MON26","Медковец","201203",1147,427
"MON","MON26","Медковец","201204",1147,499
"MON","MON26","Медковец","201205",1147,463
"MON","MON26","Медковец","201206",1147,490
"MON","MON26","Медковец","201207",1147,521
"MON","MON26","Медковец","201208",1147,460
"MON","MON26","Медковец","201209",1147,443
"MON","MON26","Медковец","201210",1147,491
"MON","MON26","Медковец","201211",1147,497
"MON","MON26","Медковец","201212",1147,443
"MON","MON26","Медковец","201301",1147,402
"MON","MON26","Медковец","201302",1147,432
"MON","MON26","Медковец","201303",1147,429
"MON","MON26","Медковец","201304",1147,470
"MON","MON26","Медковец","201305",1147,508
"MON","MON26","Медковец","201306",1147,509
"MON","MON26","Медковец","201307",1147,514
"MON","MON26","Медковец","201308",1147,522
"MON","MON26","Медковец","201309",1147,421
"MON","MON26","Медковец","201310",1147,485
"MON","MON26","Медковец","201311",1147,488
"MON","MON26","Медковец","201312",1147,469
"MON","MON26","Медковец","201401",1147,472
"MON","MON26","Медковец","201402",1147,470
"MON","MON26","Медковец","201403",1147,517
"MON","MON26","Медковец","201404",1147,586
"MON","MON26","Медковец","201405",1147,538
"MON","MON26","Медковец","201406",1147,512
"MON","MON26","Медковец","201407",1147,499
"MON","MON26","Медковец","201408",1147,549
"MON","MON26","Медковец","201409",1147,574
"MON","MON26","Медковец","201410",1147,582
"MON","MON26","Медковец","201411",1147,574
"MON","MON26","Медковец","201412",1147,551
"MON","MON26","Медковец","201501",1147,569
"MON","MON26","Медковец","201502",1147,568
"MON","MON26","Медковец","201503",1147,589
"MON","MON26","Медковец","201504",1147,601
"MON","MON26","Медковец","201505",1147,571
"MON","MON26","Медковец","201506",1147,567
"MON","MON26","Медковец","201507",1147,542
"MON","MON26","Медковец","201508",1147,501
"MON","MON26","Медковец","201509",1147,501
"MON","MON26","Медковец","201510",1147,504
"MON","MON26","Медковец","201511",1147,512
"MON","MON26","Медковец","201512",1147,513
"MON","MON26","Медковец","201601",1147,536
"MON","MON26","Медковец","201602",1147,521
"MON","MON26","Медковец","201603",1147,490
"MON","MON26","Медковец","201604",1147,477
"MON","MON26","Медковец","201605",1147,465
"MON","MON26","Медковец","201606",1147,456
"MON","MON26","Медковец","201607",1147,445
"MON","MON26","Медковец","201608",1147,443
"MON","MON26","Медковец","201609",1147,441
"MON","MON26","Медковец","201610",1147,445
"MON","MON26","Медковец","201611",1147,446
"MON","MON26","Медковец","201612",1147,434
"MON","MON26","Медковец","201701",1147,446
"MON","MON26","Медковец","201702",1147,462
"MON","MON26","Медковец","201703",1147,462
"MON","MON26","Медковец","201704",1147,445
"MON","MON26","Медковец","201705",1147,426
"MON","MON26","Медковец","201706",1147,415
"MON","MON26","Медковец","201707",1147,397
"MON","MON26","Медковец","201708",1147,392
"MON","MON26","Медковец","201709",1147,340
"MON","MON26","Медковец","201710",1147,340
"MON","MON26","Медковец","201711",1147,349
"MON","MON26","Медковец","201712",1147,347
"MON","MON26","Медковец","201801",1147,345
"MON","MON26","Медковец","201802",1147,350
"MON","MON26","Медковец","201803",1147,346
"MON","MON26","Медковец","201804",1147,330
"MON","MON26","Медковец","201805",1147,324
"MON","MON26","Медковец","201806",1147,323
"MON","MON26","Медковец","201807",1147,343
"MON","MON26","Медковец","201808",1147,329
"MON","MON26","Медковец","201809",1147,366
"MON","MON26","Медковец","201810",1147,362
"MON","MON26","Медковец","201811",1147,366
"MON","MON26","Медковец","201812",1147,366
