Брутен вътрешен продукт;По цени на 2015 г.;2003Q4;млн. лв.;17264;
Брутен вътрешен продукт;По цени на 2015 г.;2004Q1;млн. лв.;13760;
Брутен вътрешен продукт;По цени на 2015 г.;2004Q2;млн. лв.;15039;
Брутен вътрешен продукт;По цени на 2015 г.;2004Q3;млн. лв.;18026;
Брутен вътрешен продукт;По цени на 2015 г.;2004Q4;млн. лв.;18288;
Брутен вътрешен продукт;По цени на 2015 г.;2005Q1;млн. лв.;14866;
Брутен вътрешен продукт;По цени на 2015 г.;2005Q2;млн. лв.;16274;
Брутен вътрешен продукт;По цени на 2015 г.;2005Q3;млн. лв.;19063;
Брутен вътрешен продукт;По цени на 2015 г.;2005Q4;млн. лв.;19570;
Брутен вътрешен продукт;По цени на 2015 г.;2006Q1;млн. лв.;15626;
Брутен вътрешен продукт;По цени на 2015 г.;2006Q2;млн. лв.;17436;
Брутен вътрешен продукт;По цени на 2015 г.;2006Q3;млн. лв.;20389;
Брутен вътрешен продукт;По цени на 2015 г.;2006Q4;млн. лв.;21067;
Брутен вътрешен продукт;По цени на 2015 г.;2007Q1;млн. лв.;16659;
Брутен вътрешен продукт;По цени на 2015 г.;2007Q2;млн. лв.;18923;
Брутен вътрешен продукт;По цени на 2015 г.;2007Q3;млн. лв.;21437;
Брутен вътрешен продукт;По цени на 2015 г.;2007Q4;млн. лв.;22384;
Брутен вътрешен продукт;По цени на 2015 г.;2008Q1;млн. лв.;17929;
Брутен вътрешен продукт;По цени на 2015 г.;2008Q2;млн. лв.;20231;
Брутен вътрешен продукт;По цени на 2015 г.;2008Q3;млн. лв.;22913;
Брутен вътрешен продукт;По цени на 2015 г.;2008Q4;млн. лв.;23162;
Брутен вътрешен продукт;По цени на 2015 г.;2009Q1;млн. лв.;17478;
Брутен вътрешен продукт;По цени на 2015 г.;2009Q2;млн. лв.;19776;
Брутен вътрешен продукт;По цени на 2015 г.;2009Q3;млн. лв.;22270;
Брутен вътрешен продукт;По цени на 2015 г.;2009Q4;млн. лв.;21827;
Брутен вътрешен продукт;По цени на 2015 г.;2010Q1;млн. лв.;16737;
Брутен вътрешен продукт;По цени на 2015 г.;2010Q2;млн. лв.;20162;
Брутен вътрешен продукт;По цени на 2015 г.;2010Q3;млн. лв.;22233;
Брутен вътрешен продукт;По цени на 2015 г.;2010Q4;млн. лв.;22684;
Брутен вътрешен продукт;По цени на 2015 г.;2011Q1;млн. лв.;17112;
Брутен вътрешен продукт;По цени на 2015 г.;2011Q2;млн. лв.;20992;
Брутен вътрешен продукт;По цени на 2015 г.;2011Q3;млн. лв.;22894;
Брутен вътрешен продукт;По цени на 2015 г.;2011Q4;млн. лв.;22741;
Брутен вътрешен продукт;По цени на 2015 г.;2012Q1;млн. лв.;17418;
Брутен вътрешен продукт;По цени на 2015 г.;2012Q2;млн. лв.;20854;
Брутен вътрешен продукт;По цени на 2015 г.;2012Q3;млн. лв.;22958;
Брутен вътрешен продукт;По цени на 2015 г.;2012Q4;млн. лв.;22811;
Брутен вътрешен продукт;По цени на 2015 г.;2013Q1;млн. лв.;17256;
Брутен вътрешен продукт;По цени на 2015 г.;2013Q2;млн. лв.;20622;
Брутен вътрешен продукт;По цени на 2015 г.;2013Q3;млн. лв.;23140;
Брутен вътрешен продукт;По цени на 2015 г.;2013Q4;млн. лв.;23290;
Брутен вътрешен продукт;По цени на 2015 г.;2014Q1;млн. лв.;17407;
Брутен вътрешен продукт;По цени на 2015 г.;2014Q2;млн. лв.;21059;
Брутен вътрешен продукт;По цени на 2015 г.;2014Q3;млн. лв.;23459;
Брутен вътрешен продукт;По цени на 2015 г.;2014Q4;млн. лв.;23981;
Брутен вътрешен продукт;По цени на 2015 г.;2015Q1;млн. лв.;18138;
Брутен вътрешен продукт;По цени на 2015 г.;2015Q2;млн. лв.;21790;
Брутен вътрешен продукт;По цени на 2015 г.;2015Q3;млн. лв.;24442;
Брутен вътрешен продукт;По цени на 2015 г.;2015Q4;млн. лв.;24964;
Брутен вътрешен продукт;По цени на 2015 г.;2016Q1;млн. лв.;18871;
Брутен вътрешен продукт;По цени на 2015 г.;2016Q2;млн. лв.;22738;
Брутен вътрешен продукт;По цени на 2015 г.;2016Q3;млн. лв.;25148;
Брутен вътрешен продукт;По цени на 2015 г.;2016Q4;млн. лв.;25980;
Брутен вътрешен продукт;По цени на 2015 г.;2017Q1;млн. лв.;19537;
Брутен вътрешен продукт;По цени на 2015 г.;2017Q2;млн. лв.;23537;
Брутен вътрешен продукт;По цени на 2015 г.;2017Q3;млн. лв.;26135;
Брутен вътрешен продукт;По цени на 2015 г.;2017Q4;млн. лв.;26781;
Брутен вътрешен продукт;По цени на 2015 г.;2018Q1;млн. лв.;20138;
Брутен вътрешен продукт;По цени на 2015 г.;2018Q2;млн. лв.;24236;
Брутен вътрешен продукт;По цени на 2015 г.;2018Q3;млн. лв.;26992;
Брутен вътрешен продукт;По цени на 2015 г.;2018Q4;млн. лв.;27584;
Брутен вътрешен продукт;По цени на 2015 г.;2019Q1;млн. лв.;21038;
Брутен вътрешен продукт;По цени на 2015 г.;2019Q2;млн. лв.;25104;
Брутен вътрешен продукт;По цени на 2015 г.;2019Q3;млн. лв.;27762;
Брутен вътрешен продукт;По цени на 2015 г.;2019Q4;млн. лв.;28383;
Брутен вътрешен продукт;По цени на 2015 г.;2020Q1;млн. лв.;21288;
Брутен вътрешен продукт;По цени на 2015 г.;2020Q2;млн. лв.;22917;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1995Q1;%;.;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1995Q2;%;.;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1995Q3;%;.;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1995Q4;%;.;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1996Q1;%;125;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1996Q2;%;109;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1996Q3;%;104;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1996Q4;%;93;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1997Q1;%;84;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1997Q2;%;82;
Брутен вътрешен продукт;Индекс на физически обем (съответно тримесечие на предходна година = 100);1997Q3;%;90;
