BG314 Плевен;2019III;56959;
BG314 Плевен;2019IV;57600;
BG314 Плевен;2019V;57445;
BG314 Плевен;2019VI;57210;
BG314 Плевен;2019VII;56903;
BG314 Плевен;2019VIII;56733;
BG314 Плевен;2019IX;57030;
BG314 Плевен;2019X;56695;
BG314 Плевен;2019XI;56537;
BG314 Плевен;2019XII;56156;
BG314 Плевен;2020I;57683;
BG314 Плевен;2020II;57739;
BG314 Плевен;2020III;56932;
BG314 Плевен;2020IV;56350;
BG314 Плевен;2020V;56430;
BG314 Плевен;2020VI;57244;
BG314 Плевен;2020VII;57200;
BG314 Плевен;2020VIII;56983;
BG314 Плевен;2020IX;57512;
BG321 Велико Търново;2008I;82288;
BG321 Велико Търново;2008II;82072;
BG321 Велико Търново;2008III;82445;
BG321 Велико Търново;2008IV;83701;
BG321 Велико Търново;2008V;83578;
BG321 Велико Търново;2008VI;84196;
BG321 Велико Търново;2008VII;86400;
BG321 Велико Търново;2008VIII;86298;
BG321 Велико Търново;2008IX;85649;
BG321 Велико Търново;2008X;85309;
BG321 Велико Търново;2008XI;84713;
BG321 Велико Търново;2008XII;83783;
BG321 Велико Търново;2009I;81560;
BG321 Велико Търново;2009II;80691;
BG321 Велико Търново;2009III;80308;
BG321 Велико Търново;2009IV;80364;
BG321 Велико Търново;2009V;79738;
BG321 Велико Търново;2009VI;79735;
BG321 Велико Търново;2009VII;79798;
BG321 Велико Търново;2009VIII;79273;
BG321 Велико Търново;2009IX;78317;
BG321 Велико Търново;2009X;80036;
BG321 Велико Търново;2009XI;78649;
BG321 Велико Търново;2009XII;77001;
BG321 Велико Търново;2010I;73794;
BG321 Велико Търново;2010II;72917;
BG321 Велико Търново;2010III;72705;
BG321 Велико Търново;2010IV;73320;
BG321 Велико Търново;2010V;73681;
BG321 Велико Търново;2010VI;73759;
BG321 Велико Търново;2010VII;74033;
BG321 Велико Търново;2010VIII;74070;
