2007Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;17543;
2007Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;15422;
2007Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;21436;
2007Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;18099;
2007Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;16103;
2007Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;22383;
2008Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;14774;
2008Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;14328;
2008Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;17928;
2008Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;17445;
2008Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;16167;
2008Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;20230;
2008Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;20346;
2008Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;18311;
2008Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;22912;
2008Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;20225;
2008Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;18510;
2008Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;23161;
2009Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;15561;
2009Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;15118;
2009Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;17494;
2009Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;18316;
2009Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;17096;
2009Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;19783;
2009Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;19694;
2009Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;19251;
2009Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;22277;
2009Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;19610;
2009Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;18868;
2009Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;21834;
2010Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;15007;
2010Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;15055;
2010Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;16744;
2010Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;18009;
2010Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;18136;
2010Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;20170;
2010Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;20227;
2010Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;19997;
2010Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;22240;
2010Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;21192;
2010Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;20403;
2010Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;22691;
2011Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;17286;
2011Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;15570;
2011Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;17120;
2011Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;20250;
2011Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;19098;
2011Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;21000;
2011Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;22211;
2011Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;20828;
2011Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;22901;
2011Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;20966;
2011Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;20690;
2011Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;22750;
2012Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;16985;
2012Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;16789;
2012Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;17425;
2012Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;20248;
2012Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;20100;
2012Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;20861;
2012Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;22571;
2012Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;22127;
2012Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;22965;
2012Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;22434;
2012Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;21985;
2012Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;22818;
2013Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;17256;
2013Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;16889;
2013Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;17265;
2013Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;19924;
2013Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;20181;
2013Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;20630;
2013Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;21985;
2013Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;22645;
2013Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;23149;
2013Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;22790;
2013Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;22792;
2013Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;23299;
2014Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;16878;
2014Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;16921;
2014Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;17415;
2014Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;20148;
2014Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;20469;
2014Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;21066;
2014Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;23288;
2014Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;22801;
2014Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;23466;
2014Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;23571;
2014Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;23308;
2014Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;23988;
2015Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;18246;
2015Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;17712;
2015Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;18145;
2015Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;22119;
2015Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;21277;
2015Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;21797;
2015Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;24073;
2015Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;23866;
2015Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;24449;
2015Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;24924;
2015Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;24376;
2015Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;24972;
2016Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;19632;
2016Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;18881;
2016Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;18881;
2016Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;22937;
2016Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;22748;
2016Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;22748;
2016Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;25830;
2016Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;25158;
2016Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;25158;
2016Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;26731;
2016Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;25989;
2016Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;25989;
2017Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;20931;
2017Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;20042;
2017Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;19546;
2017Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;24905;
2017Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;24144;
2017Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;23546;
2017Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;27903;
2017Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;26808;
2017Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;26144;
2017Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;28607;
2017Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;27470;
2017Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;26790;
2018Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;22269;
2018Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;21474;
2018Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;20148;
2018Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;26661;
2018Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;25843;
2018Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;24247;
2018Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;30442;
2018Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;28781;
2018Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;27004;
2018Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;30372;
2018Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;29412;
2018Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;27596;
2019Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;25128;
2019Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;23404;
2019Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;21112;
2019Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;29688;
2019Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;27960;
2019Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;25222;
2019Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;31681;
2019Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;30868;
2019Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;27845;
2019Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;33276;
2019Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;31565;
2019Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;28474;
2020Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;25993;
2020Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;25081;
2020Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;21496;
2020Q2;Брутен вътрешен продукт;Текущи цени;млн. лв.;27774;
2020Q2;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;26941;
2020Q2;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;23090;
2020Q3;Брутен вътрешен продукт;Текущи цени;млн. лв.;31676;
2020Q3;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;31126;
2020Q3;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;26677;
2020Q4;Брутен вътрешен продукт;Текущи цени;млн. лв.;33162;
2020Q4;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;31649;
2020Q4;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;27125;
2021Q1;Брутен вътрешен продукт;Текущи цени;млн. лв.;27054;
2021Q1;Брутен вътрешен продукт;По цени на предходната година;млн. лв.;25786;
2021Q1;Брутен вътрешен продукт;По цени на 2015 г.;млн. лв.;21390;
