"oblast","obshtina","godina","naeti","godzaplata","meszapl","mrz","mrzproc","obshtkod","nastrw","koefnaeti"
"Видин","Брегово",2017,570,8121,676.75,460,68,"VID06",4659,12.2
"Видин","Видин",2017,11992,8375,697.916666666667,460,66,"VID09",54737,21.9
"Видин","Грамада",2017,359,7675,639.583333333333,460,72,"VID15",1820,19.7
"Видин","Димово",2017,629,7511,625.916666666667,460,73,"VID16",5804,10.8
"Видин","Кула",2017,715,8778,731.5,460,63,"VID22",3788,18.9
"Видин","Макреш",2017,171,7358,613.166666666667,460,75,"VID25",1310,13.1
"Видин","Ново село",2017,251,8033,669.416666666667,460,69,"VID30",2593,9.7
"Видин","Ружинци",2017,386,6887,573.916666666667,460,80,"VID33",3710,10.4
"Видин","Чупрене",2017,291,7903,658.583333333333,460,70,"VID37",1784,16.3
"Враца","Борован",2017,520,7607,633.916666666667,460,73,"VRC05",5333,9.8
"Враца","Бяла Слатина",2017,3237,8406,700.5,460,66,"VRC08",22002,14.7
"Враца","Враца",2017,17653,9041,753.416666666667,460,61,"VRC10",65185,27.1
"Враца","Козлодуй",2017,7946,21474,1789.5,460,26,"VRC20",19357,41
"Враца","Криводол",2017,848,9011,750.916666666667,460,61,"VRC21",8669,9.8
"Враца","Мездра",2017,5073,8786,732.166666666667,460,63,"VRC27",18956,26.8
"Враца","Мизия",2017,753,8511,709.25,460,65,"VRC28",6331,11.9
"Враца","Оряхово",2017,1297,8932,744.333333333333,460,62,"VRC31",9852,13.2
"Враца","Роман",2017,822,8022,668.5,460,69,"VRC32",5606,14.7
"Враца","Хайредин",2017,469,8054,671.166666666667,460,69,"VRC35",4354,10.8
"Ловеч","Априлци",2017,721,8066,672.166666666667,460,68,"LOV02",2840,25.4
"Ловеч","Летница",2017,1425,14676,1223,460,38,"LOV17",3413,41.8
"Ловеч","Ловеч",2017,13087,9754,812.833333333333,460,57,"LOV18",44086,29.7
"Ловеч","Луковит",2017,2704,8783,731.916666666667,460,63,"LOV19",16524,16.4
"Ловеч","Тетевен",2017,3048,7662,638.5,460,72,"LOV33",19389,15.7
"Ловеч","Троян",2017,10250,9085,757.083333333333,460,61,"LOV34",29253,35
"Ловеч","Угърчин",2017,849,7438,619.833333333333,460,74,"LOV36",5670,15
"Ловеч","Ябланица",2017,1212,11888,990.666666666667,460,46,"LOV38",5786,20.9
"Монтана","Берковица",2017,3277,8719,726.583333333333,460,63,"MON02",16655,19.7
"Монтана","Бойчиновци",2017,759,8446,703.833333333333,460,65,"MON04",8262,9.2
"Монтана","Брусарци",2017,323,7467,622.25,460,74,"MON07",4450,7.3
"Монтана","Вълчедръм",2017,893,10786,898.833333333333,460,51,"MON11",8647,10.3
"Монтана","Вършец",2017,1228,8228,685.666666666667,460,67,"MON12",7271,16.9
"Монтана","Георги Дамяново",2017,361,7883,656.916666666667,460,70,"MON14",2287,15.8
"Монтана","Лом",2017,5263,8766,730.5,460,63,"MON24",25074,21
"Монтана","Медковец",2017,399,8621,718.416666666667,460,64,"MON26",3622,11
"Монтана","Монтана",2017,14826,9821,818.416666666667,460,56,"MON29",48752,30.4
"Монтана","Чипровци",2017,539,7540,628.333333333333,460,73,"MON36",3219,16.7
"Монтана","Якимово",2017,471,9087,757.25,460,61,"MON38",3975,11.8
"Плевен","Белене",2017,1305,8214,684.5,460,67,"PVN03",8734,14.9
"Плевен","Гулянци",2017,1009,8047,670.583333333333,460,69,"PVN08",10578,9.5
"Плевен","Долна Митрополия",2017,2005,8519,709.916666666667,460,65,"PVN10",18180,11
"Плевен","Долни Дъбник",2017,1734,9372,781,460,59,"PVN11",10851,16
"Плевен","Искър",2017,757,7680,640,460,72,"PVN23",6163,12.3
"Плевен","Кнежа",2017,2483,9952,829.333333333333,460,55,"PVN39",12362,20.1
"Плевен","Левски",2017,2734,8510,709.166666666667,460,65,"PVN16",17742,15.4
"Плевен","Никопол",2017,1158,8666,722.166666666667,460,64,"PVN21",8123,14.3
"Плевен","Плевен",2017,40667,9618,801.5,460,57,"PVN24",120908,33.6
"Плевен","Пордим",2017,851,8953,746.083333333333,460,62,"PVN27",5604,15.2
"Плевен","Червен бряг",2017,3727,9273,772.75,460,60,"PVN37",24964,14.9
"Велико Търново","Велико Търново",2017,31746,10190,849.166666666667,460,54,"VTR04",87111,36.4
"Велико Търново","Горна Оряховица",2017,11420,9673,806.083333333333,460,57,"VTR06",42549,26.8
"Велико Търново","Елена",2017,1664,8010,667.5,460,69,"VTR13",8615,19.3
"Велико Търново","Златарица",2017,433,7400,616.666666666667,460,75,"VTR14",3742,11.6
"Велико Търново","Лясковец",2017,5549,9785,815.416666666667,460,56,"VTR20",12189,45.5
"Велико Търново","Павликени",2017,4274,8888,740.666666666667,460,62,"VTR22",21334,20
"Велико Търново","Полски Тръмбеш",2017,1442,7881,656.75,460,70,"VTR26",12787,11.3
"Велико Търново","Свищов",2017,8054,9112,759.333333333333,460,61,"VTR28",36635,22
"Велико Търново","Стражица",2017,2409,8586,715.5,460,64,"VTR31",11854,20.3
"Велико Търново","Сухиндол",2017,364,7902,658.5,460,70,"VTR32",2316,15.7
"Габрово","Габрово",2017,19398,9649,804.083333333333,460,57,"GAB05",58567,33.1
"Габрово","Дряново",2017,2413,10791,899.25,460,51,"GAB12",8741,27.6
"Габрово","Севлиево",2017,14231,12124,1010.33333333333,460,46,"GAB29",32620,43.6
"Габрово","Трявна",2017,3218,8484,707,460,65,"GAB35",10326,31.2
"Разград","Завет",2017,1310,8264,688.666666666667,460,67,"RAZ11",9526,13.8
"Разград","Исперих",2017,4638,9014,751.166666666667,460,61,"RAZ14",20602,22.5
"Разград","Кубрат",2017,2307,8229,685.75,460,67,"RAZ16",16297,14.2
"Разград","Лозница",2017,984,7305,608.75,460,76,"RAZ17",8505,11.6
"Разград","Разград",2017,15593,11760,980,460,47,"RAZ26",46944,33.2
"Разград","Самуил",2017,1044,9409,784.083333333333,460,59,"RAZ29",6453,16.2
"Разград","Цар Калоян",2017,607,7986,665.5,460,69,"RAZ36",5387,11.3
"Русе","Борово",2017,711,8696,724.666666666667,460,63,"RSE03",5304,13.4
"Русе","Бяла",2017,2886,9484,790.333333333333,460,58,"RSE04",12164,23.7
"Русе","Ветово",2017,2341,10901,908.416666666667,460,51,"RSE05",11464,20.4
"Русе","Две могили",2017,1283,8384,698.666666666667,460,66,"RSE08",8278,15.5
"Русе","Иваново",2017,1079,9007,750.583333333333,460,61,"RSE13",8344,12.9
"Русе","Русе",2017,58632,10339,861.583333333333,460,53,"RSE27",160813,36.5
"Русе","Сливо поле",2017,1776,11020,918.333333333333,460,50,"RSE33",9920,17.9
"Русе","Ценово",2017,569,7577,631.416666666667,460,73,"RSE37",5049,11.3
"Силистра","Алфатар",2017,497,7725,643.75,460,71,"SLS01",2690,18.5
"Силистра","Главиница",2017,969,9015,751.25,460,61,"SLS07",10085,9.6
"Силистра","Дулово",2017,3395,7774,647.833333333333,460,71,"SLS10",27506,12.3
"Силистра","Кайнарджа",2017,495,9056,754.666666666667,460,61,"SLS15",5099,9.7
"Силистра","Силистра",2017,12448,8996,749.666666666667,460,61,"SLS31",46355,26.9
"Силистра","Ситово",2017,968,7457,621.416666666667,460,74,"SLS32",5047,19.2
"Силистра","Тутракан",2017,2354,8724,727,460,63,"SLS34",13780,17.1
"Варна","Аврен",2017,1523,9870,822.5,460,56,"VAR01",9331,16.3
"Варна","Аксаково",2017,4223,13244,1103.66666666667,460,42,"VAR02",20723,20.4
"Варна","Белослав",2017,2382,12957,1079.75,460,43,"VAR04",10522,22.6
"Варна","Бяла",2017,823,9203,766.916666666667,460,60,"VAR05",3283,25.1
"Варна","Варна",2017,127974,11585,965.416666666667,460,48,"VAR06",344748,37.1
"Варна","Ветрино",2017,853,7998,666.5,460,69,"VAR08",4884,17.5
"Варна","Вълчи дол",2017,1381,10164,847,460,54,"VAR09",9394,14.7
"Варна","Девня",2017,5640,17309,1442.41666666667,460,32,"VAR14",8593,65.6
"Варна","Долни чифлик",2017,1948,8695,724.583333333333,460,63,"VAR13",18698,10.4
"Варна","Дългопол",2017,1513,8378,698.166666666667,460,66,"VAR16",13440,11.3
"Варна","Провадия",2017,3192,9317,776.416666666667,460,59,"VAR24",21167,15.1
"Варна","Суворово",2017,1067,13336,1111.33333333333,460,41,"VAR26",7337,14.5
"Добрич","Балчик",2017,7132,10487,873.916666666667,460,53,"DOB03",19647,36.3
"Добрич","Генерал Тошево",2017,2562,8909,742.416666666667,460,62,"DOB12",13347,19.2
"Добрич","Добрич-селска",2017,3059,10770,897.5,460,51,"DOB15",20574,14.9
"Добрич","Добрич",2017,20526,9052,754.333333333333,460,61,"DOB28",84502,24.3
"Добрич","Каварна",2017,3277,10480,873.333333333333,460,53,"DOB17",14208,23.1
"Добрич","Крушари",2017,411,8955,746.25,460,62,"DOB20",4042,10.2
"Добрич","Тервел",2017,2779,9049,754.083333333333,460,61,"DOB27",15351,18.1
"Добрич","Шабла",2017,848,9037,753.083333333333,460,61,"DOB29",4474,19
"Търговище","Антоново",2017,611,7009,584.083333333333,460,79,"TGV02",5676,10.8
"Търговище","Омуртаг",2017,2519,7864,655.333333333333,460,70,"TGV22",20853,12.1
"Търговище","Опака",2017,711,8013,667.75,460,69,"TGV23",6084,11.7
"Търговище","Попово",2017,5843,10607,883.916666666667,460,52,"TGV24",25706,22.7
"Търговище","Търговище",2017,18782,9898,824.833333333333,460,56,"TGV35",54155,34.7
"Шумен","Велики Преслав",2017,2339,7904,658.666666666667,460,70,"SHU23",12400,18.9
"Шумен","Венец",2017,722,8899,741.583333333333,460,62,"SHU07",7163,10.1
"Шумен","Върбица",2017,1005,7472,622.666666666667,460,74,"SHU10",10374,9.7
"Шумен","Каолиново",2017,1011,7534,627.833333333333,460,73,"SHU18",12646,8
"Шумен","Каспичан",2017,2259,10893,907.75,460,51,"SHU19",7431,30.4
"Шумен","Никола Козлево",2017,590,10196,849.666666666667,460,54,"SHU21",6204,9.5
"Шумен","Нови пазар",2017,3108,9054,754.5,460,61,"SHU22",16217,19.2
"Шумен","Смядово",2017,618,7849,654.083333333333,460,70,"SHU25",6118,10.1
"Шумен","Хитрино",2017,610,8838,736.5,460,62,"SHU11",6662,9.2
"Шумен","Шумен",2017,29922,10444,870.333333333333,460,53,"SHU30",87751,34.1
"Бургас","Айтос",2017,3483,8148,679,460,68,"BGS01",28069,12.4
"Бургас","Бургас",2017,72251,11434,952.833333333333,460,48,"BGS04",209202,34.5
"Бургас","Камено",2017,1722,11669,972.416666666667,460,47,"BGS08",9976,17.3
"Бургас","Карнобат",2017,7355,9166,763.833333333333,460,60,"BGS09",23607,31.2
"Бургас","Малко Търново",2017,537,9409,784.083333333333,460,59,"BGS12",3375,15.9
"Бургас","Несебър",2017,17288,8169,680.75,460,68,"BGS15",27392,63.1
"Бургас","Поморие",2017,5178,9283,773.583333333333,460,59,"BGS17",27273,19
"Бургас","Приморско",2017,2461,7335,611.25,460,75,"BGS27",6151,40
"Бургас","Руен",2017,3873,8313,692.75,460,66,"BGS18",28058,13.8
"Бургас","Созопол",2017,3358,8481,706.75,460,65,"BGS21",12937,26
"Бургас","Средец",2017,2226,10555,879.583333333333,460,52,"BGS06",14727,15.1
"Бургас","Сунгурларе",2017,1348,8516,709.666666666667,460,65,"BGS23",11620,11.6
"Бургас","Царево",2017,2153,7589,632.416666666667,460,73,"BGS13",9192,23.4
"Сливен","Котел",2017,1757,8237,686.416666666667,460,67,"SLV11",18290,9.6
"Сливен","Нова Загора",2017,6283,8656,721.333333333333,460,64,"SLV16",36562,17.2
"Сливен","Сливен",2017,29742,9274,772.833333333333,460,60,"SLV20",120081,24.8
"Сливен","Твърдица",2017,1430,8853,737.75,460,62,"SLV24",13500,10.6
"Стара Загора","Братя Даскалови",2017,1275,8523,710.25,460,65,"SZR04",8078,15.8
"Стара Загора","Гурково",2017,1138,10454,871.166666666667,460,53,"SZR37",5002,22.8
"Стара Загора","Гълъбово",2017,6529,19320,1610,460,29,"SZR07",11844,55.1
"Стара Загора","Казанлък",2017,27379,11979,998.25,460,46,"SZR12",68555,39.9
"Стара Загора","Мъглиж",2017,1226,9295,774.583333333333,460,59,"SZR22",9785,12.5
"Стара Загора","Николаево",2017,364,8989,749.083333333333,460,61,"SZR38",4493,8.1
"Стара Загора","Опан",2017,391,8003,666.916666666667,460,69,"SZR23",2539,15.4
"Стара Загора","Павел баня",2017,2593,9955,829.583333333333,460,55,"SZR24",13359,19.4
"Стара Загора","Раднево",2017,11641,19878,1656.5,460,28,"SZR27",18206,63.9
"Стара Загора","Стара Загора",2017,49828,10217,851.416666666667,460,54,"SZR31",157586,31.6
"Стара Загора","Чирпан",2017,3487,9755,812.916666666667,460,57,"SZR36",19620,17.8
"Ямбол","Болярово",2017,601,7311,609.25,460,76,"JAM03",3615,16.6
"Ямбол","Елхово",2017,2380,9349,779.083333333333,460,59,"JAM07",14384,16.5
"Ямбол","Стралджа",2017,1465,9702,808.5,460,57,"JAM22",11794,12.4
"Ямбол","Тунджа",2017,3769,10105,842.083333333333,460,55,"JAM25",21831,17.3
"Ямбол","Ямбол",2017,23190,9500,791.666666666667,460,58,"JAM26",68846,33.7
"Благоевград","Банско",2017,5269,8116,676.333333333333,460,68,"BLG01",12868,40.9
"Благоевград","Белица",2017,1189,7337,611.416666666667,460,75,"BLG02",9426,12.6
"Благоевград","Благоевград",2017,26692,9712,809.333333333333,460,57,"BLG03",75583,35.3
"Благоевград","Гоце Делчев",2017,11928,7987,665.583333333333,460,69,"BLG11",30022,39.7
"Благоевград","Гърмен",2017,2114,7693,641.083333333333,460,72,"BLG13",14861,14.2
"Благоевград","Кресна",2017,1072,7799,649.916666666667,460,71,"BLG28",5279,20.3
"Благоевград","Петрич",2017,16616,7365,613.75,460,75,"BLG33",50110,33.2
"Благоевград","Разлог",2017,5336,8141,678.416666666667,460,68,"BLG37",19627,27.2
"Благоевград","Сандански",2017,10015,7767,647.25,460,71,"BLG40",37763,26.5
"Благоевград","Сатовча",2017,3164,7344,612,460,75,"BLG42",14353,22
"Благоевград","Симитли",2017,2340,7243,603.583333333333,460,76,"BLG44",13515,17.3
"Благоевград","Струмяни",2017,878,7070,589.166666666667,460,78,"BLG49",5151,17
"Благоевград","Хаджидимово",2017,1991,8069,672.416666666667,460,68,"BLG52",9314,21.4
"Благоевград","Якоруда",2017,1142,6953,579.416666666667,460,79,"BLG53",10010,11.4
"Кюстендил","Бобов дол",2017,3382,10383,865.25,460,53,"KNL04",7725,43.8
"Кюстендил","Бобошево",2017,278,6749,562.416666666667,460,82,"KNL05",2690,10.3
"Кюстендил","Дупница",2017,9940,9120,760,460,61,"KNL48",40124,24.8
"Кюстендил","Кочериново",2017,544,6330,527.5,460,87,"KNL27",4490,12.1
"Кюстендил","Кюстендил",2017,13101,8144,678.666666666667,460,68,"KNL29",53845,24.3
"Кюстендил","Невестино",2017,348,7785,648.75,460,71,"KNL31",2088,16.7
"Кюстендил","Рила",2017,638,8098,674.833333333333,460,68,"KNL38",2523,25.3
"Кюстендил","Сапарева баня",2017,1094,7090,590.833333333333,460,78,"KNL41",6816,16.1
"Кюстендил","Трекляно",2017,85,8069,672.416666666667,460,68,"KNL50",798,10.7
"Перник","Брезник",2017,992,7699,641.583333333333,460,72,"PER08",6292,15.8
"Перник","Земен",2017,368,7886,657.166666666667,460,70,"PER19",2432,15.1
"Перник","Ковачевци",2017,170,6663,555.25,460,83,"PER22",1658,10.3
"Перник","Перник",2017,21637,9429,785.75,460,59,"PER32",89432,24.2
"Перник","Радомир",2017,3670,9574,797.833333333333,460,58,"PER36",18614,19.7
"Перник","Трън",2017,507,7932,661,460,70,"PER51",3993,12.7
"София","Антон",2017,154,7467,622.25,460,74,"SFO54",1453,10.6
"София","Божурище",2017,2499,13732,1144.33333333333,460,40,"SFO06",8348,29.9
"София","Ботевград",2017,12663,12518,1043.16666666667,460,44,"SFO07",31367,40.4
"София","Годеч",2017,1386,11313,942.75,460,49,"SFO09",4841,28.6
"София","Горна Малина",2017,650,8830,735.833333333333,460,63,"SFO10",6572,9.9
"София","Долна баня",2017,788,9845,820.416666666667,460,56,"SFO59",4486,17.6
"София","Драгоман",2017,1154,10017,834.75,460,55,"SFO16",4822,23.9
"София","Елин Пелин",2017,8801,13912,1159.33333333333,460,40,"SFO17",22024,40
"София","Етрополе",2017,2521,8224,685.333333333333,460,67,"SFO18",11275,22.4
"София","Златица",2017,795,7923,660.25,460,70,"SFO47",5280,15.1
"София","Ихтиман",2017,2689,9851,820.916666666667,460,56,"SFO20",17027,15.8
"София","Копривщица",2017,348,8243,686.916666666667,460,67,"SFO24",2079,16.7
"София","Костенец",2017,2224,7919,659.916666666667,460,70,"SFO25",11455,19.4
"София","Костинброд",2017,5851,14099,1174.91666666667,460,39,"SFO26",16816,34.8
"София","Мирково",2017,NA,NA,NA,460,NA,"SFO56",2299,NA
"София","Пирдоп",2017,2862,18748,1562.33333333333,460,29,"SFO55",7526,38
"София","Правец",2017,1523,9792,816,460,56,"SFO34",7219,21.1
"София","Самоков",2017,8052,8193,682.75,460,67,"SFO39",35414,22.7
"София","Своге",2017,2649,9507,792.25,460,58,"SFO43",19640,13.5
"София","Сливница",2017,1383,9186,765.5,460,60,"SFO45",8911,15.5
"София","Чавдар",2017,NA,9189,765.75,460,60,"SFO57",1174,NA
"София","Челопеч",2017,1141,26141,2178.41666666667,460,21,"SFO58",1535,74.3
"София (столица)","Столична",2017,739542,17199,1433.25,460,32,"SOF46",1325429,55.8
"Кърджали","Ардино",2017,1757,7199,599.916666666667,460,77,"KRZ02",12630,13.9
"Кърджали","Джебел",2017,1528,9054,754.5,460,61,"KRZ08",8253,18.5
"Кърджали","Кирково",2017,2746,7405,617.083333333333,460,75,"KRZ14",21044,13
"Кърджали","Крумовград",2017,1981,9449,787.416666666667,460,58,"KRZ15",16921,11.7
"Кърджали","Кърджали",2017,18777,9969,830.75,460,55,"KRZ16",67871,27.7
"Кърджали","Момчилград",2017,2918,8649,720.75,460,64,"KRZ21",15591,18.7
"Кърджали","Черноочене",2017,1042,7254,604.5,460,76,"KRZ35",8803,11.8
"Пазарджик","Батак",2017,1476,9187,765.583333333333,460,60,"PAZ03",5457,27
"Пазарджик","Белово",2017,1300,9453,787.75,460,58,"PAZ04",7806,16.7
"Пазарджик","Брацигово",2017,1056,6777,564.75,460,81,"PAZ06",8683,12.2
"Пазарджик","Велинград",2017,7699,7716,643,460,72,"PAZ08",34045,22.6
"Пазарджик","Лесичово",2017,718,7216,601.333333333333,460,76,"PAZ14",5224,13.7
"Пазарджик","Пазарджик",2017,27969,8883,740.25,460,62,"PAZ19",108376,25.8
"Пазарджик","Панагюрище",2017,8284,15417,1284.75,460,36,"PAZ20",22813,36.3
"Пазарджик","Пещера",2017,5834,8818,734.833333333333,460,63,"PAZ21",17899,32.6
"Пазарджик","Ракитово",2017,1829,6709,559.083333333333,460,82,"PAZ24",14543,12.6
"Пазарджик","Септември",2017,3832,9612,801,460,57,"PAZ29",23860,16.1
"Пазарджик","Стрелча",2017,666,7319,609.916666666667,460,75,"PAZ32",4525,14.7
"Пловдив","Асеновград",2017,12395,8514,709.5,460,65,"PDV01",61334,20.2
"Пловдив","Брезово",2017,909,10675,889.583333333333,460,52,"PDV07",6479,14
"Пловдив","Калояново",2017,1733,9643,803.583333333333,460,57,"PDV12",10822,16
"Пловдив","Карлово",2017,8028,8768,730.666666666667,460,63,"PDV13",48822,16.4
"Пловдив","Кричим",2017,1301,8667,722.25,460,64,"PDV39",7991,16.3
"Пловдив","Куклен",2017,1151,9408,784,460,59,"PDV42",6259,18.4
"Пловдив","Лъки",2017,1000,13307,1108.91666666667,460,41,"PDV15",2583,38.7
"Пловдив","Марица",2017,12171,12613,1051.08333333333,460,44,"PDV17",31163,39.1
"Пловдив","Перущица",2017,926,8307,692.25,460,66,"PDV40",4798,19.3
"Пловдив","Пловдив",2017,141828,11188,932.333333333333,460,49,"PDV22",345213,41.1
"Пловдив","Първомай",2017,5473,8522,710.166666666667,460,65,"PDV23",23843,23
"Пловдив","Раковски",2017,7614,11107,925.583333333333,460,50,"PDV25",25520,29.8
"Пловдив","Родопи",2017,6273,8407,700.583333333333,460,66,"PDV26",30498,20.6
"Пловдив","Садово",2017,2377,9216,768,460,60,"PDV28",14650,16.2
"Пловдив","Сопот",2017,7326,11675,972.916666666667,460,47,"PDV43",9245,79.2
"Пловдив","Стамболийски",2017,3113,9746,812.166666666667,460,57,"PDV41",19849,15.7
"Пловдив","Съединение",2017,4461,10028,835.666666666667,460,55,"PDV33",9676,46.1
"Пловдив","Хисаря",2017,2513,9393,782.75,460,59,"PDV37",11051,22.7
"Смолян","Баните",2017,595,7066,588.833333333333,460,78,"SML02",4041,14.7
"Смолян","Борино",2017,637,6778,564.833333333333,460,81,"SML05",3157,20.2
"Смолян","Девин",2017,2859,11191,932.583333333333,460,49,"SML09",11181,25.6
"Смолян","Доспат",2017,2069,7475,622.916666666667,460,74,"SML10",8004,25.8
"Смолян","Златоград",2017,3206,8622,718.5,460,64,"SML11",10899,29.4
"Смолян","Мадан",2017,3166,9399,783.25,460,59,"SML16",11069,28.6
"Смолян","Неделино",2017,991,6521,543.416666666667,460,85,"SML18",5976,16.6
"Смолян","Рудозем",2017,2350,8288,690.666666666667,460,67,"SML27",9150,25.7
"Смолян","Смолян",2017,13260,9454,787.833333333333,460,58,"SML31",37057,35.8
"Смолян","Чепеларе",2017,2638,9642,803.5,460,57,"SML38",6748,39.1
"Хасково","Димитровград",2017,12408,8873,739.416666666667,460,62,"HKV09",48301,25.7
"Хасково","Ивайловград",2017,1024,7541,628.416666666667,460,73,"HKV11",5848,17.5
"Хасково","Любимец",2017,1140,7815,651.25,460,71,"HKV17",9334,12.2
"Хасково","Маджарово",2017,194,8524,710.333333333333,460,65,"HKV18",1716,11.3
"Хасково","Минерални бани",2017,719,7355,612.916666666667,460,75,"HKV19",6186,11.6
"Хасково","Свиленград",2017,5568,8436,703,460,65,"HKV28",21969,25.3
"Хасково","Симеоновград",2017,653,8025,668.75,460,69,"HKV29",8628,7.6
"Хасково","Стамболово",2017,577,7781,648.416666666667,460,71,"HKV30",5729,10.1
"Хасково","Тополовград",2017,1226,7793,649.416666666667,460,71,"HKV32",10081,12.2
"Хасково","Харманли",2017,4377,7712,642.666666666667,460,72,"HKV33",25704,17
"Хасково","Хасково",2017,24790,8713,726.083333333333,460,63,"HKV34",87780,28.2
