"oblast","obshtina","godina","naeti","godzaplata","meszapl","mrz","mrzproc","obshtkod","nastrw","koefnaeti"
"Стара Загора","Павел баня",2014,2151,8257,688.083333333333,340,49,"SZR24",13713,15.7
"Стара Загора","Раднево",2014,11443,19291,1607.58333333333,340,21,"SZR27",19099,59.9
"Стара Загора","Стара Загора",2014,50133,8221,685.083333333333,340,50,"SZR31",159346,31.5
"Стара Загора","Чирпан",2014,3370,8156,679.666666666667,340,50,"SZR36",20407,16.5
"Ямбол","Болярово",2014,550,6072,506,340,67,"JAM03",3845,14.3
"Ямбол","Елхово",2014,2406,7191,599.25,340,57,"JAM07",15293,15.7
"Ямбол","Стралджа",2014,1606,7066,588.833333333333,340,58,"JAM22",12280,13.1
"Ямбол","Тунджа",2014,3222,8094,674.5,340,50,"JAM25",22745,14.2
"Ямбол","Ямбол",2014,23925,7476,623,340,55,"JAM26",71561,33.4
"Благоевград","Банско",2014,4726,6793,566.083333333333,340,60,"BLG01",12784,37
"Благоевград","Белица",2014,968,5926,493.833333333333,340,69,"BLG02",9706,10
"Благоевград","Благоевград",2014,27434,8146,678.833333333333,340,50,"BLG03",76571,35.8
"Благоевград","Гоце Делчев",2014,11894,6664,555.333333333333,340,61,"BLG11",30587,38.9
"Благоевград","Гърмен",2014,1780,5403,450.25,340,76,"BLG13",14846,12
"Благоевград","Кресна",2014,1187,5790,482.5,340,70,"BLG28",5421,21.9
"Благоевград","Петрич",2014,16052,5854,487.833333333333,340,70,"BLG33",52328,30.7
"Благоевград","Разлог",2014,5454,6912,576,340,59,"BLG37",20065,27.2
"Благоевград","Сандански",2014,10507,6244,520.333333333333,340,65,"BLG40",39099,26.9
"Благоевград","Сатовча",2014,3160,5886,490.5,340,69,"BLG42",14829,21.3
"Благоевград","Симитли",2014,1877,6110,509.166666666667,340,67,"BLG44",13909,13.5
"Благоевград","Струмяни",2014,914,5745,478.75,340,71,"BLG49",5433,16.8
"Благоевград","Хаджидимово",2014,2000,5488,457.333333333333,340,74,"BLG52",9613,20.8
"Благоевград","Якоруда",2014,1063,5890,490.833333333333,340,69,"BLG53",10386,10.2
"Кюстендил","Бобов дол",2014,4768,9209,767.416666666667,340,44,"KNL04",8280,57.6
"Кюстендил","Бобошево",2014,276,5263,438.583333333333,340,78,"KNL05",2721,10.1
"Кюстендил","Дупница",2014,9585,7350,612.5,340,56,"KNL48",42470,22.6
"Кюстендил","Кочериново",2014,675,5065,422.083333333333,340,81,"KNL27",4786,14.1
"Кюстендил","Кюстендил",2014,13115,6478,539.833333333333,340,63,"KNL29",56911,23
"Кюстендил","Невестино",2014,333,6132,511,340,67,"KNL31",2369,14.1
"Кюстендил","Рила",2014,666,5859,488.25,340,70,"KNL38",2689,24.8
"Кюстендил","Сапарева баня",2014,1094,5716,476.333333333333,340,71,"KNL41",7118,15.4
"Кюстендил","Трекляно",2014,106,6091,507.583333333333,340,67,"KNL50",625,17
"Перник","Брезник",2014,974,6414,534.5,340,64,"PER08",6492,15
"Перник","Земен",2014,313,7205,600.416666666667,340,57,"PER19",2659,11.8
"Перник","Ковачевци",2014,193,5134,427.833333333333,340,79,"PER22",1560,12.4
"Перник","Перник",2014,21619,7087,590.583333333333,340,58,"PER32",92544,23.4
"Перник","Радомир",2014,3565,7263,605.25,340,56,"PER36",19763,18
"Перник","Трън",2014,500,6508,542.333333333333,340,63,"PER51",4030,12.4
"София","Антон",2014,184,6169,514.083333333333,340,66,"SFO54",1504,12.2
"София","Божурище",2014,2038,8601,716.75,340,47,"SFO06",8434,24.2
"София","Ботевград",2014,10905,9364,780.333333333333,340,44,"SFO07",32237,33.8
"София","Годеч",2014,1365,8457,704.75,340,48,"SFO09",5052,27
"София","Горна Малина",2014,685,7270,605.833333333333,340,56,"SFO10",6091,11.2
"София","Долна баня",2014,590,7697,641.416666666667,340,53,"SFO59",4510,13.1
"София","Драгоман",2014,1306,8039,669.916666666667,340,51,"SFO16",5092,25.6
"София","Елин Пелин",2014,7954,11598,966.5,340,35,"SFO17",22408,35.5
"София","Етрополе",2014,2673,6629,552.416666666667,340,62,"SFO18",11493,23.3
"София","Златица",2014,870,6822,568.5,340,60,"SFO47",5548,15.7
"София","Ихтиман",2014,2889,7816,651.333333333333,340,52,"SFO20",17477,16.5
"София","Копривщица",2014,334,6224,518.666666666667,340,66,"SFO24",2231,15
"София","Костенец",2014,2340,6656,554.666666666667,340,61,"SFO25",11978,19.5
"София","Костинброд",2014,5585,11081,923.416666666667,340,37,"SFO26",17195,32.5
"София","Мирково",2014,NA,NA,NA,340,NA,"SFO56",2373,NA
"София","Пирдоп",2014,3043,15642,1303.5,340,26,"SFO55",7919,38.4
"София","Правец",2014,1545,7707,642.25,340,53,"SFO34",7430,20.8
"София","Самоков",2014,7869,6779,564.916666666667,340,60,"SFO39",36449,21.6
"София","Своге",2014,2915,7944,662,340,51,"SFO43",20784,14
"София","Сливница",2014,1328,7460,621.666666666667,340,55,"SFO45",9149,14.5
"София","Чавдар",2014,NA,7616,634.666666666667,340,54,"SFO57",1215,NA
"София","Челопеч",2014,1196,23512,1959.33333333333,340,17,"SFO58",1492,80.2
"София (столица)","Столична",2014,696588,13542,1128.5,340,30,"SOF46",1316557,52.9
"Кърджали","Ардино",2014,1789,5814,484.5,340,70,"KRZ02",11956,15
"Кърджали","Джебел",2014,1865,6777,564.75,340,60,"KRZ08",8248,22.6
"Кърджали","Кирково",2014,2591,6028,502.333333333333,340,68,"KRZ14",21535,12
"Кърджали","Крумовград",2014,1960,7066,588.833333333333,340,58,"KRZ15",17398,11.3
"Кърджали","Кърджали",2014,17400,7849,654.083333333333,340,52,"KRZ16",67794,25.7
"Кърджали","Момчилград",2014,2769,6287,523.916666666667,340,65,"KRZ21",15906,17.4
"Кърджали","Черноочене",2014,1084,5785,482.083333333333,340,71,"KRZ35",9216,11.8
"Пазарджик","Батак",2014,1653,8177,681.416666666667,340,50,"PAZ03",5709,29
"Пазарджик","Белово",2014,1459,7730,644.166666666667,340,53,"PAZ04",8313,17.6
"Пазарджик","Брацигово",2014,1052,5688,474,340,72,"PAZ06",9125,11.5
"Пазарджик","Велинград",2014,8054,6358,529.833333333333,340,64,"PAZ08",39785,20.2
"Пазарджик","Лесичово",2014,624,5706,475.5,340,72,"PAZ14",5356,11.7
"Пазарджик","Пазарджик",2014,27629,7137,594.75,340,57,"PAZ19",111551,24.8
"Пазарджик","Панагюрище",2014,7420,12706,1058.83333333333,340,32,"PAZ20",23921,31
"Пазарджик","Пещера",2014,5966,6522,543.5,340,63,"PAZ21",18477,32.3
"Пазарджик","Ракитово",2014,1730,5923,493.583333333333,340,69,"PAZ24",14849,11.7
"Пазарджик","Септември",2014,3888,7673,639.416666666667,340,53,"PAZ29",24797,15.7
"Пазарджик","Стрелча",2014,614,5837,486.416666666667,340,70,"PAZ32",4666,13.2
"Пловдив","Асеновград",2014,11848,6591,549.25,340,62,"PDV01",62685,18.9
"Пловдив","Брезово",2014,931,8214,684.5,340,50,"PDV07",6848,13.6
"Пловдив","Калояново",2014,1716,7382,615.166666666667,340,55,"PDV12",11342,15.1
"Пловдив","Карлово",2014,8224,6852,571,340,60,"PDV13",50609,16.3
"Пловдив","Кричим",2014,1385,7196,599.666666666667,340,57,"PDV39",8190,16.9
"Пловдив","Куклен",2014,1047,7693,641.083333333333,340,53,"PDV42",6337,16.5
"Пловдив","Лъки",2014,1134,10205,850.416666666667,340,40,"PDV15",2739,41.4
"Пловдив","Марица",2014,11576,9195,766.25,340,44,"PDV17",31649,36.6
"Пловдив","Перущица",2014,934,6327,527.25,340,64,"PDV40",4931,18.9
"Пловдив","Пловдив",2014,135599,9028,752.333333333333,340,45,"PDV22",341567,39.7
"Пловдив","Първомай",2014,4984,6868,572.333333333333,340,59,"PDV23",24830,20.1
"Пловдив","Раковски",2014,6771,8084,673.666666666667,340,50,"PDV25",25863,26.2
"Пловдив","Родопи",2014,4312,7154,596.166666666667,340,57,"PDV26",31449,13.7
"Пловдив","Садово",2014,2295,6458,538.166666666667,340,63,"PDV28",15043,15.3
"Пловдив","Сопот",2014,5229,7506,625.5,340,54,"PDV43",9511,55
"Пловдив","Стамболийски",2014,2969,7667,638.916666666667,340,53,"PDV41",20232,14.7
"Пловдив","Съединение",2014,3909,7063,588.583333333333,340,58,"PDV33",10066,38.8
"Пловдив","Хисаря",2014,2194,7218,601.5,340,57,"PDV37",11695,18.8
"Смолян","Баните",2014,612,5666,472.166666666667,340,72,"SML02",4503,13.6
"Смолян","Борино",2014,653,5623,468.583333333333,340,73,"SML05",3362,19.4
"Смолян","Девин",2014,2594,9680,806.666666666667,340,42,"SML09",11963,21.7
"Смолян","Доспат",2014,2264,5973,497.75,340,68,"SML10",8587,26.4
"Смолян","Златоград",2014,3109,6530,544.166666666667,340,62,"SML11",11471,27.1
"Смолян","Мадан",2014,3079,7216,601.333333333333,340,57,"SML16",11653,26.4
"Смолян","Неделино",2014,856,5225,435.416666666667,340,78,"SML18",6522,13.1
"Смолян","Рудозем",2014,2230,6592,549.333333333333,340,62,"SML27",9599,23.2
"Смолян","Смолян",2014,12914,7447,620.583333333333,340,55,"SML31",39079,33
"Смолян","Чепеларе",2014,2641,7874,656.166666666667,340,52,"SML38",7245,36.5
"Хасково","Димитровград",2014,12331,7425,618.75,340,55,"HKV09",50655,24.3
"Хасково","Ивайловград",2014,1010,6145,512.083333333333,340,66,"HKV11",6006,16.8
"Хасково","Любимец",2014,1143,5996,499.666666666667,340,68,"HKV17",9744,11.7
"Хасково","Маджарово",2014,164,6286,523.833333333333,340,65,"HKV18",1759,9.3
"Хасково","Минерални бани",2014,640,4903,408.583333333333,340,83,"HKV19",6168,10.4
"Хасково","Свиленград",2014,5549,6790,565.833333333333,340,60,"HKV28",22798,24.3
"Хасково","Симеоновград",2014,621,6463,538.583333333333,340,63,"HKV29",8188,7.6
"Хасково","Стамболово",2014,631,6455,537.916666666667,340,63,"HKV30",5922,10.7
"Хасково","Тополовград",2014,1151,6776,564.666666666667,340,60,"HKV32",10572,10.9
"Хасково","Харманли",2014,4185,6219,518.25,340,66,"HKV33",24912,16.8
"Хасково","Хасково",2014,24658,7036,586.333333333333,340,58,"HKV34",90940,27.1
"Видин","Белоградчик",2015,926,6680,556.666666666667,360,65,"VID01",5997,15.4
"Видин","Бойница",2015,164,6557,546.416666666667,360,66,"VID03",1143,14.3
"Видин","Брегово",2015,559,6935,577.916666666667,360,62,"VID06",4994,11.2
"Видин","Видин",2015,12596,6986,582.166666666667,360,62,"VID09",57001,22.1
"Видин","Грамада",2015,315,6816,568,360,63,"VID15",2015,15.6
"Видин","Димово",2015,591,7710,642.5,360,56,"VID16",6050,9.8
"Видин","Кула",2015,697,8023,668.583333333333,360,54,"VID22",4004,17.4
"Видин","Макреш",2015,140,6642,553.5,360,65,"VID25",1438,9.7
"Видин","Ново село",2015,295,6602,550.166666666667,360,65,"VID30",2783,10.6
"Видин","Ружинци",2015,286,6201,516.75,360,70,"VID33",3940,7.3
"Видин","Чупрене",2015,254,7328,610.666666666667,360,59,"VID37",1870,13.6
"Враца","Борован",2015,498,6171,514.25,360,70,"VRC05",5536,9
"Враца","Бяла Слатина",2015,3302,6933,577.75,360,62,"VRC08",22961,14.4
"Враца","Враца",2015,17892,7693,641.083333333333,360,56,"VRC10",66788,26.8
"Враца","Козлодуй",2015,7934,20949,1745.75,360,21,"VRC20",19977,39.7
"Враца","Криводол",2015,822,8177,681.416666666667,360,53,"VRC21",9255,8.9
"Враца","Мездра",2015,3294,6907,575.583333333333,360,63,"VRC27",19898,16.6
"Враца","Мизия",2015,856,6666,555.5,360,65,"VRC28",6701,12.8
"Враца","Оряхово",2015,1274,7932,661,360,54,"VRC31",10343,12.3
"Враца","Роман",2015,860,6773,564.416666666667,360,64,"VRC32",5933,14.5
"Враца","Хайредин",2015,468,6744,562,360,64,"VRC35",4615,10.1
"Ловеч","Априлци",2015,699,6748,562.333333333333,360,64,"LOV02",3009,23.2
"Ловеч","Летница",2015,1128,11460,955,360,38,"LOV17",3550,31.8
"Ловеч","Ловеч",2015,13805,8441,703.416666666667,360,51,"LOV18",45901,30.1
"Ловеч","Луковит",2015,2830,7541,628.416666666667,360,57,"LOV19",17058,16.6
"Ловеч","Тетевен",2015,3117,6520,543.333333333333,360,66,"LOV33",19949,15.6
"Ловеч","Троян",2015,10002,7703,641.916666666667,360,56,"LOV34",30080,33.3
"Ловеч","Угърчин",2015,782,6870,572.5,360,63,"LOV36",5975,13.1
"Ловеч","Ябланица",2015,1139,9525,793.75,360,45,"LOV38",5971,19.1
"Монтана","Берковица",2015,3182,7577,631.416666666667,360,57,"MON02",17201,18.5
"Монтана","Бойчиновци",2015,806,7413,617.75,360,58,"MON04",8660,9.3
"Монтана","Брусарци",2015,351,6418,534.833333333333,360,67,"MON07",4608,7.6
"Монтана","Вълчедръм",2015,924,8968,747.333333333333,360,48,"MON11",9028,10.2
"Монтана","Вършец",2015,1174,7490,624.166666666667,360,58,"MON12",7656,15.3
"Монтана","Георги Дамяново",2015,377,7002,583.5,360,62,"MON14",2445,15.4
"Монтана","Лом",2015,5329,7610,634.166666666667,360,57,"MON24",26182,20.4
"Монтана","Медковец",2015,356,7120,593.333333333333,360,61,"MON26",3825,9.3
"Монтана","Монтана",2015,14519,8302,691.833333333333,360,52,"MON29",49995,29
"Монтана","Чипровци",2015,682,7381,615.083333333333,360,59,"MON36",3412,20
"Монтана","Якимово",2015,452,8137,678.083333333333,360,53,"MON38",4176,10.8
"Плевен","Белене",2015,1611,7542,628.5,360,57,"PVN03",9216,17.5
"Плевен","Гулянци",2015,1048,6713,559.416666666667,360,64,"PVN08",11144,9.4
"Плевен","Долна Митрополия",2015,2300,7479,623.25,360,58,"PVN10",18755,12.3
"Плевен","Долни Дъбник",2015,1882,8117,676.416666666667,360,53,"PVN11",11162,16.9
"Плевен","Искър",2015,665,6304,525.333333333333,360,69,"PVN23",6417,10.4
"Плевен","Кнежа",2015,2371,7963,663.583333333333,360,54,"PVN39",12808,18.5
"Плевен","Левски",2015,3042,7175,597.916666666667,360,60,"PVN16",18447,16.5
"Плевен","Никопол",2015,1170,7428,619,360,58,"PVN21",8538,13.7
"Плевен","Плевен",2015,40979,8049,670.75,360,54,"PVN24",123673,33.1
"Плевен","Пордим",2015,916,7715,642.916666666667,360,56,"PVN27",5922,15.5
"Плевен","Червен бряг",2015,3616,7808,650.666666666667,360,55,"PVN37",25904,14
"Велико Търново","Велико Търново",2015,31013,8675,722.916666666667,360,50,"VTR04",87259,35.5
"Велико Търново","Горна Оряховица",2015,11745,8139,678.25,360,53,"VTR06",43679,26.9
"Велико Търново","Елена",2015,1717,6659,554.916666666667,360,65,"VTR13",8878,19.3
"Велико Търново","Златарица",2015,451,6161,513.416666666667,360,70,"VTR14",3841,11.7
"Велико Търново","Лясковец",2015,5011,8117,676.416666666667,360,53,"VTR20",12636,39.7
"Велико Търново","Павликени",2015,4466,7488,624,360,58,"VTR22",22099,20.2
"Велико Търново","Полски Тръмбеш",2015,1585,6718,559.833333333333,360,64,"VTR26",13295,11.9
"Велико Търново","Свищов",2015,8319,8081,673.416666666667,360,53,"VTR28",38701,21.5
"Велико Търново","Стражица",2015,2442,7367,613.916666666667,360,59,"VTR31",12174,20.1
"Велико Търново","Сухиндол",2015,392,7057,588.083333333333,360,61,"VTR32",2444,16
"Габрово","Габрово",2015,19841,8200,683.333333333333,360,53,"GAB05",60747,32.7
"Габрово","Дряново",2015,2296,9074,756.166666666667,360,48,"GAB12",9112,25.2
"Габрово","Севлиево",2015,13568,10164,847,360,43,"GAB29",33597,40.4
"Габрово","Трявна",2015,3230,6855,571.25,360,63,"GAB35",10816,29.9
"Разград","Завет",2015,1261,7015,584.583333333333,360,62,"RAZ11",9944,12.7
"Разград","Исперих",2015,4467,7773,647.75,360,56,"RAZ14",21232,21
"Разград","Кубрат",2015,2385,7067,588.916666666667,360,61,"RAZ16",16963,14.1
"Разград","Лозница",2015,932,6825,568.75,360,63,"RAZ17",8721,10.7
"Разград","Разград",2015,15346,9650,804.166666666667,360,45,"RAZ26",48183,31.8
"Разград","Самуил",2015,988,7519,626.583333333333,360,57,"RAZ29",6570,15
"Разград","Цар Калоян",2015,676,6550,545.833333333333,360,66,"RAZ36",5628,12
"Русе","Борово",2015,713,7673,639.416666666667,360,56,"RSE03",5591,12.8
"Русе","Бяла",2015,3041,7704,642,360,56,"RSE04",12492,24.3
"Русе","Ветово",2015,2418,9009,750.75,360,48,"RSE05",11745,20.6
"Русе","Две могили",2015,1223,7400,616.666666666667,360,58,"RSE08",8655,14.1
"Русе","Иваново",2015,1034,7918,659.833333333333,360,55,"RSE13",8756,11.8
"Русе","Русе",2015,58395,8646,720.5,360,50,"RSE27",162869,35.9
"Русе","Сливо поле",2015,1674,8836,736.333333333333,360,49,"RSE33",10241,16.3
"Русе","Ценово",2015,591,6883,573.583333333333,360,63,"RSE37",5325,11.1
"Силистра","Алфатар",2015,478,6612,551,360,65,"SLS01",2761,17.3
"Силистра","Главиница",2015,985,7869,655.75,360,55,"SLS07",10360,9.5
"Силистра","Дулово",2015,3159,6712,559.333333333333,360,64,"SLS10",27857,11.3
"Силистра","Кайнарджа",2015,501,7076,589.666666666667,360,61,"SLS15",5107,9.8
"Силистра","Силистра",2015,12797,7815,651.25,360,55,"SLS31",47723,26.8
"Силистра","Ситово",2015,898,6518,543.166666666667,360,66,"SLS32",5173,17.4
"Силистра","Тутракан",2015,2373,7287,607.25,360,59,"SLS34",14267,16.6
"Варна","Аврен",2015,1513,8122,676.833333333333,360,53,"VAR01",9658,15.7
"Варна","Аксаково",2015,3748,9505,792.083333333333,360,45,"VAR02",20900,17.9
"Варна","Белослав",2015,2407,11732,977.666666666667,360,37,"VAR04",10675,22.5
"Варна","Бяла",2015,876,7775,647.916666666667,360,56,"VAR05",3326,26.3
"Варна","Варна",2015,127964,9952,829.333333333333,360,43,"VAR06",343301,37.3
"Варна","Ветрино",2015,809,7276,606.333333333333,360,59,"VAR08",5070,16
"Варна","Вълчи дол",2015,1330,8696,724.666666666667,360,50,"VAR09",9759,13.6
"Варна","Девня",2015,5401,15074,1256.16666666667,360,29,"VAR14",8752,61.7
"Варна","Долни чифлик",2015,1938,7418,618.166666666667,360,58,"VAR13",18914,10.2
"Варна","Дългопол",2015,1543,7034,586.166666666667,360,61,"VAR16",13715,11.3
"Варна","Провадия",2015,3130,8191,682.583333333333,360,53,"VAR24",21401,14.6
"Варна","Суворово",2015,1088,10120,843.333333333333,360,43,"VAR26",7455,14.6
"Добрич","Балчик",2015,6456,8617,718.083333333333,360,50,"DOB03",20107,32.1
"Добрич","Генерал Тошево",2015,2643,7815,651.25,360,55,"DOB12",13854,19.1
"Добрич","Добрич-селска",2015,2684,9677,806.416666666667,360,45,"DOB15",21194,12.7
"Добрич","Добрич",2015,21225,7718,643.166666666667,360,56,"DOB28",86292,24.6
"Добрич","Каварна",2015,3314,8833,736.083333333333,360,49,"DOB17",14575,22.7
"Добрич","Крушари",2015,450,8257,688.083333333333,360,52,"DOB20",4213,10.7
"Добрич","Тервел",2015,2846,7435,619.583333333333,360,58,"DOB27",15682,18.1
"Добрич","Шабла",2015,878,8055,671.25,360,54,"DOB29",4684,18.7
"Търговище","Антоново",2015,480,6931,577.583333333333,360,62,"TGV02",5831,8.2
"Търговище","Омуртаг",2015,2630,6799,566.583333333333,360,64,"TGV22",21442,12.3
"Търговище","Опака",2015,755,6857,571.416666666667,360,63,"TGV23",6330,11.9
"Търговище","Попово",2015,5966,7708,642.333333333333,360,56,"TGV24",26634,22.4
"Търговище","Търговище",2015,18798,8183,681.916666666667,360,53,"TGV35",54974,34.2
"Шумен","Велики Преслав",2015,2283,6960,580,360,62,"SHU23",12713,18
"Шумен","Венец",2015,638,6933,577.75,360,62,"SHU07",7057,9
"Шумен","Върбица",2015,954,6183,515.25,360,70,"SHU10",10432,9.1
"Шумен","Каолиново",2015,974,6356,529.666666666667,360,68,"SHU18",12522,7.8
"Шумен","Каспичан",2015,2254,8927,743.916666666667,360,48,"SHU19",7687,29.3
"Шумен","Никола Козлево",2015,537,7653,637.75,360,56,"SHU21",6130,8.8
"Шумен","Нови пазар",2015,3177,7496,624.666666666667,360,58,"SHU22",16478,19.3
"Шумен","Смядово",2015,615,6606,550.5,360,65,"SHU25",6226,9.9
"Шумен","Хитрино",2015,610,7686,640.5,360,56,"SHU11",6503,9.4
"Шумен","Шумен",2015,30121,8943,745.25,360,48,"SHU30",89972,33.5
"Бургас","Айтос",2015,3419,6807,567.25,360,63,"BGS01",28219,12.1
"Бургас","Бургас",2015,73632,10266,855.5,360,42,"BGS04",209613,35.1
"Бургас","Камено",2015,1626,9053,754.416666666667,360,48,"BGS08",10171,16
"Бургас","Карнобат",2015,8876,7772,647.666666666667,360,56,"BGS09",24117,36.8
"Бургас","Малко Търново",2015,602,7282,606.833333333333,360,59,"BGS12",3586,16.8
"Бургас","Несебър",2015,16212,7272,606,360,59,"BGS15",26920,60.2
"Бургас","Поморие",2015,5253,7479,623.25,360,58,"BGS17",27473,19.1
"Бургас","Приморско",2015,2309,6485,540.416666666667,360,67,"BGS27",6311,36.6
"Бургас","Руен",2015,2818,6675,556.25,360,65,"BGS18",28399,9.9
"Бургас","Созопол",2015,3266,6980,581.666666666667,360,62,"BGS21",12804,25.5
"Бургас","Средец",2015,2178,9622,801.833333333333,360,45,"BGS06",14969,14.6
"Бургас","Сунгурларе",2015,1292,7138,594.833333333333,360,61,"BGS23",11925,10.8
"Бургас","Царево",2015,2060,6471,539.25,360,67,"BGS13",9377,22
"Сливен","Котел",2015,1649,7142,595.166666666667,360,60,"SLV11",18562,8.9
"Сливен","Нова Загора",2015,6096,7301,608.416666666667,360,59,"SLV16",37602,16.2
"Сливен","Сливен",2015,28239,8023,668.583333333333,360,54,"SLV20",121405,23.3
"Сливен","Твърдица",2015,1441,7063,588.583333333333,360,61,"SLV24",13616,10.6
"Стара Загора","Братя Даскалови",2015,1171,7097,591.416666666667,360,61,"SZR04",8403,13.9
"Стара Загора","Гурково",2015,1167,8885,740.416666666667,360,49,"SZR37",4988,23.4
"Стара Загора","Гълъбово",2015,6797,17334,1444.5,360,25,"SZR07",12414,54.8
"Стара Загора","Казанлък",2015,23710,8931,744.25,360,48,"SZR12",69668,34
"Стара Загора","Мъглиж",2015,1219,7908,659,360,55,"SZR22",9972,12.2
"Стара Загора","Николаево",2015,373,7462,621.833333333333,360,58,"SZR38",4488,8.3
"Стара Загора","Опан",2015,319,7301,608.416666666667,360,59,"SZR23",2672,11.9
"Стара Загора","Павел баня",2015,2224,8648,720.666666666667,360,50,"SZR24",13601,16.4
"Стара Загора","Раднево",2015,11610,19218,1601.5,360,22,"SZR27",18833,61.6
"Стара Загора","Стара Загора",2015,49751,9029,752.416666666667,360,48,"SZR31",158563,31.4
"Стара Загора","Чирпан",2015,3305,8623,718.583333333333,360,50,"SZR36",20083,16.5
"Ямбол","Болярово",2015,578,6428,535.666666666667,360,67,"JAM03",3764,15.4
"Ямбол","Елхово",2015,2438,7520,626.666666666667,360,57,"JAM07",14956,16.3
"Ямбол","Стралджа",2015,1512,7850,654.166666666667,360,55,"JAM22",12152,12.4
"Ямбол","Тунджа",2015,3410,8664,722,360,50,"JAM25",22725,15
"Ямбол","Ямбол",2015,24842,8071,672.583333333333,360,54,"JAM26",70224,35.4
"Благоевград","Банско",2015,4784,7067,588.916666666667,360,61,"BLG01",12821,37.3
"Благоевград","Белица",2015,1056,6217,518.083333333333,360,69,"BLG02",9617,11
"Благоевград","Благоевград",2015,26976,8544,712,360,51,"BLG03",75996,35.5
"Благоевград","Гоце Делчев",2015,12434,7182,598.5,360,60,"BLG11",30306,41
"Благоевград","Гърмен",2015,1924,6090,507.5,360,71,"BLG13",14936,12.9
"Благоевград","Кресна",2015,1092,6447,537.25,360,67,"BLG28",5555,19.7
"Благоевград","Петрич",2015,16373,6199,516.583333333333,360,70,"BLG33",51517,31.8
"Благоевград","Разлог",2015,5246,7098,591.5,360,61,"BLG37",19846,26.4
"Благоевград","Сандански",2015,10216,6545,545.416666666667,360,66,"BLG40",38609,26.5
"Благоевград","Сатовча",2015,3266,6201,516.75,360,70,"BLG42",14681,22.2
"Благоевград","Симитли",2015,1966,6176,514.666666666667,360,70,"BLG44",13797,14.2
"Благоевград","Струмяни",2015,919,5932,494.333333333333,360,73,"BLG49",5425,16.9
"Благоевград","Хаджидимово",2015,2023,6186,515.5,360,70,"BLG52",9501,21.3
"Благоевград","Якоруда",2015,1011,6399,533.25,360,68,"BLG53",10224,9.9
"Кюстендил","Бобов дол",2015,4752,9455,787.916666666667,360,46,"KNL04",8142,58.4
"Кюстендил","Бобошево",2015,268,6005,500.416666666667,360,72,"KNL05",2888,9.3
"Кюстендил","Дупница",2015,10014,8022,668.5,360,54,"KNL48",41551,24.1
"Кюстендил","Кочериново",2015,672,5143,428.583333333333,360,84,"KNL27",4837,13.9
"Кюстендил","Кюстендил",2015,13032,6730,560.833333333333,360,64,"KNL29",55706,23.4
"Кюстендил","Невестино",2015,341,6745,562.083333333333,360,64,"KNL31",2288,14.9
"Кюстендил","Рила",2015,656,6553,546.083333333333,360,66,"KNL38",2689,24.4
"Кюстендил","Сапарева баня",2015,1064,5598,466.5,360,77,"KNL41",7024,15.1
"Кюстендил","Трекляно",2015,101,6593,549.416666666667,360,66,"KNL50",889,11.4
"Перник","Брезник",2015,1000,6570,547.5,360,66,"PER08",6455,15.5
"Перник","Земен",2015,293,7909,659.083333333333,360,55,"PER19",2610,11.2
"Перник","Ковачевци",2015,184,5683,473.583333333333,360,76,"PER22",1760,10.5
"Перник","Перник",2015,21447,7674,639.5,360,56,"PER32",91240,23.5
"Перник","Радомир",2015,4158,7019,584.916666666667,360,62,"PER36",19322,21.5
"Перник","Трън",2015,478,7097,591.416666666667,360,61,"PER51",4069,11.7
"София","Антон",2015,177,6326,527.166666666667,360,68,"SFO54",1478,12
"София","Божурище",2015,2021,11157,929.75,360,39,"SFO06",8453,23.9
"София","Ботевград",2015,11196,10115,842.916666666667,360,43,"SFO07",31780,35.2
"София","Годеч",2015,1387,9413,784.416666666667,360,46,"SFO09",4962,28
"София","Горна Малина",2015,626,7845,653.75,360,55,"SFO10",6832,9.2
"София","Долна баня",2015,633,9028,752.333333333333,360,48,"SFO59",4547,13.9
"София","Драгоман",2015,1051,8327,693.916666666667,360,52,"SFO16",5070,20.7
"София","Елин Пелин",2015,8271,12638,1053.16666666667,360,34,"SFO17",22231,37.2
"София","Етрополе",2015,2550,6852,571,360,63,"SFO18",11595,22
"София","Златица",2015,820,7275,606.25,360,59,"SFO47",5453,15
"София","Ихтиман",2015,2567,8590,715.833333333333,360,50,"SFO20",17340,14.8
"София","Копривщица",2015,363,6848,570.666666666667,360,63,"SFO24",2174,16.7
"София","Костенец",2015,2246,7143,595.25,360,60,"SFO25",11815,19
"София","Костинброд",2015,5692,11994,999.5,360,36,"SFO26",17172,33.1
"София","Мирково",2015,NA,NA,NA,360,NA,"SFO56",2402,NA
"София","Пирдоп",2015,2957,16303,1358.58333333333,360,26,"SFO55",7769,38.1
"София","Правец",2015,1569,7702,641.833333333333,360,56,"SFO34",7363,21.3
"София","Самоков",2015,7888,7200,600,360,60,"SFO39",36344,21.7
"София","Своге",2015,2676,8343,695.25,360,52,"SFO43",20381,13.1
"София","Сливница",2015,1381,8330,694.166666666667,360,52,"SFO45",9135,15.1
"София","Чавдар",2015,NA,NA,NA,360,NA,"SFO57",1216,NA
"София","Челопеч",2015,1238,24497,2041.41666666667,360,18,"SFO58",1568,79
"София (столица)","Столична",2015,707299,14531,1210.91666666667,360,30,"SOF46",1319804,53.6
